,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityIndex_Earth,similarityIndex_Venus,similarityIndex_Mars,similarityIndex_Titan,similarityIndex_Arrakis
3431,HD 187123 c,HD 187123,0,4.89,,632.46,0.252,,,5790,1.15,1.04,0.127,4.33,,6.00762154401455,4.59871062709538,6.11432596482967,6.08352233542213,77.6286824501576,166.408118636552,71.3045235804754,91.7775661629935,,,,,
3435,HD 202696 b,HD 202696,0,1.566,,634.38868,0.011,,,5040,6.43,1.91,1.369,3.11,,19.2358352389921,14.7246359123175,19.5774926891217,19.4788623849814,248.559689469623,532.82303638327,228.310331691149,293.863075164238,,,,,
3440,HD 136418 b,HD 136418,0,1.32,,635.633,0.255,,,5071,3.4,1.33,0.833,3.6,,18.5046276276819,14.1649115375197,18.8332977276449,18.7384166357533,239.111244182637,512.568950462679,219.631620826807,282.692522153493,,,,,
3445,51 Eri b,51 Eri,0,13.2,,635.66,,,700,,,1.75,0.85,,,5.88130674740604,4.50201925043873,5.98576762689391,5.95561166714314,75.9964805608014,162.909261808508,69.8052919249282,89.8478732690308,,,,,
3447,HD 155233 b,HD 155233,0,2.07,,635.66,0.03,,,4845,5.03,1.5,1.1,3.21,,15.8405064963738,12.1255816515314,16.1218577863528,16.04063677598,204.686270539429,438.774124668009,188.011138971078,241.993128624208,,,,,
3450,kap CrB b,kap CrB,0,2.8,,635.66,0.044,,,4788,5.06,1.47,1.084,,,13.5701413141129,10.3876638392064,13.8111674937238,13.7415876107393,175.349293086976,375.886142156131,161.064150634887,207.309087826614,,,,,
3459,HD 82943 c,HD 82943,0,0.747,,639,0.359,,,5935,1.18,1.08,0.194,4.33,,17.0881952231587,13.0806616886368,17.3917073470007,17.3040889061516,220.808529782726,473.334479734842,202.819969651959,261.05388899907,,,,,
3484,HD 89307 b,HD 89307,0,3.3632,,659.152,0.25,,,5906,1.01,1.05,0.113,,,7.03557065914721,5.38558451474625,7.16053300685637,7.12445864536953,90.9115323848474,194.881796122739,83.5052624889596,107.481396245345,,,,,
3490,HD 116029 b,HD 116029,0,1.78,,667.4,0.054,,,4951,4.6,1.58,1.053,3.4,,16.8967491676076,12.9341136739645,17.1968609207163,17.110224105175,218.334721313963,468.03151953816,200.547694395867,258.129195274398,,,,,
3501,HD 8574 b,HD 8574,0,0.77,,670.6213,0.288,,,6031,1.41,1.12,0.376,4.19,,19.8590131790507,15.2016657975262,20.2117392094282,20.1099136070854,256.612207768973,550.084754322921,235.706837245999,303.383274498703,,,,,
3506,HD 22532 b,HD 22532,0,1.9,,673.79622,0.03,,,5038,5.69,1.57,1.274,3.09,,17.1522706891117,13.1297101388522,17.4569208898837,17.3689739068831,221.636493722011,475.10933816457,203.580482034356,262.032760632852,,,,,
3522,HD 163607 c,HD 163607,0,2.38,,686.5128,0.076,,,5522,1.76,1.12,0.42,,,11.6126118339762,8.8892153172408,11.8188693371856,11.7593265399626,150.054684682131,321.663552470919,137.830212552527,177.4041928423,,,,,
3525,HD 4203 c,HD 4203,0,6.95,,689.66,0.24,,,5582,1.5,0.99,0.293,4.08,,6.21055723040668,4.75405371766642,6.32086609513034,6.28902192819371,80.2509564801246,172.029335873577,73.7131693864158,94.8777853176509,,,,,
3531,HD 12661 b,HD 12661,0,0.8079,,691.569,0.3768,,,5748,1.11,1.02,0.063,,,12.404018310875,9.49502068447347,12.6243323869108,12.5607317122655,160.281001642024,343.585116925777,147.223424388581,189.494395223268,,,,,
3534,HD 152079 b,HD 152079,0,3.98,,692.8694,0.52,,,5726,1.15,1.1,0.107,4.36,,6.37985008585392,4.88364391367539,6.49316584706005,6.46045364368964,82.4385079462598,176.718663483045,75.7225080764121,97.4640478057085,,,,,
3539,HD 206610 b,HD 206610,0,1.68,,699.197,0.229,,,4874,6.1,1.56,1.276,3.3,,18.2479504546447,13.9684304451721,18.57206158083,18.4784965819143,235.794538792338,505.459120865536,216.585116748061,278.771302073572,,,,,
3540,HD 131496 b,HD 131496,0,2.09,,699.2,0.163,,,4927,4.3,1.61,0.991,3.3,,15.3585896093,11.7566841945718,15.6313813284172,15.5526313107803,198.459085168324,425.425267399023,182.291262346622,234.630953982474,,,,,
3586,HD 163607 c,HD 163607,0,2.42,,727.8,0.12,,,5543,1.63,1.09,0.362,4.04,,11.0962319139042,8.49393711793082,11.2933177308001,11.2364226329328,143.382178342439,307.360086386826,131.70129382529,169.515531425725,,,,,
3593,HD 212771 b,HD 212771,0,1.22,,730.978,0.111,,,5121,5,1.15,1.188,3.5,,21.0344063830877,16.1014051001469,21.4080091697901,21.3001568268479,271.800285966271,582.64255948907,249.657591603535,321.339586620014,,,,,
3594,HD 4313 b,HD 4313,0,1.19,,730.978,0.041,,,5035,4.9,1.72,1.149,3.4,,21.1209083413261,16.167620568565,21.4960475332907,21.3877516580378,272.918038307727,585.038620563053,250.684284259818,322.661064535573,,,,,
3595,NY Vir b,NY Vir,0,3.3,,730.978,,,,32780,0.15,0.46,1.375,5.74,,13.2655350054502,10.1544939801424,13.501150917536,13.4331328805796,171.413261791686,367.448699421427,157.448775138997,202.65566126801,,,,,
3597,HD 12661 b,HD 12661,0,0.831,,731,0.3768,,,5655,1.21,1,0.133,4.27,,14.7424092723472,11.2850108304972,15.0042566992033,14.9286661000831,190.49698779603,408.357379573215,174.97781141697,225.217656019429,,,,,
3603,HD 147873 c,HD 147873,0,1.36,,731.009,0.23,,,5972,2.29,1.38,0.777,3.86,,17.9160335024343,13.7143548506527,18.2342492828685,18.1423861632597,231.505607558207,496.265186934072,212.64559093535,273.700654760168,,,,,
3604,HD 47366 b,HD 47366,0,1.28,,731.009,0.06,,,4914,6.2,2.19,1.389,3.1,,21.3538723368801,16.3459497116769,21.7331493208201,21.6236589401326,275.928329135917,591.491606978088,253.44933638447,326.220021829888,,,,,
3619,HD 12661 b,HD 12661,0,0.831,,743.7,0.361,,,5655,1.21,1,0.133,4.27,,14.7424092723472,11.2850108304972,15.0042566992033,14.9286661000831,190.49698779603,408.357379573215,174.97781141697,225.217656019429,,,,,
3625,HD 4732 b,HD 4732,0,1.19,,753.23,0.13,,,4959,5.4,1.74,1.19,3.16,,21.3068537564921,16.3099579562514,21.6852956195192,21.5760463230802,275.32076915241,590.189215766189,252.891272357061,325.501725771983,,,,,
3626,HD 4732 c,HD 4732,0,4.6,,753.23,0.23,,,4959,5.4,1.74,1.19,3.16,,10.8371201877244,8.29559242526701,11.0296037895064,10.9740372676038,140.034014387144,300.182820882608,128.625894009573,165.557119029264,,,,,
3641,HIP 74890 b,HIP 74890,0,2.1,,762.792,0.07,,,4850,5.77,1.74,1.215,3.1,,16.1228007724741,12.3416721089545,16.4091660346233,16.3264975814978,208.333992446732,446.593535235661,191.361692716742,246.305697485681,,,,,
3643,6 Lyn b,6 Lyn,0,2.2,,762.8,0.134,,,4978,5.2,1.7,1.176,3.16,,15.6241555995095,11.9599694934915,15.9016641712057,15.8215524838488,201.890649186213,432.781312795831,185.443267890303,238.687967237807,,,,,
3644,mu Leo b,mu Leo,0,1.1,,762.8,0.09,,,4538.2,11.4,1.5,1.797,2.4,,24.5666954554957,18.8052996741052,25.0030370244036,24.8770731338631,317.443465170414,680.48520398879,291.582367924958,375.301856326023,,,,,
3649,HD 160691 c,HD 160691,0,5.543,,770.07,0.027,,,5771.56,1.38,1.03,0.278,4.17,,6.86348715217499,5.25385813243952,6.98539303722104,6.95020102102462,88.687920957299,190.115168858717,81.4628015265281,104.852501377219,,,,,
3678,HD 192699 b,HD 192699,0,1.16,,794.5,0.149,,,5220,3.9,1.68,1.009,3.44,,20.7085581727742,15.8519750026266,21.0763734037359,20.9701918230812,267.589773193445,573.616726679515,245.790095752518,316.361650599571,,,,,
3681,TYC 1422-614-1 b,TYC 1422-614-1,0,0.69,,794.5,0.06,,,4806,6.85,1.15,1.35,2.85,,28.8778570427827,22.1054051253772,29.3907713446501,29.2427022960404,373.151001239202,799.902228450553,342.751590354792,441.162848886515,,,,,
3683,HD 25723 b,HD 25723,0,1.49,,794.57102,0.04,,,4766,13.76,2.12,1.944,2.5,,21.5271727691271,16.4786076252315,21.9095278301587,21.7991488644875,278.167665306615,596.291942464907,255.506241045845,328.867507489578,,,,,
3685,HD 97048 b,HD 97048,0,130,,794.575,,,,10000,2.25,2.4,1.602,,,2.19583658773241,1.68086770735927,2.23483795783904,2.22357897023596,28.3739413231428,60.8235776372955,26.0624076602881,33.5454782291535,,,,,
3693,47 UMa b,47 UMa,0,2.1,,804.08,0.032,,,5872,1.21,1.06,0.198,4.3,,10.2438383260622,7.84144737267009,10.4257843470453,10.3732598334429,132.367804239752,283.749209394754,121.584225325081,156.493637764161,,,,,
3701,HD 43691 b,HD 43691,0,0.238,,810.4665,0.0796,,,6093,1.6,1.32,0.5,,,38.3583650489351,29.3625388510516,39.0396674738589,38.8429878306774,495.655280192829,1062.5075689275,455.275840047765,585.995199662726,,,,,
3702,HD 64121 b,HD 64121,0,1.51,,813.64072,0.11,,,5078,5.44,1.64,1.248,3.19,,19.141291541724,14.6522646582086,19.4812697531758,19.3831242147604,247.338024190091,530.204223151433,227.188191549356,292.418744763638,,,,,
3707,HD 196885 A b,HD 196885 A,0,2.37,,819.97,0.48,,,6254,1.31,1.28,0.38,4.31,,11.3495277621734,8.68782987577195,11.5511124954185,11.4929186420649,146.655191268965,314.376254975362,134.707664924639,173.385095495802,,,,,
3710,7 CMa b,7 CMa,0,1.9,,826.3,0.14,,,4792,2.3,1.52,1.053,3.25,,16.3544656018314,12.5190067670857,16.6449455808046,16.5610892836217,211.327495839262,453.010535395402,194.111325024078,249.844807605752,,,,,
3711,HD 108863 b,HD 108863,0,1.4,,826.3,0.06,,,4956,5.6,1.85,1.225,3.2,,19.7868230381721,15.1464057306931,20.1382668627524,20.0368114099488,255.679388435858,548.085123447422,234.850011701173,302.28043614874,,,,,
3714,HD 217107 c,HD 217107,0,5.32,,826.32,0.517,,,5575,1.2,0.98,0.098,4.27,,5.39829691972174,4.13228516993954,5.49417881607403,5.46649945303016,69.7551725391656,149.530130630049,64.0724431768192,82.4690019315316,,,,,
3715,HD 155233 b,HD 155233,0,2,,826.358,0.04,,,4960,5.03,1.69,1.129,3.17,,16.2205117923563,12.4164678833261,16.5086125496106,16.4254430905507,209.596584918435,449.300081723238,192.521425844106,247.798414616144,,,,,
3718,HD 89307 b,HD 89307,0,3.9,,829.5,0.01,,,5956.14,1.09,1.09,0.131,4.4,,6.77940510061662,5.18949505277204,6.89981756159347,6.86505666981742,87.6014379236456,187.786137992105,80.4648307681983,103.567992026308,,,,,
3737,NY Vir b,NY Vir,0,,,845.4278,0.15,,,32780,0.15,0.46,1.375,5.74,,,,,,,,,,,,,,
3746,HD 173416 b,HD 173416,0,1.16,,858.1,0.21,,,4683,13.5,2,1.892,2.48,,24.2330095677599,18.549869995854,24.6634243719533,24.5391714308042,313.131676282356,671.242271426068,287.621846597806,370.204185240228,,,,,
3747,HD 18742 b,HD 18742,0,1.92,,858.1,0.12,,,5048,4.9,1.6,1.143,3.3,,16.6060755190668,12.7116089794247,16.9010244697109,16.8158780615267,214.578723670988,459.980004535672,197.097685790173,253.688615951059,,,,,
3748,HD 81688 b,HD 81688,0,0.81,,858.1,0,,,4753,13,2.1,1.857,2.22,,28.8646656898547,22.0953074162504,29.3773456933957,29.2293442824598,372.98054653595,799.536834557657,342.595022047515,440.961326494124,,,,,
3749,Kepler-23 c,Kepler-23,0,0.099,3.2,858.1,,,,5760,1.52,1.11,0.362,4,,54.8612388882392,41.9951490689895,55.8356572463,55.5543603538159,708.900462733118,1519.62893843705,651.14862401044,838.107218465786,,,,,
3752,HD 40956 b,HD 40956,0,1.4,,858.141,0.24,,,4869,8.56,2,1.664,3.02,,21.3614327388836,16.3517370437823,21.7408440069677,21.6313148608852,276.02602238141,591.70102634053,253.53907087573,326.335520998738,,,,,
3759,HD 75898 b,HD 75898,0,1.191,,861.3193,0.11,,,5963,1.58,1.26,0.46,,,16.7934390565347,12.8550319105417,17.0917158662327,17.0056087655464,216.999779066417,465.169881018851,199.321505596001,256.550941636942,,,,,
3763,HD 153950 b,HD 153950,0,1.28,,867.639,0.34,,,6076,1.34,1.12,0.346,4.37,,15.0858611184027,11.5479161488132,15.3538087681245,15.2764571453932,194.934969466317,417.870824307643,179.054245006602,230.46452023919,,,,,
3776,NY Vir b,NY Vir,0,,,883.53,0.44,,,32780,0.15,0.46,1.375,5.74,,,,,,,,,,,,,,
3791,xi Aql b,xi Aql,0,0.68,,890,0,,,4780,12,2.2,1.839,2.66,,31.4265742018661,24.056395646179,31.9847575650898,31.8236201601833,406.08475939094,870.50042180751,373.002341244865,480.099232609218,,,,,
3805,HD 169830 b,HD 169830,0,0.81,,915.31,0.31,,,6299,,1.4,0.662,4.1,,22.3037584637582,17.073067988719,22.6999068581668,22.5855460075241,288.202472566389,617.802978647335,264.723544860572,340.731294921603,,,,,
3811,HD 145457 b,HD 145457,0,0.76,,921.668,0.112,,,4757,9.9,1.9,1.655,2.77,,28.9533465639491,22.163190799904,29.4676016735846,29.3191455581103,374.126454174112,801.993250513451,343.647576279114,442.316091392339,,,,,
3815,HD 181342 b,HD 181342,0,1.65,,921.707,0.1,,,5040,5.12,1.89,1.176,3.3,,18.0412208824748,13.810183213134,18.3616601796173,18.2691551710958,233.123241309057,499.732814885826,214.13144127174,275.613124274145,,,,,
3825,HD 196885 A b,HD 196885 A,0,2.63,,940.74,0.462,,,6340,,1.33,0.38,4.46,,10.7739285301021,8.24722051213594,10.9652897527233,10.9100472413112,139.217470753841,298.432443502574,127.875871557591,164.591749207632,,,,,
3830,HD 196885 A b,HD 196885 A,0,2.6,,947.1334,0.48,,,6172,1.43,1.18,0.428,4.2,,11.1629848065802,8.54503508318869,11.3612562555433,11.3040188872197,144.244739186229,309.209108200596,132.493584613751,170.535305720637,,,,,
3836,75 Cet b,75 Cet,0,2.1,,953.49,0.117,,,4846,10.5,2.49,1.73,2.63,,17.6119702747209,13.4816007088763,17.9247854335668,17.8344813753793,227.576593791943,487.842787270638,209.036661272987,269.055524770746,,,,,
3844,HD 196050 b,HD 196050,0,2.43,,959.8466,0.3,,,5918,,1.1,0.26,4.34,,10.1940384085981,7.80332656096571,10.3750999079264,10.3228307396701,131.724304653345,282.369776533889,120.993149578531,155.732851621677,,,,,
3845,Kepler-43 b,Kepler-43,0,0.044,12.55,962.98,,,,6019,1.34,1.23,0.326,4.54,,80.1648763721238,61.3645626961251,81.5887255011565,81.1776861030892,1035.86647160687,2220.52706883772,951.477764656634,1224.66723166358,,,,,
3848,HD 69123 b,HD 69123,0,2.482,,966.19836,0.19,,,4842,7.72,1.68,1.47,2.86,,15.5537283809643,11.9060589074155,15.8299860590233,15.7502354819534,200.980609806362,430.830513989174,184.607366489279,237.612060797571,,,,,
3849,HD 125612 b,HD 125612,0,1.37,,968,0.46,,,5900,,1.09,0.037,4.41,,8.33865897301504,6.383071795382,8.48676613482134,8.44401028562566,107.749648464669,230.976692104339,98.9716314542623,127.388488106247,,,,,
3851,HD 67087 b,HD 67087,0,1.08,,973,0.17,,,6330,1.55,1.36,0.54,4.19,,18.3566161916576,14.0516118300082,18.682657385249,18.5885352109074,237.198684830829,508.469107550629,217.874871528794,280.431372834568,,,,,
3854,HD 68402 b,HD 68402,0,2.18,,975.7381,0.03,,,5950,1.02,1.12,0.068,4.47,,7.69670864281176,5.89167203194076,7.83341379840402,7.79394950143492,99.454558974258,213.194988326131,91.352316202442,117.58150568035,,,,,
3858,HD 221287 b,HD 221287,0,1.25,,982.05,0.08,,,6304,,1.25,0.22,4.43,,13.6319105940345,10.4349469514867,13.8740338892326,13.8041372888927,176.147457182546,377.597120383699,161.79729087091,208.252728189661,,,,,
3863,HD 1502 b,HD 1502,0,1.31,,985.2,0.101,,,5049,4.5,1.61,1.064,3.4,,19.7472136319416,15.1160855455699,20.0979539337184,19.996701575178,255.167567577008,546.987962662105,234.379887240123,301.675328973735,,,,,
3864,HD 190984 b,HD 190984,0,5.5,,985.2,0.57,,,5988,1.53,0.91,0.43,4.02,,7.68407923585438,5.88200448088693,7.82056007412825,7.7811605334972,99.2913655681745,212.845160056179,91.2024176378266,117.388568055345,,,,,
3866,HD 113337 b,HD 113337,0,,,985.273,,,,6774,1.5,,0.632,,,,,,,,,,,,,,,
3867,HD 125612 b,HD 125612,0,1.372,,985.273,0.4553,,,5841,1.05,1.11,0.06,,,9.40300836121717,7.1978093427803,9.57001997367519,9.52180675272697,121.5028518027,260.458638988817,111.604405588401,143.648399900055,,,,,
3870,HD 17156 b,HD 17156,0,0.15,,991.59,0.67,,,6079,1.47,1.2,0.415,4.29,,46.1182118560982,35.3025418481257,46.9373408656539,46.7008731892955,595.925691576399,1277.45145289676,547.377543789991,704.541257955739,,,,,
3878,HD 72659 b,HD 72659,0,4.74,,1001.1645,0.22,,,5926,1.36,1.06,0.336,4.24,,7.78218792335293,5.95710466163309,7.92041131990878,7.88050873433236,100.55909658146,215.562721738273,92.3668706863313,118.887360296517,,,,,
3881,HD 17156 b,HD 17156,0,0.1607,,1004.3428,0.6753,,,5969,1.47,1.23,0.39,,,43.8696610318755,33.5813224778377,44.6488523869677,44.423913986511,566.870592711103,1215.16771721598,520.689470299838,670.190471953488,,,,,
3891,HD 66428 b,HD 66428,0,3.471,,1015.106,0.44,,,5669,1.16,1.01,0.096,4.32,,6.64885048299232,5.08955818040308,6.76694409702512,6.73285261427048,85.9144503396731,184.169840237827,78.9152766322181,101.573527999386,,,,,
3902,HD 17156 b,HD 17156,0,0.1614,11.43,1023.37,0.6819,,,6100,1.44,1.24,0.412,4.22,,44.3791116102447,33.9712964087123,45.1673515760892,44.9398010059572,573.4535601771,1229.27924399302,526.73614459719,677.973274818232,,,,,
3916,HD 181342 b,HD 181342,0,1.78,,1048.79,0.177,,,5014,4.6,1.84,1.079,3.4,,17.0000980172605,13.0132250909728,17.3020454018356,17.21487867281,219.670164129812,470.894231096801,201.774342984347,259.708040715543,,,,,
3917,HD 72659 b,HD 72659,0,4.77,,1048.8,0.269,,,5943.3,1.45,1.09,0.374,4.15,,7.96828348432755,6.09955698284528,8.10981221876205,8.06895544213804,102.963767565216,220.717475905378,94.575640865764,121.730315288747,,,,,
3937,TYC 3318-01333-1 b,TYC 3318-01333-1,0,1.414,,1086.9786,0.098,,,4776,5.9,1.19,1.21,2.97,,19.628074749084,15.0248871831758,19.9766989645864,19.8760574817425,253.628090691345,543.687875063787,232.965826580704,299.85526147715,,,,,
3938,HD 11506 b,HD 11506,0,2.43,,1093.29,0.22,,,6030,1.35,1.12,0.337,4.23,,10.8770319392524,8.32614404949189,11.0702244339464,11.0144532675279,140.549742061183,301.288356481782,129.099607010153,166.166845089687,,,,,
3950,HD 195019 b,HD 195019,0,0.13,,1102.82,0.02,,,5750,1.48,1.03,0.333,4.11,,46.8862444609277,35.8904549974325,47.7190148880835,47.4786091820809,605.849978376901,1298.72557276014,556.493330891494,716.274381070876,,,,,
3954,HD 1605 c,HD 1605,0,3.52,,1110,0.098,,,4757,3.8,1.31,0.82,3.4,,11.2872513629835,8.64015857413063,11.4877299734382,11.429855437656,145.850474330418,312.651229797142,133.968505684662,172.433707944978,,,,,
3968,HD 183263 c,HD 183263,0,4.35,,1134.61,0.239,,,5867,1.29,1.06,0.25,4.24,,7.54477754117069,5.77537190108461,7.67878417121742,7.6400988895901,97.4913508798087,208.986572632626,89.5490443518098,115.260476196232,,,,,
3971,HD 92788 b,HD 92788,0,0.96,,1137.8314,0.35,,,5821,,1.1,0.02,4.45,,8.5413781123144,6.53824912361107,8.69308587182623,8.64929059543045,110.369124338099,236.591911094962,101.377707060471,130.485399102261,,,,,
3973,HD 86950 b,HD 86950,0,2.72,,1144.188,0.17,,,4805,8.8,1.66,1.56,2.66,,15.0800493557958,11.5434673641707,15.3478937798469,15.270571956493,194.859871614266,417.709841383819,178.985265134815,230.375734781705,,,,,
3978,HD 1605 c,HD 1605,0,3.584,,1150.5446,0.099,,,4915,3.49,1.33,0.81,,,11.1517575686422,8.53644086365604,11.3498296049239,11.2926498034217,144.099664187364,308.898119312722,132.360328408042,170.363788829113,,,,,
3979,HD 183263 b,HD 183263,0,1.486,,1155.263,0.3728,,,5867,1.29,1.06,0.25,4.24,,12.9086748830736,9.8813249023075,13.1379524210806,13.0717641576676,166.80202239917,357.563852124371,153.213198576043,197.203960748529,,,,,
3981,HD 183263 b,HD 183263,0,1.51,,1166.39,0.3567,,,5867,1.29,1.06,0.25,4.24,,12.805678490886,9.80248328423355,13.0331266576028,12.9674665004748,165.471133932899,354.710903461621,151.990733308941,195.630499749147,,,,,
3983,HIP 56640 b,HIP 56640,0,3.73,,1166.43025,0.12,,,4769,4.93,1.04,1.05,2.91,,11.664039299488,8.92858198347318,11.8712102320606,11.8114037443609,150.719214955915,323.08806760047,138.440605684052,178.189842801111,,,,,
3989,HD 195019 b,HD 195019,0,0.1388,,1175.92,0.014,,,5750,1.48,1.03,0.333,4.11,,45.3756010395553,34.7340885544533,46.1815401608183,45.9488801657893,586.329897493981,1256.88150388205,538.56348816226,693.196499826538,,,,,
4013,HD 183263 b,HD 183263,0,1.525,,1214.1,0.363,,,5867,1.29,1.06,0.25,4.24,,12.7425441120894,9.75415521686448,12.9688709170037,12.9035344766734,164.655330439389,352.962112676473,151.241390699947,194.666004967858,,,,,
4014,HD 40979 b,HD 40979,0,0.855,,1217.2,0.269,,,6139,1.24,1.16,0.291,4.32,,17.6764990914748,13.5309961897976,17.9904603794448,17.8998254545836,228.410415794207,489.630203291303,209.80255448083,270.041322179198,,,,,
4022,HD 55696 b,HD 55696,0,3.18,,1230.0021,0.705,,,6012,1.52,1.29,0.43,,,10.1055421833497,7.73558452220281,10.2850318562256,10.2332164457345,130.58078299215,279.91847525898,119.942786946036,154.3809075772,,,,,
4025,HIP 67851 c,HIP 67851,0,2.96,,1233.13,0.2,,,4805,5.87,1.3,1.207,3.04,,13.5577314552305,10.3781643476846,13.7985372170279,13.7290209646651,175.188936615221,375.542395258286,160.916857888692,207.119504205823,,,,,
4034,HD 76920 b,HD 76920,0,1.149,,1249.0719,0.856,,,4698,7.47,1.17,1.38,2.94,,22.5017255122397,17.2246076892472,22.9013901000526,22.7860141881995,290.760543348574,623.286567093858,267.073217850655,343.755608912921,,,,,
4045,GJ 504 b,GJ 504,0,43.5,,1271.3,,,510,6234,,1.22,0.332,4.6,,2.56121453515233,1.96055700492835,2.6067055687593,2.59357313310302,33.0952454943102,70.9443644371917,30.3990823786792,39.1273043309059,,,,,
4049,HD 96127 b,HD 96127,0,1.4,,1271.32,0.3,,,4152,35,0.91,2.86,2.06,,24.4587104534364,18.7226393778633,24.8931340458178,24.7677238402857,316.048115384674,677.494073322184,290.300692794581,373.652185054539,,,,,
4054,HD 169830 c,HD 169830,0,3.6,,1283.98,0.33,,,6299,,1.4,0.662,4.1,,10.5796015691601,8.0984672236893,10.7675112518226,10.7132651373448,136.706436090298,293.049683664292,125.569402804975,161.623044307624,,,,,
4069,HD 24040 b,HD 24040,0,4.637,,1303.05,0.047,,,5761,1.38,1.03,0.276,4.17,,7.49056863836961,5.73387610186223,7.6236124365312,7.58520510699196,96.7908797082002,207.485013078252,88.9056383117102,114.4323346219,,,,,
4072,omi UMa b,omi UMa,0,3.9,,1303.103,0.13,,,5242,14.1,3.09,2.14,,,13.6294146766617,10.4330363781154,13.8714936406023,13.8016098378918,176.115205687385,377.527984718073,161.767666801241,208.214598420643,,,,,
4076,ups And d,ups And,0,2.53,,1312.6379,0.267,,,6105.51,1.64,1.15,0.525,4.07,,11.9092834148333,9.11631130550322,12.1208102528328,12.0597462943041,153.888185806263,329.881207205269,141.351410680254,181.936401710869,,,,,
4087,BD+20 274 b,BD+20 274,0,1.3,,1334.886,0.21,,,4296,17.3,0.8,1.96,1.99,,23.0939598832395,17.6779509093043,23.5041434468369,23.3857308976136,298.413218136022,639.691163613118,274.102453857406,352.803087814547,,,,,
4089,HD 11506 b,HD 11506,0,2.708,,1338.01,0.37,,,6055,1.33,1.24,0.328,4.3,,10.2341127259447,7.83400262597833,10.4158860055992,10.3634113592828,132.242132954099,283.479815125108,121.46879207453,156.345061176618,,,,,
4100,17 Sco b,17 Sco,0,1.45,,1373.01872,0.06,,,4157,25.92,1.22,2.254,1.7,,22.6443856273777,17.3338110707753,23.046584074031,22.9304766831249,292.603954538046,627.238181087958,268.766452264528,345.935006875987,,,,,
4102,tau Boo b,tau Boo,0,0.049,,1373.0256,0.011,,,6466.27,1.43,1.32,0.505,4.25,,84.7482755323672,64.8730604055775,86.2535327443117,85.8189923104144,1095.09177988337,2347.48493820889,1005.87817771626,1294.68715828492,,,,,
4107,HD 111591 b,HD 111591,0,2.5,,1398.452,0.26,,,4884,8.03,1.94,1.581,3.1,,15.7822539954168,12.0809905611567,16.0625706331077,15.9816483080697,203.933549206104,437.160559462691,187.319739421742,241.10321358519,,,,,
4122,HD 120084 b,HD 120084,0,4.3,,1430.2,0.66,,,4892,9.12,2.39,1.64,2.71,,12.1445883764776,9.29643240996932,12.3602945855416,12.2980241184498,156.92872589565,336.399037212737,144.144247756167,185.531121605852,,,,,
4124,HD 75784 c,HD 75784,0,5.22,,1430.235,0.266,,,4867,3.4,1.26,0.77,,,9.12417266366943,6.98436635604557,9.28623173352944,9.23944822173149,117.899820609387,252.73502932105,108.29490174812,139.388667243329,,,,,
4125,HD 95086 b,HD 95086,0,,,1430.235,,,916,7595,1.49,1.77,0.821,4.34,,,,,,,,,,,,,,
4128,HD 217107 c,HD 217107,0,6.074,,1434.306,0.3848,,,5575,1.2,0.98,0.098,4.27,,5.05213783289785,3.86730751454301,5.14187142170466,5.11596696344606,65.2822087162262,139.941696677397,59.9638773179026,77.1807795857759,,,,,
4131,gam Lib c,gam Lib,0,2.17,,1455.6614,0.057,,,4822,11.1,1.47,1.85,2.47,,17.6185081043257,13.4866052828598,17.9314393848874,17.8411018044684,227.661073663817,488.023881887956,209.114258841643,269.155402248833,,,,,
4133,Kepler-1708 b,Kepler-1708,0,1.64,9.96,1462.01067,0.4,0.56,,6157,1.12,1.09,0.182,4.37,,11.3501601215041,8.68831393382274,11.5517560864049,11.4935589906761,146.663362426439,314.393771013242,134.715170404217,173.394755957915,,,,,
4143,HD 154672 b,HD 154672,0,0.59,,1503.3359,0.6,,,5655,1.44,1.08,0.281,4.15,,21.0938881835013,16.1469371939508,21.4685474567043,21.3603901252865,272.568891938208,584.290175675845,250.363581721108,322.248281489182,,,,,
4145,HD 11506 b,HD 11506,0,2.48,,1506.45,0.3,,,6058,1.38,1.19,0.36,4.32,,10.9460102416366,8.37894552007207,11.1404278950312,11.0843030475347,141.441058981282,303.199021033868,129.918311209953,167.220616647115,,,,,
4146,HD 16175 b,HD 16175,0,2.148,,1516.0491,0.637,,,6022,,1.34,0.508,4.21,,12.8190208801116,9.81269660853721,13.0467060277874,12.9809774585582,165.643540281856,355.080480984586,152.149094267631,195.83432950123,,,,,
4147,14 And b,14 And,0,0.83,,1525.5,0,,,4813,11,2.2,1.763,2.63,,28.1468693510215,21.5458490944673,28.6468002088253,28.5024792448433,363.705397686621,779.654234191718,334.075489717901,429.995655554939,,,,,
4149,HD 11506 b,HD 11506,0,2.9,,1535.1189,0.3743,,,6030,1.34,1.24,0.33,,,9.90456830559549,7.58174315576091,10.0804883792435,10.0297034472547,127.98385886458,274.351599142175,117.557425867546,151.310658689601,,,,,
