pl_name,hostname,default_flag,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_teff,st_rad,st_met,st_metratio,st_lum,st_age,sy_dist
BD-08 2823 b,BD-08 2823,1,1,2,Published Confirmed,0,5.6,0.06,,,12.7132,Msini,0.15,,4816,0.71,-0.06,[Fe/H],,,41.3342
BD-08 2823 b,BD-08 2823,0,1,2,Published Confirmed,0,5.6,0.056,,,14.4,Msini,0.15,,4746,,-0.07,[Fe/H],,4.5,41.3342
BD-08 2823 c,BD-08 2823,1,1,2,Published Confirmed,0,237.6,0.68,,,104,Msini,0.19,,4746,,-0.07,[Fe/H],,4.5,41.3342
BD-10 3166 b,BD-10 3166,0,1,1,Published Confirmed,0,3.487,0.046,,,152.55,Msini,0.05,,5400,,0.5,[Fe/H],,,84.4069
BD-10 3166 b,BD-10 3166,1,1,1,Published Confirmed,0,3.48777,0.04,,,187.5197,Msini,0.02,,5393,0.91,0.38,[Fe/H],,,84.4069
BD-10 3166 b,BD-10 3166,0,1,1,Published Confirmed,0,3.487905,0.045,,,142.70495,Msini,0.022,,5382.64,0.97,0.37,[Fe/H],,,84.4069
BD-10 3166 b,BD-10 3166,0,1,1,Published Confirmed,0,3.48777,0.0452,,,145.56,Msini,0.019,,5393,,0.382,[Fe/H],,,84.4069
BD-11 4672 b,BD-11 4672,1,1,2,Published Confirmed,0,1634,2.36,,,206.5895,Msini,0.05,,4550,0.64,-0.35,[Fe/H],-0.804,7.4,27.1665
BD-11 4672 b,BD-11 4672,0,1,2,Published Confirmed,0,1667,2.28,,,168.44,Msini,0.05,,4475,0.52,-0.48,[Fe/H],,4.4,27.1665
BD-11 4672 c,BD-11 4672,1,1,2,Published Confirmed,0,74.2,0.3,,,15.37,Msini,0.4,,4550,0.64,-0.35,[Fe/H],-0.804,7.4,27.1665
BD-13 2130 b,BD-13 2130,0,1,1,Published Confirmed,0,714.3,2.1,,,3368.998,Msini,0.21,,,,,,,0.74,925.214
BD-13 2130 b,BD-13 2130,1,1,1,Published Confirmed,0,714.29999,1.66,,,3108.3774,Msini,0.21,,4545,19.17,-0.08,[Fe/H],,,925.214
BD-17 63 b,BD-17 63,1,1,1,Published Confirmed,0,655.6,1.34,,,1620.9,Msini,0.54,,4714,0.69,-0.03,[Fe/H],-0.678,4.3,34.4603
BD-17 63 b,BD-17 63,0,1,1,Published Confirmed,0,655.59998,1.34,,,905.8155,Msini,0.54,,4665,0.74,0.01,[Fe/H],,,34.4603
CD Cet b,CD Cet,1,1,1,Published Confirmed,0,2.2907,0.0185,,,3.95,Msini,,464,3130,0.17,0.13,[Fe/H],-2.533,3,8.60715
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Published Confirmed,0,10037.5,2.6,,3337.1,3337.1,Mass,,370,580.5,,,,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Published Confirmed,0,8040000,200,20.849,2479.06157,2479.06157,Mass,,1800,2320,0.24,,,-2.85,0.003,
CHXR 73 b,CHXR 73,1,1,1,Published Confirmed,0,,210,,3994.486,3994.486,Mass,,,,,,,,0.002,190.374
CI Tau b,CI Tau,1,1,1,Published Confirmed,0,8.9891,,,3686.828,3686.828,Mass,0.25,,,,,,-0.108,0.003,157.998
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Published Confirmed,0,402000000,7506,12.442,2002.31896,2002.31896,Mass,,434,3406,0.39,0,[Fe/H],-1.732,0.475,10.8864
CT Cha b,CT Cha,1,1,1,Published Confirmed,0,,440,24.66,5403,5403,Mass,,2600,,,,,,0.002,190.72
CoRoT-1 b,CoRoT-1,1,1,1,Published Confirmed,0,1.5089557,,16.7,327.35,327.35,Mass,0,1898,5950,1.11,-0.3,[M/H],,,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Published Confirmed,0,1.50897655,0.0259,15.917,340.0781,340.0781,Mass,0.071,1834,5950,,-0.3,[Fe/H],,,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Published Confirmed,0,1.5089686,0.02536,17.385,327.3649,327.3649,Mass,,1915,5950,1.13,-0.3,[Fe/H],,7.8,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Published Confirmed,0,1.5089682,0.02752,19.223,390.9309,390.9309,Mass,0.036,,6298,1.23,0.06,,,1.6,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Published Confirmed,0,1.5089557,0.0261,16.589,359.1479,359.1479,Mass,0,,5950,1.14,,,,,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Published Confirmed,0,1.50896877,,,,,,,,,,,,,,787.909
CoRoT-1 b,CoRoT-1,0,1,1,TESS Project Candidate,0,1.5089635,,20.594,,,,,2036,5950,1.29,,,,,787.909
CoRoT-10 b,CoRoT-10,0,1,1,Published Confirmed,0,13.2406,0.106,10.548,883.5674,883.5674,Mass,,647,5075,0.74,0.26,[Fe/H],,0.1,338.386
CoRoT-10 b,CoRoT-10,0,1,1,Published Confirmed,0,13.2406,0.1055,10.873,867.6759,867.6759,Mass,0.524,,5075,0.79,0.26,,,3,338.386
CoRoT-10 b,CoRoT-10,1,1,1,Published Confirmed,0,13.2406,0.1055,10.87,874,874,Mass,0.53,600,5075,0.79,0.26,[Fe/H],,3,338.386
CoRoT-11 b,CoRoT-11,0,1,1,Published Confirmed,0,2.99433,0.044,15.984,743.7222,743.7222,Mass,,1735,6440,1.37,-0.03,[Fe/H],,2,655.037
CoRoT-11 b,CoRoT-11,0,1,1,Published Confirmed,0,2.994325,0.04351,15.581,791.3967,791.3967,Mass,0,1715,,1.33,,,,2,655.037
CoRoT-11 b,CoRoT-11,0,1,1,Published Confirmed,0,,,,,,,,,6343,1.36,0.04,[Fe/H],,,655.037
CoRoT-11 b,CoRoT-11,0,1,1,Published Confirmed,0,2.994325,0.04407,16.029,832.7146,832.7146,Mass,0.36,,6440,1.37,-0.03,[Fe/H],,2,655.037
CoRoT-11 b,CoRoT-11,1,1,1,Published Confirmed,0,2.99433,0.0436,16.03,740.51,740.51,Mass,0,1657,6440,1.37,-0.03,[Fe/H],,2,655.037
CoRoT-12 b,CoRoT-12,1,1,1,Published Confirmed,0,2.828042,0.04016,16.14,291.438,291.438,Mass,0.07,1442,5675,1.12,0.16,[Fe/H],,6.3,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Published Confirmed,0,2.828041,,,,,,,,5675,1.12,0.16,[Fe/H],,6.3,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Published Confirmed,0,2.828042,0.04013,16.141,290.81445,290.81445,Mass,0.05,,5675,1.12,0.16,,,6.3,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,TESS Project Candidate,0,2.82803915,,17.76,,,,,1293,5675,1.04,,,,,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Published Confirmed,0,2.828042,0.0394,15.132,281.91521,281.91521,Mass,,1410,5675,1.05,0.16,[Fe/H],,5.8,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Published Confirmed,0,2.82805268,0.0392,15.065,277.46559,277.46559,Mass,,1417,,1.05,,,0.07,6.17,1126.37
CoRoT-13 b,CoRoT-13,1,1,1,Published Confirmed,0,4.03519,0.051,9.92,415.704,415.704,Mass,0,1700,5945,1.01,0.01,[Fe/H],,1.635,1148.93
CoRoT-13 b,CoRoT-13,0,1,1,Published Confirmed,0,4.03515,,,,,,,,5945,1.01,0.01,[Fe/H],,1.635,1148.93
CoRoT-13 b,CoRoT-13,0,1,1,TESS Project Candidate,0,4.03504444,,12.533,,,,,1233,5945,1.14,,,,,1148.93
CoRoT-13 b,CoRoT-13,0,1,1,Published Confirmed,0,4.03519,0.051,14.034,416.99296,416.99296,Mass,,1432,5945,1.27,0.01,[Fe/H],,5.8,1148.93
CoRoT-13 b,CoRoT-13,0,1,1,Published Confirmed,0,4.03519,0.05107,9.92,423.03173,423.03173,Mass,0.067,,5945,1.01,0.01,,,1.6,1148.93
CoRoT-14 b,CoRoT-14,1,1,1,Published Confirmed,0,1.51214,0.027,12.22,2415.4,2415.4,Mass,0,1952,6035,1.21,0.05,[Fe/H],,4.2,1744.6
CoRoT-14 b,CoRoT-14,0,1,1,Published Confirmed,0,1.51214,0.02687,11.411,2437.7561,2437.7561,Mass,,1936,6035,1.19,0.05,[Fe/H],,3.7,1744.6
CoRoT-14 b,CoRoT-14,0,1,1,Published Confirmed,0,1.51214,0.02691,12.218,2358.2986,2358.2986,Mass,0.036,,6040,1.21,0.05,,,4.2,1744.6
CoRoT-16 b,CoRoT-16,1,1,1,Published Confirmed,0,5.35227,0.0618,13.11,170.032,170.032,Mass,0.33,,5650,1.19,0.19,[M/H],,6.73,732.409
CoRoT-16 b,CoRoT-16,0,1,1,Published Confirmed,0,5.35227,0.0618,13.115,168.13207,168.13207,Mass,0.37,,5650,1.19,0.19,,,6.7,732.409
CoRoT-17 b,CoRoT-17,0,1,1,Published Confirmed,0,3.7681,0.0481,11.433,765.9703,765.9703,Mass,0.081,,5740,1.59,0,,,10.7,1176.12
CoRoT-17 b,CoRoT-17,0,1,1,Published Confirmed,0,3.7681,0.0481,11.287,781.8618,781.8618,Mass,,1610,5740,1.62,0,[Fe/H],,8,1176.12
CoRoT-17 b,CoRoT-17,1,1,1,Published Confirmed,0,3.7681,0.0461,11.43,772.29,772.29,Mass,0,1626,5740,1.59,0,[Fe/H],,10.7,1176.12
CoRoT-18 b,CoRoT-18,0,1,1,TESS Project Candidate,0,1.90008625,,15.05,,,,,1366,5440,0.93,,,,,764.889
CoRoT-18 b,CoRoT-18,0,1,1,Published Confirmed,0,1.9000693,0.0295,14.684,1099.6918,1099.6918,Mass,0.025,,5440,1,-0.1,[Fe/H],,0.6,764.889
CoRoT-18 b,CoRoT-18,1,1,1,Published Confirmed,0,1.9000693,0.0295,14.68,1102.82,1102.82,Mass,0.08,1550,5440,1,-0.1,[Fe/H],,,764.889
CoRoT-18 b,CoRoT-18,0,1,1,Published Confirmed,0,1.90009,0.0288,12.846,1048.839,1048.839,Mass,,1487,,0.88,,,-0.17,0.032,764.889
CoRoT-18 b,CoRoT-18,0,1,1,Published Confirmed,0,1.9000693,0.0286,14.022,1039.3041,1039.3041,Mass,,1490,5440,0.92,-0.1,[Fe/H],,,764.889
CoRoT-18 b,CoRoT-18,0,1,1,Published Confirmed,0,1.9000769,,,,,,,,5440,1,-0.1,[Fe/H],,,764.889
CoRoT-19 b,CoRoT-19,0,1,1,TESS Project Candidate,0,3.89712026,,13.493,,,,,1470,6090,1.64,,,,,790.663
CoRoT-19 b,CoRoT-19,1,1,1,Published Confirmed,0,3.89713,0.0518,14.46,352.78,352.78,Mass,0.047,2000,6090,1.65,-0.02,[Fe/H],0.544,5,790.663
CoRoT-19 b,CoRoT-19,0,1,1,Published Confirmed,0,3.89713,0.0512,13.339,346.4347,346.4347,Mass,,1630,6090,1.58,-0.02,[Fe/H],,4.9,790.663
CoRoT-19 b,CoRoT-19,0,1,1,Published Confirmed,0,3.89713,0.05166,14.46,367.09365,367.09365,Mass,0.056,,6090,1.65,-0.02,[Fe/H],,5,790.663
CoRoT-19 b,CoRoT-19,0,1,1,Published Confirmed,0,3.897131,,,,,,,,6090,1.65,-0.02,[Fe/H],0.544,5,790.663
CoRoT-2 b,CoRoT-2,1,2,1,Published Confirmed,0,1.7429935,0.02798,16.432,1102.82,1102.82,Mass,0.0143,,5625,0.91,,,,2.7,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.7429975,,15.85,1052.0173,1052.0173,Mass,0,1535,5625,0.9,0,[Fe/H],,,213.283
CoRoT-2 b,CoRoT-2,0,2,1,TESS Project Candidate,0,1.74301433,,16.923,,,,,1410,5529,0.94,,,,,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.74299609,,16.533,,,,,,5575,,-0.04,[Fe/H],,,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.7429935,0.02835,16.365,1134.6531,1134.6531,Mass,,1521,5598,0.9,0.04,[Fe/H],,1.2,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.74299673,,,,,,,,5529,0.94,-0.04,[M/H],-0.131,,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.7429964,0.0281,16.421,1051.973,1051.973,Mass,0,,,,,,,,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.74299906,,,,,,,,,,,,,,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.742997,,,,,,,,5696,,0.03,[Fe/H],,0.12,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.7429935,0.02854,16.477,1150.5446,1150.5446,Mass,,1548,5696,0.91,0.03,[Fe/H],,0.6,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Published Confirmed,0,1.74299673,0.0281,16.432,1048.839,1048.839,Mass,0.024,,5625,0.9,0,,,2.7,213.283
CoRoT-20 b,CoRoT-20,0,1,2,Published Confirmed,0,9.24285,0.0901,9.416,1344.4209,1344.4209,Mass,0.575,,5880,1.02,0.14,,,0.1,844.061
CoRoT-20 b,CoRoT-20,0,1,2,TESS Project Candidate,0,9.24323029,,15.397,,,,,935,5880,1.3,,,,,844.061
CoRoT-20 b,CoRoT-20,1,1,2,Published Confirmed,0,9.24285,0.09,,1366.669,1366.669,Mass,0.59,,,,,,,,844.061
CoRoT-20 b,CoRoT-20,0,1,2,Published Confirmed,0,9.24318,0.0891,11.209,1315.8162,1315.8162,Mass,,1024,,1.16,,,0.17,4,844.061
CoRoT-20 b,CoRoT-20,0,1,2,Published Confirmed,0,9.24285,0.0892,13.002,1608.2198,1608.2198,Mass,,1100,5880,1.34,0.14,[Fe/H],,5.9,844.061
CoRoT-20 b,CoRoT-20,0,1,2,Published Confirmed,0,9.24285,0.0902,9.42,1347.54,1347.54,Mass,0.562,1002,5880,1.02,0.14,[Fe/H],,0.1,844.061
CoRoT-20 c,CoRoT-20,1,1,2,Published Confirmed,0,1675,2.9,,,5403.11,Msini,0.6,,,,,,,,844.061
CoRoT-21 b,CoRoT-21,0,1,1,Published Confirmed,0,2.72474,0.0416,14.572,705.5826,705.5826,Mass,0.39,,6200,1.95,0,,,4.1,
CoRoT-21 b,CoRoT-21,1,1,1,Published Confirmed,0,2.72474,0.0417,14.572,718.2958,718.2958,Mass,0,,6200,1.95,0,[Fe/H],,4.1,
CoRoT-22 b,CoRoT-22,1,1,1,Published Confirmed,0,9.75598,0.092,4.88,12.2,12.2,Mass,0.077,885,5939,1.14,0.17,[Fe/H],,3.3,627.158
CoRoT-23 b,CoRoT-23,1,1,1,Published Confirmed,0,3.6313,0.048,11.77,889.9,889.9,Mass,0.16,1660,5900,1.61,0.05,[Fe/H],,7.2,1060.97
CoRoT-23 b,CoRoT-23,0,1,1,Published Confirmed,0,3.6313,0.04809,13.227,972.5598,972.5598,Mass,,1710,5900,1.74,0.05,[Fe/H],,5.4,1060.97
CoRoT-23 b,CoRoT-23,0,1,1,Published Confirmed,0,3.6313,0.0484,11.769,982.0947,982.0947,Mass,0.16,,5900,1.61,0.05,,,7.2,1060.97
CoRoT-24 b,CoRoT-24,1,1,2,Published Confirmed,0,5.1134,0.056,3.7,5.7,5.7,Mass,0,1070,4950,0.86,0.3,[Fe/H],,11,591.555
CoRoT-24 c,CoRoT-24,1,1,2,Published Confirmed,0,11.759,0.098,5,28,28,Mass,0,850,4950,0.86,0.3,[Fe/H],,11,591.555
CoRoT-25 b,CoRoT-25,1,1,1,Published Confirmed,0,4.86069,0.0578,12.11,85.81,85.81,Mass,0,1330,6040,1.19,-0.01,[Fe/H],,4.5,1103.48
CoRoT-25 b,CoRoT-25,0,1,1,Published Confirmed,0,4.86069,0.05789,12.106,93.12419,93.12419,Mass,0.22,,6040,1.19,-0.01,[Fe/H],,4.5,1103.48
CoRoT-26 b,CoRoT-26,0,1,1,Published Confirmed,0,4.20474,0.0525,14.123,184.3414,184.3414,Mass,0.41,,5590,1.79,0.01,,,8.6,1045.18
CoRoT-26 b,CoRoT-26,1,1,1,Published Confirmed,0,4.20474,0.0526,14.12,165.26,165.26,Mass,0,1600,5590,1.79,0.01,[Fe/H],,8.6,1045.18
CoRoT-27 b,CoRoT-27,1,1,1,Published Confirmed,0,3.57532,0.0476,11.287,3302.11,3302.11,Mass,0.065,1500,5900,1.08,-0.1,[M/H],,4.21,1010.28
CoRoT-27 b,CoRoT-27,0,1,1,Published Confirmed,0,3.57532,0.0467,11.287,3273.649,3273.649,Mass,0.034,,5900,1.08,-0.1,[Fe/H],,4.2,1010.28
CoRoT-28 b,CoRoT-28,1,1,1,Published Confirmed,0,5.20851,0.0603,10.705,153.82972,153.82972,Mass,0.047,,5150,1.78,0.15,[Fe/H],,12,766.183
CoRoT-28 b,CoRoT-28,0,1,1,Published Confirmed,0,5.20851,0.059,10.705,152.87623,152.87623,Mass,0.071,,5150,1.78,0.15,,,12,766.183
CoRoT-29 b,CoRoT-29,0,1,1,Published Confirmed,0,2.85057,0.039,10.088,266.9772,266.9772,Mass,0.12,,5260,0.9,0.2,,,4,806.507
CoRoT-29 b,CoRoT-29,1,1,1,Published Confirmed,0,2.85057,0.0386,10.088,270.1555,270.1555,Mass,0.082,,5260,0.9,0.2,[Fe/H],,4.5,806.507
CoRoT-29 b,CoRoT-29,0,1,1,Published Confirmed,0,2.8505615,,,,,,,,5268,1.08,,,-0.094,,806.507
CoRoT-3 b,CoRoT-3,0,1,1,Published Confirmed,0,4.2567994,0.0574,11.321,6814.2752,6814.2752,Mass,0.016,,6740,1.56,-0.02,[Fe/H],,2.2,768.771
CoRoT-3 b,CoRoT-3,0,1,1,Published Confirmed,0,,,,,,,,,6558,1.44,0.14,[Fe/H],,,768.771
CoRoT-3 b,CoRoT-3,0,1,1,Published Confirmed,0,4.2567994,0.05783,11.624,6979.5468,6979.5468,Mass,,1695,6740,1.57,-0.02,[Fe/H],,1.5,768.771
CoRoT-3 b,CoRoT-3,0,1,1,Published Confirmed,0,4.2567994,0.05694,11.135,6747.5309,6747.5309,Mass,0.008,,,1.54,,,,,768.771
CoRoT-3 b,CoRoT-3,1,1,1,Published Confirmed,0,4.2568,,11.32,6883.91,6883.91,Mass,0,,6740,1.56,,,,2.2,768.771
CoRoT-30 b,CoRoT-30,1,1,1,Published Confirmed,0,9.06005,0.0844,11.31,921.707,921.707,Mass,0.007,,5650,0.91,0.02,[Fe/H],,3,1032.23
CoRoT-31 b,CoRoT-31,1,1,1,Published Confirmed,0,4.62941,0.0586,16.365,266.9772,266.9772,Mass,0.02,,5700,2.15,0,[Fe/H],,4.7,2005.76
CoRoT-35 b,CoRoT-35,1,1,1,Published Confirmed,0,3.22748,0.0429,18.831,349.61125,349.61125,Mass,0,1747,6390,1.65,-0.5,[Fe/H],,6.1,1123.21
CoRoT-36 b,CoRoT-36,1,1,1,Published Confirmed,0,5.616531,0.066,15.805,216.12332,216.12332,Mass,0,1567,6730,1.52,-0.1,[Fe/H],,2.1,925.958
CoRoT-4 b,CoRoT-4,0,1,1,Published Confirmed,0,9.20205,0.09025,13.339,223.43449,223.43449,Mass,0.14,,6190,1.17,0.05,,,1,726.412
CoRoT-4 b,CoRoT-4,0,1,1,Published Confirmed,0,9.20205,0.0912,13.002,232.33373,232.33373,Mass,,1058,6190,1.15,0.05,[Fe/H],,0.8,726.412
CoRoT-4 b,CoRoT-4,1,1,1,Published Confirmed,0,9.20205,0.09,13.34,228.83,228.83,Mass,0,1074,6190,1.17,,,,1,726.412
CoRoT-4 b,CoRoT-4,0,1,1,TESS Project Candidate,0,9.20164964,,13.437,,,,,964,6190,1.12,,,,,726.412
CoRoT-5 b,CoRoT-5,0,1,1,Published Confirmed,0,4.0379156,,,,,,,,,,,,,,882.472
CoRoT-5 b,CoRoT-5,1,1,1,Published Confirmed,0,4.0378962,0.04947,15.558,148.42,148.42,Mass,0.09,1438,6100,1.19,-0.25,[M/H],,6.9,882.472
CoRoT-5 b,CoRoT-5,0,1,1,Published Confirmed,0,4.0378962,0.05004,13.249,149.3801,149.3801,Mass,,1348,6100,1.05,-0.25,[Fe/H],,3.9,882.472
CoRoT-5 b,CoRoT-5,0,1,1,Published Confirmed,0,4.0378962,0.04963,15.558,151.92274,151.92274,Mass,0.087,,6100,1.19,-0.25,[Fe/H],,6.9,882.472
CoRoT-5 b,CoRoT-5,0,1,1,Published Confirmed,0,4.0379156,0.0495,14.079,145.88397,145.88397,Mass,,1397,,1.11,,,0.18,6.31,882.472
CoRoT-5 b,CoRoT-5,0,1,1,TESS Project Candidate,0,4.03790124,,18.383,,,,,1351,6100,1.27,,,,,882.472
CoRoT-6 b,CoRoT-6,0,1,1,Published Confirmed,0,8.8866287,,,,,,,,,,,,,,645.294
CoRoT-6 b,CoRoT-6,1,1,1,Published Confirmed,0,8.886593,0.0855,13.068,940.74,940.74,Mass,0.1,1017,6090,1.02,-0.2,[Fe/H],,,645.294
CoRoT-6 b,CoRoT-6,0,1,1,Published Confirmed,0,8.886593,0.0854,13.07,937.5985,937.5985,Mass,0.18,,6090,1.02,-0.2,[Fe/H],,2.5,645.294
CoRoT-6 b,CoRoT-6,0,1,1,Published Confirmed,0,8.886593,0.0855,13.283,940.7768,940.7768,Mass,,1025,6090,1.04,-0.2,[Fe/H],,2.5,645.294
CoRoT-7 b,CoRoT-7,1,1,3,Published Confirmed,0,0.85359163,,1.681,4.07661,4.07661,Mass,0,,5275,0.83,0.05,[Fe/H],,,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.854,,1.58,4.6,4.6,Mass,,,5313,0.84,0.03,[Fe/H],,,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.853585,0.0169,1.861,6.99226,6.99226,Mass,,1910,5250,0.96,0.12,[Fe/H],,,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.85359159,0.017016,1.585,5.74,5.74,Mass,0,1756,5259,0.82,0.138,[Fe/H],,1.32,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.853585,0.017,,4.8,4.8,Mass,0,,5256,0.86,0.06,[M/H],-0.289,,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.85359165,0.017,,4.73,4.73,Mass,0.12,,5256,0.86,0.06,[M/H],-0.289,,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.853585,0.0172,1.68,21,21,Mass,,,5275,0.87,0.03,[M/H],,1.75,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Published Confirmed,0,0.8535,,1.528,6.056,6.056,Mass,,,5250,,,,,1.8,159.906
CoRoT-7 c,CoRoT-7,0,1,3,Published Confirmed,0,3.697,,,13.289,13.289,Mass,,,5250,,,,,1.8,159.906
CoRoT-7 c,CoRoT-7,1,1,3,Published Confirmed,0,3.698,0.046,,8.4,8.4,Mass,0,,5256,0.86,0.06,[M/H],-0.289,,159.906
CoRoT-7 c,CoRoT-7,0,1,3,Published Confirmed,0,3.7,0.045,,13.56,13.56,Mass,0.12,,5256,0.86,0.06,[M/H],-0.289,,159.906
CoRoT-7 d,CoRoT-7,1,1,3,Published Confirmed,0,8.966,,,17.142,17.142,Mass,,,5250,,,,,1.8,159.906
CoRoT-8 b,CoRoT-8,0,1,1,Published Confirmed,0,6.212445,0.0636,6.938,69.28694,69.28694,Mass,,870,,0.8,,,-0.4,1.7,322.037
CoRoT-8 b,CoRoT-8,1,1,1,Published Confirmed,0,6.21229,0.063,6.39,69.92,69.92,Mass,0,,5080,0.77,0.3,[M/H],,3,322.037
CoRoT-8 b,CoRoT-8,0,1,1,Published Confirmed,0,6.21229,0.0633,7.981,68.65128,68.65128,Mass,,922,5080,0.9,0.31,[Fe/H],,,322.037
CoRoT-8 b,CoRoT-8,0,1,1,Published Confirmed,0,6.212381,0.06339,6.389,69.28694,69.28694,Mass,0.19,,5080,0.77,0.3,,,3,322.037
CoRoT-9 b,CoRoT-9,0,2,1,Published Confirmed,0,95.2738,0.407,11.77,266.97,266.97,Mass,0.11,,5625,0.94,-0.01,[M/H],,,412.98
CoRoT-9 b,CoRoT-9,0,2,1,Published Confirmed,0,95.272725,,,,,,,,,,,,,,412.98
CoRoT-9 b,CoRoT-9,0,2,1,Published Confirmed,0,95.272656,0.4029,11.949,268.88418,268.88418,Mass,0.134,,5625,0.96,-0.01,[Fe/H],,6,412.98
CoRoT-9 b,CoRoT-9,1,2,1,Published Confirmed,0,95.272656,0.4021,11.949,266.9772,266.9772,Mass,0.133,420,5625,0.96,-0.01,[Fe/H],,6,412.98
CoRoT-9 b,CoRoT-9,0,2,1,Published Confirmed,0,95.2738,0.4027,11.624,262.52758,262.52758,Mass,,413,5625,0.94,-0.01,[Fe/H],,,412.98
CoRoTID 223977153 b,CoRoTID 223977153,0,1,1,Published Confirmed,0,6.7183678,,,,,,,,5970,0.79,0,[Fe/H],-0.155,,576.683
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Published Confirmed,0,6.71837,0.071,6.389,47.6745,47.6745,Mass,,938,5970,0.79,0,[Fe/H],-0.155,,576.683
DE CVn b,DE CVn,1,2,1,Published Confirmed,0,4098.1,5.75,,,3823.2733,Msin(i)/sin(i),0,,,,,,,,30.5225
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,Published Confirmed,0,246.36,0.36,,9057.77,9057.77,Mass,0.345,,,,,,,1,
DH Tau b,DH Tau,1,1,1,Published Confirmed,0,,330,,3496,3496,Mass,,,,0.27,,,,0.001,134.846
DH Tau b,DH Tau,0,1,1,Published Confirmed,0,,,30.264,3496.13,3496.13,Mass,,2200,4371,1.37,,,-0.212,,134.846
DMPP-1 b,DMPP-1,1,1,4,Published Confirmed,0,18.57,0.1462,,,24.27,Msini,0.083,877,6196,1.26,,,,2.01,62.5388
DMPP-1 c,DMPP-1,1,1,4,Published Confirmed,0,6.584,0.0733,,,9.6,Msini,0.057,1239,6196,1.26,,,,2.01,62.5388
DMPP-1 d,DMPP-1,1,1,4,Published Confirmed,0,2.882,0.0422,,,3.35,Msini,0.07,1632,6196,1.26,,,,2.01,62.5388
DMPP-1 e,DMPP-1,1,1,4,Published Confirmed,0,5.516,0.0651,,,4.13,Msini,0.07,1314,6196,1.26,,,,2.01,62.5388
DMPP-2 b,DMPP-2,1,1,1,Published Confirmed,0,5.2072,0.0664,,,138.89171,Msini,0.078,1000,6500,1.78,,,0.104,2,137.94
DMPP-3 A b,DMPP-3 A,1,2,1,Published Confirmed,0,6.6732,0.0662,,,2.58,Msini,0.14,854,5138,0.91,0.18,[Fe/H],,10.9,45.23
DMPP-3 A b,DMPP-3 A,0,2,1,Published Confirmed,0,6.6736,0.0662,,,2.58,Msini,0,854,,,,,,,45.23
DP Leo b,DP Leo,0,2,1,Published Confirmed,0,8693,8.6,,1995.88832,1995.88832,Mass,,,,,,,,,305.684
DP Leo b,DP Leo,1,2,1,Published Confirmed,0,10220,8.19,,,1922.79,Msini,0.39,,,,,,,,305.684
DS Tuc A b,DS Tuc A,1,2,1,Published Confirmed,0,8.138268,,5.7,,,,0,850,5428,0.96,0,,-0.14,0.045,44.0622
DS Tuc A b,DS Tuc A,0,2,1,Published Confirmed,0,8.1387,,5.63,413.179,413.179,Mass,,,5542,0.87,-0.08,[Fe/H],,0.04,44.0622
DS Tuc A b,DS Tuc A,0,2,1,TESS Project Candidate,0,8.13822434,,6.496,,,,,837,5414,0.95,,,,,44.0622
