pl_name,hostname,default_flag,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_teff,st_rad,st_met,st_metratio,st_lum,st_age,sy_dist
Kepler-244 b,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.31178026,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 b,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,4.31178026,0.0511,3.11,,,,0,1038,5527,0.93,0.16,[Fe/H],,,1036.49
Kepler-244 b,Kepler-244,0,1,3,Kepler Project Candidate (q1_q8_koi),0,4.311802,0.05,2.7,,,,0,983,5553,0.81,,,,0.5,1036.49
Kepler-244 c,Kepler-244,0,1,3,Published Confirmed,0,9.767,,,,,,,,,0.8,,,,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Published Confirmed,0,9.76738077,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Kepler Project Candidate (q1_q8_koi),0,9.767316,0.087,2.6,,,,0,745,5553,0.81,,,,0.5,1036.49
Kepler-244 c,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,9.76734503,0.0881,2.67,,,,0,791,5527,0.93,0.16,[Fe/H],,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Published Confirmed,0,9.76734365,,1.97,,,,,,5273,0.79,-0.17,[Fe/H],,4.79,1036.49
Kepler-244 c,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,9.76734503,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,9.76734365,0.0857,2,,,,0,751,5565,0.8,-0.2,[Fe/H],,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Published Confirmed,0,,,2.533,,,,,,5498,0.88,,,,,1036.49
Kepler-244 c,Kepler-244,1,1,3,Published Confirmed,0,9.767292,0.087,2.05,,,,,,5554,0.8,,,,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Kepler Project Candidate (q1_q12_koi),0,9.76734365,0.0857,2,,,,0,751,5565,0.8,-0.2,[Fe/H],,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Published Confirmed,0,9.76732448,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 c,Kepler-244,0,1,3,Kepler Project Candidate (q1_q16_koi),0,9.76734365,0.0857,2,,,,0,751,5565,0.8,-0.2,[Fe/H],,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,20.05040157,0.1385,2.78,,,,0,591,5565,0.8,-0.2,[Fe/H],,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Published Confirmed,0,20.051,,2.32,15.2,15.2,Mass,,,,0.8,,,,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Published Confirmed,0,20.05053601,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Published Confirmed,0,20.05040157,,2.74,,,,,,5273,0.79,-0.17,[Fe/H],,4.79,1036.49
Kepler-244 d,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,20.0504494,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Kepler Project Candidate (q1_q12_koi),0,20.05040157,0.1385,2.78,,,,0,591,5565,0.8,-0.2,[Fe/H],,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,20.0504494,0.1423,2.69,,,,0,622,5527,0.93,0.16,[Fe/H],,,1036.49
Kepler-244 d,Kepler-244,1,1,3,Published Confirmed,0,20.050401,0.14,2.31,,,,,,5554,0.8,,,,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Published Confirmed,0,20.05018325,,,,,,,,5461,0.83,,,-0.256,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Published Confirmed,0,,,2.549,,,,,,5498,0.88,,,,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Kepler Project Candidate (q1_q16_koi),0,20.05040157,0.1385,2.78,,,,0,591,5565,0.8,-0.2,[Fe/H],,,1036.49
Kepler-244 d,Kepler-244,0,1,3,Kepler Project Candidate (q1_q8_koi),0,20.05043,0.14,2.4,,,,0,587,5553,0.81,,,,0.5,1036.49
Kepler-245 b,Kepler-245,0,1,4,Published Confirmed,0,,,2.587,,,,,,5105,0.79,,,,,861.527
Kepler-245 b,Kepler-245,0,1,4,Published Confirmed,0,7.49017069,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 b,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_koi),0,7.49018305,0.0703,2.56,,,,0,753,5103,0.79,0.04,[Fe/H],,,861.527
Kepler-245 b,Kepler-245,0,1,4,Kepler Project Candidate (q1_q8_koi),0,7.490188,0.069,2.7,,,,0,785,5215,0.8,,,,13.4,861.527
Kepler-245 b,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr24_koi),0,7.49017229,0.0697,2.98,,,,0,821,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 b,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.49018305,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 b,Kepler-245,0,1,4,Published Confirmed,0,7.49017229,,2.71,,,,,,5174,0.8,0.05,[Fe/H],,3.63,861.527
Kepler-245 b,Kepler-245,0,1,4,Kepler Project Candidate (q1_q12_koi),0,7.49017229,0.0697,2.98,,,,0,821,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 b,Kepler-245,0,1,4,Published Confirmed,0,7.49017898,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 b,Kepler-245,1,1,4,Published Confirmed,0,7.49019,0.071,2.57,,,,,,5100,0.8,,,,,861.527
Kepler-245 b,Kepler-245,0,1,4,Kepler Project Candidate (q1_q16_koi),0,7.49017229,0.0697,2.98,,,,0,821,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 c,Kepler-245,0,1,4,Kepler Project Candidate (q1_q8_koi),0,17.46067,0.121,2.6,,,,0,593,5215,0.8,,,,13.4,861.527
Kepler-245 c,Kepler-245,0,1,4,Published Confirmed,0,17.46086986,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 c,Kepler-245,0,1,4,Kepler Project Candidate (q1_q12_koi),0,17.46085263,0.1225,2.53,,,,0,619,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 c,Kepler-245,0,1,4,Published Confirmed,0,17.46082827,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 c,Kepler-245,1,1,4,Published Confirmed,0,17.460812,0.124,2.18,,,,,,5100,0.8,,,,,861.527
Kepler-245 c,Kepler-245,0,1,4,Kepler Project Candidate (q1_q16_koi),0,17.46085263,0.1225,2.53,,,,0,619,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 c,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_koi),0,17.46087931,0.1236,2.32,,,,0,568,5103,0.79,0.04,[Fe/H],,,861.527
Kepler-245 c,Kepler-245,0,1,4,Published Confirmed,0,17.461,,2.38,225.6,225.6,Mass,,,,0.87,,,,,861.527
Kepler-245 c,Kepler-245,0,1,4,Published Confirmed,0,17.46085263,,2.36,,,,,,5174,0.8,0.05,[Fe/H],,3.63,861.527
Kepler-245 c,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr24_koi),0,17.46085263,0.1225,2.53,,,,0,619,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 c,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,17.46087931,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 c,Kepler-245,0,1,4,Published Confirmed,0,,,2.338,,,,,,5105,0.79,,,,,861.527
Kepler-245 d,Kepler-245,0,1,4,Published Confirmed,0,36.27537574,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 d,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,36.2761238,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 d,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr24_koi),0,36.27594657,0.1995,3.5,,,,0,485,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 d,Kepler-245,1,1,4,Published Confirmed,0,36.277108,0.202,3.03,,,,,,5100,0.8,,,,,861.527
Kepler-245 d,Kepler-245,0,1,4,Published Confirmed,0,,,3.058,,,,,,5105,0.79,,,,,861.527
Kepler-245 d,Kepler-245,0,1,4,Published Confirmed,0,36.276,,3.31,21.6,21.6,Mass,,,,0.87,,,,,861.527
Kepler-245 d,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_koi),0,36.2761238,0.2012,3.03,,,,0,445,5103,0.79,0.04,[Fe/H],,,861.527
Kepler-245 d,Kepler-245,0,1,4,Kepler Project Candidate (q1_q12_koi),0,36.27594657,0.1995,3.5,,,,0,485,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 d,Kepler-245,0,1,4,Kepler Project Candidate (q1_q16_koi),0,36.27594657,0.1995,3.5,,,,0,485,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 d,Kepler-245,0,1,4,Kepler Project Candidate (q1_q8_koi),0,36.28011,0.197,3.1,,,,0,465,5215,0.8,,,,13.4,861.527
Kepler-245 d,Kepler-245,0,1,4,Published Confirmed,0,36.27594657,,3.24,,,,,,5174,0.8,0.05,[Fe/H],,3.63,861.527
Kepler-245 e,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_koi),0,3.21981478,0.04,1.69,,,,0,998,5103,0.79,0.04,[Fe/H],,,861.527
Kepler-245 e,Kepler-245,0,1,4,Kepler Project Candidate (q1_q8_koi),0,3.219792,0.039,1.72,,,,0,1044,5215,0.8,,,,13.4,861.527
Kepler-245 e,Kepler-245,0,1,4,Published Confirmed,0,3.2198212,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 e,Kepler-245,0,1,4,Kepler Project Candidate (q1_q16_koi),0,3.21982106,0.0397,1.92,,,,0,1088,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 e,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,3.21981478,,,,,,,,5031,0.83,,,-0.396,,861.527
Kepler-245 e,Kepler-245,1,1,4,Published Confirmed,0,3.21982106,,1.75,,,,,,5174,0.8,0.05,[Fe/H],,3.63,861.527
Kepler-245 e,Kepler-245,0,1,4,Published Confirmed,0,,,1.708,,,,,,5105,0.79,,,,,861.527
Kepler-245 e,Kepler-245,0,1,4,Kepler Project Candidate (q1_q12_koi),0,3.21982106,0.0397,1.92,,,,0,1088,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-245 e,Kepler-245,0,1,4,Kepler Project Candidate (q1_q17_dr24_koi),0,3.21982106,0.0397,1.92,,,,0,1088,5257,0.87,-0.02,[Fe/H],,,861.527
Kepler-246 b,Kepler-246,0,1,2,Published Confirmed,0,4.60181733,,,,,,,,5084,0.8,,,-0.413,,626.078
Kepler-246 b,Kepler-246,0,1,2,Published Confirmed,0,,,2.164,,,,,,5088,0.77,,,,,626.078
Kepler-246 b,Kepler-246,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,4.60181182,0.0501,2.35,,,,0,896,4986,0.83,0.16,[Fe/H],,,626.078
Kepler-246 b,Kepler-246,1,1,2,Published Confirmed,0,4.60182,0.052,2.34,,,,,,5206,0.83,,,,,626.078
Kepler-246 b,Kepler-246,0,1,2,Kepler Project Candidate (q1_q12_koi),0,4.60181686,0.052,2.37,,,,0,906,5202,0.81,0.14,[Fe/H],,,626.078
Kepler-246 b,Kepler-246,0,1,2,Published Confirmed,0,4.60181686,,2.56,,,,,,5434,0.87,0.01,[Fe/H],,4.57,626.078
Kepler-246 b,Kepler-246,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,4.60181686,0.052,2.37,,,,0,906,5202,0.81,0.14,[Fe/H],,,626.078
Kepler-246 b,Kepler-246,0,1,2,Kepler Project Candidate (q1_q8_koi),0,4.601836,0.049,2.2,,,,0,890,5122,0.76,,,,12.6,626.078
Kepler-246 b,Kepler-246,0,1,2,Published Confirmed,0,4.60181322,,,,,,,,5084,0.8,,,-0.413,,626.078
Kepler-246 b,Kepler-246,0,1,2,Kepler Project Candidate (q1_q16_koi),0,4.60181686,0.052,2.37,,,,0,906,5202,0.81,0.14,[Fe/H],,,626.078
Kepler-246 b,Kepler-246,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.60181182,,,,,,,,5084,0.8,,,-0.413,,626.078
Kepler-246 c,Kepler-246,0,1,2,Published Confirmed,0,,,1.43,,,,,,5088,0.77,,,,,626.078
Kepler-246 c,Kepler-246,0,1,2,Kepler Project Candidate (q1_q12_koi),0,11.18714042,0.094,1.56,,,,0,674,5202,0.81,0.14,[Fe/H],,,626.078
Kepler-246 c,Kepler-246,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,11.18719905,0.0907,1.55,,,,0,667,4986,0.83,0.16,[Fe/H],,,626.078
Kepler-246 c,Kepler-246,1,1,2,Published Confirmed,0,11.187161,0.095,1.5,,,,,,5206,0.83,,,,,626.078
Kepler-246 c,Kepler-246,0,1,2,Published Confirmed,0,11.18714042,,1.7,,,,,,5434,0.87,0.01,[Fe/H],,4.57,626.078
Kepler-246 c,Kepler-246,0,1,2,Published Confirmed,0,11.18701801,,,,,,,,5084,0.8,,,-0.413,,626.078
Kepler-246 c,Kepler-246,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,11.18719905,,,,,,,,5084,0.8,,,-0.413,,626.078
Kepler-246 c,Kepler-246,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,11.18714042,0.094,1.56,,,,0,674,5202,0.81,0.14,[Fe/H],,,626.078
Kepler-246 c,Kepler-246,0,1,2,Kepler Project Candidate (q1_q16_koi),0,11.18714042,0.094,1.56,,,,0,674,5202,0.81,0.14,[Fe/H],,,626.078
Kepler-246 c,Kepler-246,0,1,2,Kepler Project Candidate (q1_q8_koi),0,11.18714,0.089,1.46,,,,0,661,5122,0.76,,,,12.6,626.078
Kepler-246 c,Kepler-246,0,1,2,Published Confirmed,0,11.18737033,,,,,,,,5084,0.8,,,-0.413,,626.078
Kepler-247 b,Kepler-247,0,1,3,Published Confirmed,0,3.336157,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 b,Kepler-247,0,1,3,Kepler Project Candidate (q1_q16_koi),0,3.3361251,0.042,1.65,,,,0,975,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 b,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,3.33612311,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 b,Kepler-247,0,1,3,Published Confirmed,0,3.33611851,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 b,Kepler-247,0,1,3,Published Confirmed,0,3.3361251,,1.66,,,,,,5130,0.8,0.05,[Fe/H],,4.27,663.711
Kepler-247 b,Kepler-247,0,1,3,Kepler Project Candidate (q1_q12_koi),0,3.3361251,0.042,1.65,,,,0,975,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 b,Kepler-247,0,1,3,Published Confirmed,0,,,1.784,,,,,,5060,0.8,,,,,663.711
Kepler-247 b,Kepler-247,0,1,3,Kepler Project Candidate (q1_q8_koi),0,3.336205,0.04,1.45,,,,0,910,5010,0.68,,,,0.8,663.711
Kepler-247 b,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,3.33612311,0.0418,1.74,,,,0,970,5097,0.78,0.21,[Fe/H],,,663.711
Kepler-247 b,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,3.3361251,0.042,1.65,,,,0,975,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 b,Kepler-247,1,1,3,Published Confirmed,0,3.33616,0.042,1.64,,,,,,5100,0.77,,,,,663.711
Kepler-247 c,Kepler-247,0,1,3,Kepler Project Candidate (q1_q8_koi),0,9.439451,0.08,3.8,,,,0,643,5010,0.68,,,,0.8,663.711
Kepler-247 c,Kepler-247,1,1,3,Published Confirmed,0,9.439452,0.084,4.09,,,,,,5100,0.77,,,,,663.711
Kepler-247 c,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,9.43945949,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 c,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,9.4394608,0.084,4.34,,,,0,690,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 c,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,9.43945949,0.0837,4.16,,,,0,686,5097,0.78,0.21,[Fe/H],,,663.711
Kepler-247 c,Kepler-247,0,1,3,Published Confirmed,0,9.4394608,,4.35,,,,,,5130,0.8,0.05,[Fe/H],,4.27,663.711
Kepler-247 c,Kepler-247,0,1,3,Published Confirmed,0,,,4.282,,,,,,5060,0.8,,,,,663.711
Kepler-247 c,Kepler-247,0,1,3,Published Confirmed,0,9.43946119,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 c,Kepler-247,0,1,3,Kepler Project Candidate (q1_q16_koi),0,9.4394608,0.084,4.34,,,,0,690,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 c,Kepler-247,0,1,3,Kepler Project Candidate (q1_q12_koi),0,9.4394608,0.084,4.34,,,,0,690,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 c,Kepler-247,0,1,3,Published Confirmed,0,9.43946616,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 d,Kepler-247,0,1,3,Published Confirmed,0,20.48379491,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 d,Kepler-247,0,1,3,Kepler Project Candidate (q1_q16_koi),0,20.47735749,0.1408,5,,,,0,533,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 d,Kepler-247,0,1,3,Kepler Project Candidate (q1_q8_koi),0,20.476536,0.134,3.9,,,,0,497,5010,0.68,,,,0.8,663.711
Kepler-247 d,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,20.47748843,,,,,,,,4929,0.84,,,-0.422,,663.711
Kepler-247 d,Kepler-247,1,1,3,Published Confirmed,0,20.477912,0.14,3.94,,,,,,5100,0.77,,,,,663.711
Kepler-247 d,Kepler-247,0,1,3,Kepler Project Candidate (q1_q12_koi),0,20.47735749,0.1408,5,,,,0,533,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 d,Kepler-247,0,1,3,Published Confirmed,0,20.47735749,,5.07,,,,,,5130,0.8,0.05,[Fe/H],,4.27,663.711
Kepler-247 d,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,20.47748843,0.1402,2.92,,,,0,530,5097,0.78,0.21,[Fe/H],,,663.711
Kepler-247 d,Kepler-247,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,20.47735749,0.1408,5,,,,0,533,5094,0.79,0.21,[Fe/H],,,663.711
Kepler-247 d,Kepler-247,0,1,3,Published Confirmed,0,,,3.007,,,,,,5060,0.8,,,,,663.711
Kepler-248 b,Kepler-248,0,1,2,Kepler Project Candidate (q1_q12_koi),0,6.30820323,0.0654,3.16,,,,0,810,5130,0.84,0.48,[Fe/H],,,738.792
Kepler-248 b,Kepler-248,0,1,2,Published Confirmed,0,,,2.782,,,,,,4973,0.79,,,,,738.792
Kepler-248 b,Kepler-248,0,1,2,Published Confirmed,0,6.30820589,,,,,,,,5175,0.77,0.18,[M/H],-0.418,,738.792
Kepler-248 b,Kepler-248,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,6.30820323,0.0654,3.16,,,,0,810,5130,0.84,0.48,[Fe/H],,,738.792
Kepler-248 b,Kepler-248,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,6.30820163,0.0654,2.96,,,,0,819,5191,0.84,0.34,[Fe/H],,,738.792
Kepler-248 b,Kepler-248,0,1,2,Kepler Project Candidate (q1_q16_koi),0,6.30820323,0.0654,3.16,,,,0,810,5130,0.84,0.48,[Fe/H],,,738.792
Kepler-248 b,Kepler-248,1,1,2,Published Confirmed,0,6.308205,0.066,3.02,,,,,,5190,0.83,,,,,738.792
Kepler-248 b,Kepler-248,0,1,2,Kepler Project Candidate (q1_q8_koi),0,6.308207,0.065,3.22,,,,0,839,5190,0.87,,,,5.2,738.792
Kepler-248 b,Kepler-248,0,1,2,Published Confirmed,0,6.30820323,,3.14,,,,,,5182,0.82,0.2,[Fe/H],,2.34,738.792
Kepler-248 b,Kepler-248,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,6.30820163,,,,,,,,5175,0.77,0.18,[M/H],-0.418,,738.792
Kepler-248 b,Kepler-248,0,1,2,Published Confirmed,0,6.30821006,,,,,,,,5175,0.77,0.18,[M/H],-0.418,,738.792
Kepler-248 c,Kepler-248,0,1,2,Published Confirmed,0,16.23946714,,4.12,,,,,,5182,0.82,0.2,[Fe/H],,2.34,738.792
Kepler-248 c,Kepler-248,0,1,2,Kepler Project Candidate (q1_q8_koi),0,16.23952,0.122,4.53,,,,0,613,5190,0.87,,,,5.2,738.792
Kepler-248 c,Kepler-248,0,1,2,Kepler Project Candidate (q1_q12_koi),0,16.23946714,0.1229,4.22,,,,0,591,5130,0.84,0.48,[Fe/H],,,738.792
Kepler-248 c,Kepler-248,0,1,2,Published Confirmed,0,16.23946261,,,,,,,,5175,0.77,0.18,[M/H],-0.418,,738.792
Kepler-248 c,Kepler-248,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,16.23947096,,,,,,,,5175,0.77,0.18,[M/H],-0.418,,738.792
Kepler-248 c,Kepler-248,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,16.23946714,0.1229,4.22,,,,0,591,5130,0.84,0.48,[Fe/H],,,738.792
Kepler-248 c,Kepler-248,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,16.23947096,0.1229,4.14,,,,0,598,5191,0.84,0.34,[Fe/H],,,738.792
Kepler-248 c,Kepler-248,0,1,2,Published Confirmed,0,16.23949457,,,,,,,,5175,0.77,0.18,[M/H],-0.418,,738.792
Kepler-248 c,Kepler-248,1,1,2,Published Confirmed,0,16.239494,0.123,4.07,,,,,,5190,0.83,,,,,738.792
Kepler-248 c,Kepler-248,0,1,2,Kepler Project Candidate (q1_q16_koi),0,16.23946714,0.1229,4.22,,,,0,591,5130,0.84,0.48,[Fe/H],,,738.792
Kepler-248 c,Kepler-248,0,1,2,Published Confirmed,0,,,3.883,,,,,,4973,0.79,,,,,738.792
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,3.30656751,,0.99,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,3.30657027,,,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 b,Kepler-249,0,1,3,Kepler Project Candidate (q1_q12_koi),0,3.30654898,0.0331,1.09,,,,0,561,3568,0.42,0.02,[Fe/H],,,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,3.307,,0.95,,,,,,3587,0.41,-0.1,[Fe/H],,,190.401
Kepler-249 b,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,3.30654898,0.0331,1.09,,,,0,561,3568,0.42,0.02,[Fe/H],,,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,3.30654898,,1,,,,,,3632,0.38,-0.34,[Fe/H],,3.09,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,,,1.045,,,,,,3630,0.46,,,-1.495,,190.401
Kepler-249 b,Kepler-249,1,1,3,Published Confirmed,0,3.306539,0.035,1.09,,,,,,3568,0.48,,,,,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,3.3065691,0.03303,0.96,,,,,562,3568,0.42,0.02,[M/H],,,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,3.30654812,,,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 b,Kepler-249,0,1,3,Kepler Project Candidate (q1_q8_koi),0,3.306562,0.035,1.2,,,,0,629,3803,0.49,,,,13.9,190.401
Kepler-249 b,Kepler-249,0,1,3,Kepler Project Candidate (q1_q16_koi),0,3.30654898,0.0331,1.09,,,,0,561,3568,0.42,0.02,[Fe/H],,,190.401
Kepler-249 b,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,3.30655164,0.0331,0.91,,,,0,554,3561,0.41,0,[Fe/H],,,190.401
Kepler-249 b,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,3.30655164,,,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 b,Kepler-249,0,1,3,Published Confirmed,0,,,1.134,,,,,,3565,0.51,,,,,190.401
Kepler-249 c,Kepler-249,0,1,3,Kepler Project Candidate (q1_q16_koi),0,7.11372736,0.0551,1.27,,,,0,435,3568,0.42,0.02,[Fe/H],,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,,,1.394,,,,,,3630,0.46,,,-1.495,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,7.11388016,0.05504,1.28,,,,,435,3568,0.42,0.02,[M/H],,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,,,1.447,,,,,,3565,0.51,,,,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,7.11372736,,1.17,,,,,,3632,0.38,-0.34,[Fe/H],,3.09,190.401
Kepler-249 c,Kepler-249,0,1,3,Kepler Project Candidate (q1_q12_koi),0,7.11372736,0.0551,1.27,,,,0,435,3568,0.42,0.02,[Fe/H],,,190.401
Kepler-249 c,Kepler-249,0,1,3,Kepler Project Candidate (q1_q8_koi),0,7.113726,0.058,1.57,,,,0,489,3803,0.49,,,,13.9,190.401
Kepler-249 c,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,7.11372736,0.0551,1.27,,,,0,435,3568,0.42,0.02,[Fe/H],,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,7.11369666,,1.25,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 c,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.11373257,,,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,7.11375572,,,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 c,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,7.11373257,0.0551,1.16,,,,0,429,3561,0.41,0,[Fe/H],,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,7.11377586,,,,,,,,3635,0.51,,,-1.384,,190.401
Kepler-249 c,Kepler-249,1,1,3,Published Confirmed,0,7.113702,0.058,1.51,,,,,,3568,0.48,,,,,190.401
Kepler-249 c,Kepler-249,0,1,3,Published Confirmed,0,7.114,,1.27,,,,,,3587,0.41,-0.1,[Fe/H],,,190.401
Kepler-249 d,Kepler-249,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,15.36845737,0.0922,1.11,,,,0,332,3561,0.41,0,[Fe/H],,,190.401
