Name,starName,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
HATS-64 b,HATS-64,0,4.908897,0.06562,18.82,305.1168,6554,2.11,1080.15
HATS-65 b,HATS-65,0,3.105161,0.04497,16.825,260.93843,6277,1.31,493.32
HATS-66 b,HATS-66,0,3.1414391,0.04714,15.816,1694.0339,6626,1.84,1477.98
HATS-67 b,HATS-67,0,1.6091788,0.03032,18.887,460.8535,6594,1.44,960.109
HATS-68 b,HATS-68,0,3.5862202,0.05071,13.809,410.0007,6147,1.75,603.955
HATS-69 b,HATS-69,0,2.2252577,0.03211,10.593,183.38791,5137,0.88,414.537
HATS-7 b,HATS-7,0,3.185315,0.04012,6.311,38.1396,4985,0.81,240.707
HATS-7 b,HATS-7,0,3.185315,0.04012,6.311,39.09309,4985,0.81,240.707
HATS-70 b,HATS-70,0,1.8882378,0.03632,15.513,4100.007,7930,1.88,1458.83
HATS-71 b,HATS-71,0,3.7955202,0.03745,11.478,117.5971,3405,0.48,140.225
HATS-72 b,HATS-72,0,7.3279474,0.066517,8.097,39.85588,4656.1,0.72,127.589
HATS-74 A b,HATS-74 A,0,1.73185606,0.02384,11.568,464.02947,3776.9,0.58,299.389
HATS-75 b,HATS-75,0,2.7886556,0.032742,9.909,156.05375,3790.4,0.58,194.964
HATS-76 b,HATS-76,0,1.9416423,0.02658,12.094,835.57088,4016,0.63,385.689
HATS-77 b,HATS-77,0,3.0876262,0.03607,13.058,436.69623,4071,0.64,436.176
HATS-8 b,HATS-8,0,3.583893,0.04667,9.785,43.86054,5679,1.09,794.637
HATS-8 b,HATS-8,0,3.583893,0.04668,9.785,46.08535,5679,1.09,794.637
HATS-9 b,HATS-9,0,1.9153073,0.03048,11.938,261.57409,5366,1.5,638.7
HATS-9 b,HATS-9,0,1.9153073,0.03048,11.938,266.02371,5366,1.5,638.7
HD 106315 b,HD 106315,0,9.55237,0.0907,2.44,12.6,6327,1.3,109.353
HD 106315 c,HD 106315,0,21.05704,0.1536,4.35,15.2,6327,1.3,109.353
HD 110113 b,HD 110113,0,2.541,0.035,2.05,4.55,5732,0.97,106.307
HD 136352 b,HD 136352,0,11.57797,0.0964,1.664,4.72,5664,1.06,14.682
HD 136352 b,HD 136352,0,11.57779,0.0969,1.482,4.62,5850,1.01,14.682
HD 136352 c,HD 136352,0,27.5909,0.1729,2.608,11.29,5850,1.01,14.682
HD 136352 c,HD 136352,0,27.59221,0.1721,2.916,11.24,5664,1.06,14.682
HD 136352 d,HD 136352,0,107.245,0.425,2.562,8.82,5664,1.06,14.682
HD 137496 b,HD 137496,0,1.62116,0.02732,1.31,4.04,5799,1.59,155.317
HD 1397 b,HD 1397,0,11.53533,0.1097,11.5,131.89945,5521,2.34,79.5702
HD 1397 b,HD 1397,0,11.5366,0.1003,11.467,116.64361,5474,2.34,79.5702
HD 149026 b,HD 149026,0,2.87598,0.04313,7.331,114.10097,6160,1.37,75.8643
HD 149026 b,HD 149026,0,2.8758916,0.04364,9.09,102.34126,6160,1.53,75.8643
HD 149026 b,HD 149026,0,2.8758911,0.04288,6.837,113.14748,6147,1.29,75.8643
HD 152843 b,HD 152843,0,11.6264,0.1053,3.41,11.56,6310,1.43,107.898
HD 15337 b,HD 15337,0,4.75615,0.0522,1.64,7.51,5125,0.86,44.8155
HD 15337 b,HD 15337,0,4.75642,0.05245,1.699,7.2,5131,0.84,44.8155
HD 15337 c,HD 15337,0,17.1784,0.1235,2.522,8.79,5131,0.84,44.8155
HD 15337 c,HD 15337,0,17.1784,0.1268,2.39,8.11,5125,0.86,44.8155
HD 17156 b,HD 17156,0,21.21663,0.1614,11.43,1023.37,6100,1.44,78.0863
HD 17156 b,HD 17156,0,21.216398,0.1637,11.938,1036.76146,6079,1.49,78.0863
HD 17156 b,HD 17156,0,21.216398,0.16278,12.184,1028.18005,6079,1.5,78.0863
HD 183579 b,HD 183579,0,17.471275,0.13,3.53,11.2,5706,0.97,57.2651
HD 183579 b,HD 183579,0,17.471278,0.1334,3.55,19.7,5788,0.98,57.2651
HD 189733 b,HD 189733,0,2.218577,0.03106,12.543,370.58978,5050,0.77,19.7638
HD 189733 b,HD 189733,0,2.218573,0.03099,12.756,363.582,5040,0.76,19.7638
HD 189733 b,HD 189733,0,2.21857578,0.03142,12.902,365.5045,5050,0.75,19.7638
HD 189733 b,HD 189733,0,2.2185752,0.031,12.756,356.92309,5040,0.76,19.7638
HD 189733 b,HD 189733,0,2.219,0.0313,14.12,365.49,5050,0.76,19.7638
HD 191939 b,HD 191939,0,8.88029,0.078,3.39,10.4,5348,0.94,53.6089
HD 191939 c,HD 191939,0,28.5805,0.17,3.08,7.2,5348,0.94,53.6089
HD 191939 d,HD 191939,0,38.3525,0.207,3.04,5.8,5348,0.94,53.6089
HD 202772 A b,HD 202772 A,0,3.308958,0.05208,17.318,323.23311,6272,2.59,161.498
HD 207897 b,HD 207897,0,16.202159,0.1163,2.501,14.4,5070,0.78,28.2938
HD 209458 b,HD 209458,0,3.524746,0.04707,15.233,217.704,6065,1.16,48.3016
HD 209458 b,HD 209458,0,3.52474859,0.04707,15.233,216.76006,6065,1.16,48.3016
HD 209458 b,HD 209458,0,3.52474859,0.04747,15.468,226.93062,6117,1.16,48.3016
HD 209458 b,HD 209458,0,3.5239,0.046,15.92,197.05,6025,1.15,48.3016
HD 209458 b,HD 209458,0,3.525,0.0467,14.24,200.22,6000,1.1,48.3016
HD 213885 b,HD 213885,0,1.008035,0.02012,1.745,8.83,5978,1.1,48.0883
HD 21749 c,GJ 143,0,7.78993,0.0695,0.892,3.7,4640,0.69,16.32
HD 219134 b,HD 219134,0,3.092926,0.03876,1.602,4.74,4699,0.78,6.53127
HD 219134 c,HD 219134,0,6.76458,0.0653,1.511,4.36,4699,0.78,6.53127
HD 219134 d,HD 219134,0,46.859,0.237,1.61,16.17,4699,0.78,6.53127
HD 219134 f,HD 219134,1,22.717,0.1463,1.31,7.3,4699,0.78,6.53127
HD 219666 b,HD 219666,0,6.03607,0.06356,4.71,16.6,5527,1.03,94.1719
HD 221416 b,HD 221416,0,14.2767,0.1228,9.17,60.5,5080,2.94,95.5483
HD 260655 b,HD 260655,0,2.76953,0.02933,1.24,2.14,3803,0.44,10.0055
HD 260655 c,HD 260655,0,5.70588,0.04749,1.533,3.09,3803,0.44,10.0055
HD 2685 b,HD 2685,0,4.12688,0.0568,16.141,371.8611,6801,1.56,196.852
HD 28109 b,HD 28109,0,22.89104,0.1357,2.199,18.496,6120,1.45,139.611
HD 28109 c,HD 28109,0,56.00819,0.308,4.23,7.943,6120,1.45,139.611
HD 28109 d,HD 28109,0,84.25999,0.411,3.25,5.681,6120,1.45,139.611
HD 3167 b,HD 3167,0,0.959641,0.01815,1.7,5.02,5261,0.86,47.2899
HD 3167 b,HD 3167,0,0.959632,0.01752,1.574,5.69,5286,0.83,47.2899
HD 3167 c,HD 3167,0,29.84622,0.1806,2.74,8.33,5286,0.83,47.2899
HD 3167 c,HD 3167,0,29.8454,0.1795,3.01,9.8,5261,0.86,47.2899
HD 332231 b,HD 332231,0,18.71204,0.1436,9.718,77.55052,6089,1.28,80.6665
HD 5278 b,HD 5278,0,14.339156,0.1202,2.45,7.8,6203,1.19,57.5846
HD 73583 b,HD 73583,0,6.398042,0.0604,2.79,10.2,4511,0.65,31.5666
HD 73583 c,HD 73583,0,18.87974,0.1242,2.39,9.7,4511,0.65,31.5666
HD 80606 b,HD 80606,0,111.4367,0.4565,11.243,1308.18828,5574,1.04,66.4711
HD 80606 b,HD 80606,0,111.4367,0.4564,11.243,1307.55262,5574,1.04,66.4711
HD 86226 c,HD 86226,0,3.98442,0.049,2.16,7.25,5863,1.05,45.683
HD 89345 b,HD 89345,0,11.81399,0.105,6.86,35.7,5499,1.66,132.345
HD 89345 b,HD 89345,0,11.8143,0.1115,7.263,38.45743,5622,1.73,132.345
HD 89345 b,HD 89345,0,11.8143,0.1066,7.398,34.9613,5576,1.75,132.345
HD 95338 b,HD 95338,0,55.087,0.262,3.89,42.44,5212,0.87,36.9941
HD 97658 b,HD 97658,0,9.4909,0.0796,2.341,7.86,5119,0.7,21.5618
HD 97658 b,HD 97658,0,9.4903,0.08,2.247,7.55,5170,0.74,21.5618
HIP 116454 b,HIP 116454,0,9.1205,0.0906,2.53,11.82,5089,0.72,62.4491
HIP 65 A b,HIP 65 A,0,0.9809734,0.01782,22.754,1021.18779,4590,0.72,61.7856
HIP 94235 b,HIP 94235,0,7.713057,0.0787,3,379,5991,1.08,58.5146
HIP 97166 b,HIP 97166,0,10.28891,0.089,2.74,20,5198,0.84,65.9501
K2-100 b,K2-100,0,1.6739035,0.0301,3.88,21.8,5945,1.24,188.959
K2-105 b,K2-105,0,8.266902,0.081,3.59,30,5434,0.95,197.989
K2-107 b,K2-107,0,3.31392,0.048,16.141,266.9772,6030,1.78,685.2
K2-108 b,K2-108,0,4.73401,0.0573,5.28,59.4,5474,1.75,477.295
K2-110 b,K2-110,0,13.86375,0.1021,2.592,16.7,5010,0.71,116.474
K2-111 b,K2-111,0,5.35117,0.0621,1.9,8.6,5730,1.23,200.394
K2-111 b,K2-111,0,5.3518,0.057,1.82,5.29,5775,1.25,200.394
K2-113 b,K2-113,0,5.817608,0.0558,10.424,410.0007,5627,1.05,635.722
K2-114 b,K2-114,0,11.39109,0.09309,10.559,587.9855,5027,0.83,475.758
K2-114 b,K2-114,0,11.3909311,0.0943,10.447,638.8351,4920,0.82,475.758
K2-115 b,K2-115,0,20.273034,0.1367,12.498,266.9772,5560,0.88,413.591
K2-132 b,K2-132,0,9.1708,0.0916,12.207,157.32585,4878,4.11,609.818
K2-137 b,K2-137,0,0.179715,0.0058,0.89,158.915,3492,0.44,98.8765
K2-138 b,K2-138,0,2.35309,0.03385,1.51,3.1,5356.3,0.86,202.585
K2-138 c,K2-138,0,3.56004,0.04461,2.299,6.31,5356.3,0.86,202.585
K2-138 d,K2-138,0,5.40479,0.05893,2.39,7.92,5356.3,0.86,202.585
K2-138 e,K2-138,0,8.26146,0.0782,3.39,12.97,5356.3,0.86,202.585
K2-138 f,K2-138,0,12.75758,0.10447,2.904,1.63,5356.3,0.86,202.585
K2-138 g,K2-138,0,41.96797,0.23109,3.013,4.32,5356.3,0.86,202.585
K2-139 b,K2-139,0,28.38236,0.179,9.057,123.00021,5340,0.86,153.856
K2-140 b,K2-140,0,6.5693,0.0591,12.274,323.86877,5654,0.99,347.917
K2-140 b,K2-140,0,6.569188,0.068,13.563,295.58042,5585,1.06,347.917
K2-141 b,K2-141,0,0.2803226,0.00716,1.54,5.31,4373,0.67,61.8736
K2-146 b,K2-146,0,2.6698,0.0248,2.25,5.6,3385,0.35,79.3002
K2-146 c,K2-146,0,3.9663,0.0327,2.59,7.1,3385,0.35,79.3002
K2-18 b,K2-18,0,32.939623,0.1429,2.37,8.92,3457,0.41,38.0266
K2-18 b,K2-18,0,32.93963,0.143,2.38,7.96,3457,0.41,38.0266
K2-18 b,K2-18,0,32.940045,0.1591,2.61,8.63,3457,0.44,38.0266
K2-180 b,K2-180,0,8.8665,0.075,2.242,11.44182,5110,0.69,203.896
K2-182 b,K2-182,0,4.7369683,0.0526,2.69,20,5170,0.79,154.83
K2-19 b,K2-19,0,7.921101,0.0762,7.46,44,5390,0.91,289.827
K2-19 c,K2-19,0,11.90727,0.1001,4.51,15.9,5390,0.91,289.827
K2-199 b,K2-199,0,3.2253993,0.0382,1.73,6.9,4491,0.68,107.518
K2-199 c,K2-199,0,7.3744897,0.0662,2.85,12.4,4491,0.68,107.518
K2-216 b,K2-216,0,2.1748,0.028,1.75,8,4503,0.72,115.461
K2-22 b,K2-22,0,0.381078,0.0088,2.5,444.962,3830,0.57,243.836
K2-229 b,K2-229,0,0.584249,0.012888,1.164,2.59,5185,0.79,102.564
K2-229 c,K2-229,0,8.32834,0.07577,2.12,21.3,5185,0.79,102.564
K2-232 b,K2-232,0,11.168454,0.10356,11.209,126.49634,6154,1.16,130.72
K2-232 b,K2-232,0,11.168459,0.0991,11.859,123.00021,5888,1.23,130.72
K2-233 b,K2-233,0,2.4675,0.03308,1.343,11.26,5033,0.71,67.5062
K2-233 c,K2-233,0,7.06005,0.06666,1.281,12.81,5033,0.71,67.5062
K2-233 d,K2-233,0,24.3645,0.15224,2.358,21.14,5033,0.71,67.5062
K2-237 b,K2-237,0,2.18053539,0.03558,16.197,433.20012,6360,1.26,314.995
K2-237 b,K2-237,0,2.18056,0.037,18.495,508.528,6257,1.43,314.995
K2-237 b,K2-237,0,2.1805577,0.0353,18.405,392.83788,6099,1.38,314.995
K2-238 b,K2-238,0,3.20466,0.046,14.572,273.3338,5630,1.59,537.963
K2-24 b,K2-24,0,20.8851,0.154,5.68,21,5743,1.21,170.562
K2-24 c,K2-24,0,42.3633,0.247,7.82,27,5743,1.21,170.562
K2-25 b,K2-25,0,3.48456408,0.0287,3.44,24.5,3207,0.29,44.9565
K2-260 b,K2-260,0,2.6266657,0.0404,17.396,451.3186,6367,1.69,663.834
K2-261 b,K2-261,0,11.633478,0.1034,9.528,59.75174,5445,1.64,213.283
K2-261 b,K2-261,0,11.633478,0.1087,9.505,67.69745,5503,1.64,213.283
K2-261 b,K2-261,0,11.63344,0.102,9.528,70.87609,5537,1.65,213.283
K2-263 b,K2-263,0,50.818947,0.2573,2.41,14.8,5368,0.85,162.481
K2-265 b,K2-265,0,2.369172,0.03376,1.71,6.54,5477,0.98,138.671
K2-266 d,K2-266,0,14.697,0.1035,2.93,8.9,4285,0.7,77.5586
K2-266 e,K2-266,0,19.482,0.1249,2.73,14.3,4285,0.7,77.5586
K2-27 b,K2-27,0,6.771315,0.06702,4.48,30.9,5248,0.89,249.645
K2-280 b,K2-280,0,19.89526,0.1461,7.5,37.1,5500,1.28,391.537
K2-285 b,K2-285,0,3.471745,0.03817,2.59,9.68,4975,0.79,154.961
K2-285 c,K2-285,0,7.138048,0.0824,3.53,15.68,4975,0.79,154.961
K2-285 d,K2-285,0,10.45582,0.1178,2.48,6.5,4975,0.79,154.961
K2-285 e,K2-285,0,14.76289,0.18041,1.95,10.7,4975,0.79,154.961
K2-287 b,K2-287,0,14.893291,0.1206,9.494,100.11645,5695,1.07,158.335
K2-29 b,K2-29,0,3.2588321,0.04217,13.339,232.0159,5358,0.86,178.475
K2-29 b,K2-29,0,3.2589263,0.04097,11.209,194.82979,5222,0.75,178.475
K2-290 b,K2-290,0,9.21165,0.0923,3.06,10.9,6302,1.51,272.909
K2-290 c,K2-290,0,48.36685,0.305,11.276,246.00042,6302,1.51,272.909
K2-291 b,K2-291,0,2.225177,0.03261,1.589,6.49,5520,0.9,90.0562
K2-292 b,K2-292,0,16.9841,0.13,2.63,24.5,5725,1.09,114.293
K2-295 b,K2-295,0,4.024867,0.0451,10.054,106.47305,4444,0.7,232.801
K2-3 b,K2-3,0,10.05454,0.0777,2.29,6.6,3835,0.6,44.0727
K2-3 c,K2-3,0,24.64638,0.1413,1.77,3.1,3835,0.6,44.0727
K2-3 d,K2-3,0,44.55764,0.2097,1.65,1.8,3835,0.6,44.0727
K2-30 b,K2-30,0,4.098507,0.04986,13.406,198.00809,5581,0.94,333.042
K2-30 b,K2-30,0,4.09849,0.0419,11.982,187.20187,5575,0.84,333.042
K2-30 b,K2-30,0,4.098503,0.04839,11.646,184.02357,5425,0.84,333.042
K2-31 b,K2-31,0,1.25785,0.022,11.882,563.83042,5280,0.78,110.527
K2-32 b,K2-32,0,8.992,0.0795,5.299,15,5271,0.86,157.682
K2-32 b,K2-32,0,8.99213,0.08036,5.13,16.5,5275,0.84,157.682
K2-32 c,K2-32,0,20.66093,0.13843,3.134,8.1,5271,0.86,157.682
K2-32 c,K2-32,0,20.6602,0.1399,3.01,12.1,5275,0.84,157.682
K2-32 d,K2-32,0,31.71701,0.18422,3.484,6.7,5271,0.86,157.682
K2-32 d,K2-32,0,31.7154,0.1862,3.43,10.3,5275,0.84,157.682
K2-32 e,K2-32,0,4.34934,0.04899,1.212,2.1,5271,0.86,157.682
K2-329 b,K2-329,0,12.4551225,0.1016,8.676,82.6358,5282,0.82,233.237
K2-33 b,K2-33,0,5.42513,0.0409,5.76,1144.188,3410,1.1,139.268
K2-34 b,K2-34,0,2.995654,0.0445,16.141,563.51259,6087,1.66,348.646
K2-34 b,K2-34,0,2.995629,0.0465,15.435,539.67534,6149,1.58,348.646
K2-34 b,K2-34,0,2.995607,0.04419,15.132,559.3808,6132,1.53,348.646
K2-36 b,K2-36,0,1.422614,0.0223,1.43,3.9,4916,0.72,109.749
K2-36 c,K2-36,0,5.340888,0.054,3.2,7.8,4916,0.72,109.749
K2-38 b,K2-38,0,4.01593,0.0506,1.55,12,5757,1.1,192.69
K2-38 c,K2-38,0,10.56103,0.0964,2.42,9.9,5757,1.1,192.69
K2-39 b,K2-39,0,4.60497,0.0574,5.71,39.8,4912,2.93,307.47
K2-39 b,K2-39,0,4.60543,0.062,8.2,50.3,4881,3.88,307.47
K2-60 b,K2-60,0,3.00265,0.045,7.656,135.39558,5500,1.12,491.87
K2-66 b,K2-66,0,5.06963,0.05983,2.49,21.3,5887,1.67,513.877
K2-98 b,K2-98,0,10.13675,0.0943,4.3,32.2,6120,1.31,518.625
K2-99 b,K2-99,0,18.249,0.159,14.46,308.2951,5990,3.1,519.229
KELT-1 b,KELT-1,0,1.217514,0.02466,12.442,8654.15,6518,1.46,268.43
KELT-10 b,KELT-10,0,4.1662739,0.0525,15.681,215.80657,5948,1.21,188.404
KELT-11 b,KELT-11,0,4.736529,0.06229,15.356,61.97685,5370,2.72,99.1596
KELT-12 b,KELT-12,0,5.031623,0.06708,19.952,301.9385,6279,2.37,368.03
KELT-14 b,KELT-14,0,1.7100566,0.03005,19.537,408.09372,5720,1.52,250.121
KELT-14 b,KELT-14,0,1.7100588,0.02956,17.038,380.12468,5802,1.37,250.121
KELT-15 b,KELT-15,0,3.329441,0.04613,16.175,289.2253,6003,1.48,324.683
KELT-16 b,KELT-16,0,0.9689951,0.02044,15.861,874.0325,6236,1.36,444.586
KELT-17 b,KELT-17,0,3.0801716,0.04881,17.094,416.3573,7454,1.65,226.5
KELT-18 b,KELT-18,0,2.8717518,0.0455,17.598,375.0394,6670,1.91,321.376
KELT-19 A b,KELT-19 A,0,4.6117093,0.0637,21.409,1293.5681,7500,1.83,300.276
KELT-2 A b,KELT-2 A,0,4.113791,0.05497,14.46,485.32641,6148,1.83,134.058
KELT-2 A b,KELT-2 A,0,4.1137912,0.05496,14.415,483.717,6151,1.83,134.058
KELT-20 b,KELT-20,0,3.474119,0.057,20.512,5403.11,8980,1.6,136.426
KELT-20 b,KELT-20,0,3.4741085,0.0542,19.515,1074.90106,8720,1.56,136.426
KELT-21 b,KELT-21,0,3.6127647,0.05224,17.777,1242.7153,7598,1.64,470.878
KELT-23 A b,KELT-23 A,0,2.255251,0.03302,14.83,298.12454,5899,1,126.261
KELT-24 b,KELT-24,0,5.55149,0.067,15.244,1334.87931,6415,1.52,96.5173
KELT-24 b,KELT-24,0,5.5514926,0.06969,14.258,1646.3594,6509,1.51,96.5173
KELT-3 b,KELT-3,0,2.7033904,0.04122,15.076,469.415,6306,1.47,210.252
KELT-3 b,KELT-3,0,2.70339,0.04123,15.076,469.75274,6308,1.47,210.252
KELT-4 A b,KELT-4 A,0,2.9895932,0.04317,19.044,286.68266,6206,1.6,218.05
KELT-6 b,KELT-6,0,7.8457,0.07939,13.372,136.661,6102,1.58,240.726
KELT-6 b,KELT-6,0,7.845582,0.0804,13.227,140.48086,6272,1.53,240.726
KELT-7 b,KELT-7,0,2.7347749,0.04415,17.183,406.8224,6789,1.73,136.681
KELT-8 b,KELT-8,0,3.24406,0.0455,20.849,272.69814,5754,1.67,197.572
KELT-8 b,KELT-8,0,3.24406,0.04571,20.849,275.55861,5754,1.67,197.572
KELT-9 b,KELT-9,0,1.4811235,0.03462,21.196,915.3504,10170,2.36,204.455
KOI-12 b,KOI-12,0,17.8552333,0.151,16.029,3178.3,6820,1.63,399.398
KOI-13 b,KOI-13,0,1.763588,0.03641,16.948,2949.4624,7650,1.74,519.096
KOI-3680 b,KOI-3680,0,141.241671,0.534,11.097,613.4119,5830,0.96,921.986
KOI-4777.01,KOI-4777,0,0.412,0.008,0.51,99.2,3515,0.4,172.245
KOI-55 b,KOI-55,1,0.240104,0.006,0.759,0.44,27730,0.2,1231.02
KOI-55 c,KOI-55,1,0.342887,0.0076,0.867,0.655,27730,0.2,1231.02
KOI-94 b,KOI-94,0,3.743208,0.05119,1.71,10.5,6182,1.52,477.052
KOI-94 c,KOI-94,0,10.423648,0.1013,4.32,15.6,6182,1.52,477.052
KOI-94 d,KOI-94,0,22.342989,0.1684,11.27,106,6182,1.52,477.052
KOI-94 e,KOI-94,0,54.32031,0.3046,6.56,35,6182,1.52,477.052
KPS-1 b,KPS-1,0,1.706291,0.0269,11.545,346.4347,5165,0.91,262.706
Kepler-10 b,Kepler-10,0,0.8374907,0.01685,1.47,3.72,5708,1.06,185.506
Kepler-10 b,Kepler-10,0,0.837495,0.01684,1.416,4.56,5627,1.06,185.506
Kepler-10 b,Kepler-10,0,0.837491,0.0172,1.481,4.60853,5627,1.06,185.506
Kepler-10 b,Kepler-10,0,0.8374907,0.01685,1.47,3.33,5708,1.06,185.506
Kepler-10 b,Kepler-10,0,0.8374912,0.01687,1.46,4.6,5643,1.06,185.506
Kepler-10 c,Kepler-10,0,45.29485,0.2407,2.227,20,5627,1.06,185.506
Kepler-10 c,Kepler-10,0,45.294301,0.241,2.35,13.98,5708,1.06,185.506
Kepler-101 b,Kepler-101,0,3.4876812,0.0474,5.77,51.1,5667,1.56,927.981
Kepler-101 c,Kepler-101,0,6.02976,0.0684,1.25,3.78,5667,1.56,927.981
Kepler-107 b,Kepler-107,0,3.1800218,0.04544,1.536,3.51,5854,1.45,525.997
Kepler-107 c,Kepler-107,0,4.901452,0.06064,1.597,9.39,5854,1.45,525.997
Kepler-107 d,Kepler-107,0,7.95839,0.08377,0.86,3.8,5854,1.45,525.997
Kepler-107 e,Kepler-107,0,14.749143,0.12639,2.903,8.6,5854,1.45,525.997
Kepler-11 b,Kepler-11,0,10.3039,0.091,1.8,1.9,5663,1.06,646.346
Kepler-11 b,Kepler-11,0,10.30375,0.091,1.97,4.3,5680,1.1,646.346
Kepler-11 c,Kepler-11,0,13.02502,0.106,3.15,13.5,5680,1.1,646.346
Kepler-11 c,Kepler-11,0,13.0241,0.107,2.87,2.9,5663,1.06,646.346
Kepler-11 d,Kepler-11,0,22.68719,0.159,3.43,6.1,5680,1.1,646.346
Kepler-11 d,Kepler-11,0,22.6845,0.155,3.12,7.3,5663,1.06,646.346
Kepler-11 e,Kepler-11,0,31.9959,0.194,4.52,8.4,5680,1.1,646.346
Kepler-11 e,Kepler-11,0,31.9996,0.195,4.19,8,5663,1.06,646.346
Kepler-11 f,Kepler-11,0,46.68876,0.25,2.61,2.3,5680,1.1,646.346
Kepler-11 f,Kepler-11,0,46.6888,0.25,2.49,2,5663,1.06,646.346
Kepler-11 g,Kepler-11,0,118.3807,0.466,3.33,25,5663,1.06,646.346
Kepler-11 g,Kepler-11,0,118.37774,0.462,3.66,300,5680,1.1,646.346
Kepler-117 b,Kepler-117,0,18.7959228,0.1445,8.059,29.875,6150,1.61,1455.57
Kepler-117 c,Kepler-117,0,50.790391,0.2804,12.341,584.78,6150,1.61,1455.57
Kepler-12 b,Kepler-12,0,4.4379637,0.05563,18.999,137.62039,5950,1.48,881.386
Kepler-12 b,Kepler-12,0,4.4379637,0.0555,19.123,136.6669,5947,1.49,881.386
Kepler-12 b,Kepler-12,0,4.4379637,0.0556,18.999,136.979,5947,1.48,881.386
Kepler-12 b,Kepler-12,0,4.4379629,0.0553,19.661,137.30256,5947,1.48,881.386
Kepler-129 c,Kepler-129,0,82.2,0.39,2.52,43,5770,1.65,408.845
Kepler-15 b,Kepler-15,0,4.942782,0.0583,14.448,221.20968,5595,1.25,739.412
Kepler-15 b,Kepler-15,0,4.942782,0.05714,10.76,209.76,5515,0.99,739.412
Kepler-15 b,Kepler-15,0,4.9427809,0.05705,10.761,201.18639,5520,0.99,739.412
Kepler-1514 b,Kepler-1514,0,217.83184,0.753,12.42,1678.1424,6145,1.29,397.292
Kepler-16 b,Kepler-16,0,228.776,0.7048,8.449,105.833,4450,0.65,75.0852
Kepler-1647 b,Kepler-1647,0,1107.5923,2.7205,11.874,483,6210,1.79,1212.45
Kepler-1654 b,Kepler-1654,0,1047.8356,2.026,9.18,158.915,5597,1.18,568.117
Kepler-1655 b,Kepler-1655,0,11.8728787,0.103,2.213,5,6148,1.03,213.26
Kepler-1656 b,Kepler-1656,0,31.578659,0.197,5.02,48.6,5731,1.1,185.875
Kepler-1658 b,Kepler-1658,0,3.84937278,0.0544,11.994,1868.8404,6216,2.89,788.238
Kepler-1661 b,Kepler-1661,0,175.06,0.633,3.87,17,5100,0.76,410.607
Kepler-167 e,Kepler-167,0,1071.23205,1.883,10.16,321.00669,4884,0.75,341.908
Kepler-17 b,Kepler-17,0,1.4857108,0.02591,14.68,778.65,5781,1.01,720.753
Kepler-17 b,Kepler-17,0,1.48571091,0.0268,14.908,785.0401,5781,1.05,720.753
Kepler-17 b,Kepler-17,0,1.4857108,0.02605,14.684,743.7222,5781,0.98,720.753
Kepler-1704 b,Kepler-1704,0,988.88113,2.026,11.938,1318.98789,5745,1.7,835.455
Kepler-1708 b,Kepler-1708,0,737.1131,1.64,9.96,1462.01067,6157,1.12,1666.69
Kepler-18 b,Kepler-18,0,3.504725,0.0447,2,6.9,5345,1.11,433.047
Kepler-18 c,Kepler-18,0,7.64159,0.0752,5.49,17.3,5345,1.11,433.047
Kepler-18 d,Kepler-18,0,14.85888,0.1172,6.98,16.4,5345,1.11,433.047
Kepler-20 b,Kepler-20,0,3.69611525,0.0463,1.868,9.7,5495,0.96,282.563
Kepler-20 b,Kepler-20,0,3.6961219,0.04537,1.91,8.7,5455,0.94,282.563
Kepler-20 c,Kepler-20,0,10.85409089,0.0949,3.047,12.75,5495,0.96,282.563
Kepler-20 c,Kepler-20,0,10.854092,0.093,3.07,16.1,5455,0.94,282.563
Kepler-20 d,Kepler-20,0,77.61130017,0.3506,2.744,10.07,5495,0.96,282.563
Kepler-20 d,Kepler-20,0,77.61184,0.3453,2.75,20.1,5455,0.94,282.563
Kepler-21 b,Kepler-21,0,2.78578,0.042717,1.639,5.08,6305,1.9,108.522
Kepler-21 b,Kepler-21,0,2.785755,0.042507,1.635,10.4,6131,1.86,108.522
Kepler-22 b,Kepler-22,0,289.8623,0.849,2.38,36,5518,0.98,194.642
Kepler-23 b,Kepler-23,0,7.1073,0.075,1.9,254.3,5760,1.52,835.756
Kepler-23 c,Kepler-23,0,10.7421,0.099,3.2,858.1,5760,1.52,835.756
Kepler-24 b,Kepler-24,0,8.1453,0.08,2.4,508.5,5800,1.07,1156.81
Kepler-24 c,Kepler-24,0,12.3335,0.106,2.8,508.5,5800,1.07,1156.81
Kepler-25 b,Kepler-25,0,6.2385,0.068,2.6,4036.3,6190,1.36,243.249
Kepler-25 c,Kepler-25,0,12.7204,0.11,4.5,1322.12,6190,1.36,243.249
Kepler-26 b,Kepler-26,0,12.2829,0.085,3.6,120.77,4500,0.59,335.307
Kepler-26 c,Kepler-26,0,17.2513,0.107,3.6,119.181,4500,0.59,335.307
Kepler-27 b,Kepler-27,0,15.3348,0.118,4,2895.31,5400,0.59,1044.36
Kepler-27 c,Kepler-27,0,31.3309,0.191,4.9,4385.87,5400,0.59,1044.36
Kepler-28 b,Kepler-28,0,5.9123,0.062,3.6,479.9,4590,0.7,438.359
Kepler-28 c,Kepler-28,0,8.9858,0.081,3.4,432.23,4590,0.7,438.359
