Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
Kepler-269 b,Kepler-269,0,Kepler Project Candidate (q1_q16_koi),0,5.32670215,0.0601,2.45,,5831,0.92
Kepler-269 b,Kepler-269,0,Kepler Project Candidate (q1_q8_koi),0,5.326679,0.06,2.67,,5602,0.89
Kepler-269 b,Kepler-269,0,Kepler Project Candidate (q1_q12_koi),0,5.32670215,0.0601,2.45,,5831,0.92
Kepler-269 c,Kepler-269,0,Kepler Project Candidate (q1_q17_dr25_koi),0,8.1280933,0.0796,1.39,,5831,0.92
Kepler-269 c,Kepler-269,1,Published Confirmed,0,8.127899,0.081,1.69,,5847,0.96
Kepler-269 c,Kepler-269,0,Published Confirmed,0,8.12799259,,,,5471,1.7
Kepler-269 c,Kepler-269,0,Kepler Project Candidate (q1_q16_koi),0,8.12810877,0.0796,1.62,,5831,0.92
Kepler-269 c,Kepler-269,0,Kepler Project Candidate (q1_q12_koi),0,8.12810877,0.0796,1.62,,5831,0.92
Kepler-269 c,Kepler-269,0,Kepler Project Candidate (q1_q17_dr24_koi),0,8.12810877,0.0796,1.62,,5831,0.92
Kepler-269 c,Kepler-269,0,Published Confirmed,0,8.12810877,,1.58,,5509,0.89
Kepler-269 c,Kepler-269,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.1280933,,,,5471,1.7
Kepler-269 c,Kepler-269,0,Kepler Project Candidate (q1_q8_koi),0,8.1281,0.08,1.7,,5602,0.89
Kepler-269 c,Kepler-269,0,Published Confirmed,0,,,2.588,,5619,1.72
Kepler-27 b,Kepler-27,0,Kepler Project Candidate (q1_q16_koi),0,15.33525912,0.1201,4.94,,5325,0.86
Kepler-27 b,Kepler-27,0,Kepler Project Candidate (q1_q8_koi),0,15.335244,0.121,5.72,,5399,0.92
Kepler-27 b,Kepler-27,0,Published Confirmed,0,15.33525912,,4.85,,5294,0.85
Kepler-27 b,Kepler-27,0,Published Confirmed,0,15.335,,5.85,41.8,,0.86
Kepler-27 b,Kepler-27,0,Kepler Project Candidate (q1_q17_dr25_koi),0,15.33528675,0.1179,5,,5251,0.82
Kepler-27 b,Kepler-27,0,Published Confirmed,0,,,4.652,,5264,0.76
Kepler-27 b,Kepler-27,0,Published Confirmed,0,15.33527467,,,,5399,0.78
Kepler-27 b,Kepler-27,0,Kepler Project Candidate (q1_q17_dr24_koi),0,15.33525912,0.1201,4.94,,5325,0.86
Kepler-27 b,Kepler-27,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,15.33528675,,,,5399,0.78
Kepler-27 b,Kepler-27,0,Kepler Project Candidate (q1_q12_koi),0,15.33525912,0.1201,4.94,,5325,0.86
Kepler-27 b,Kepler-27,1,Published Confirmed,0,15.3348,0.118,4,2895.31,5400,0.59
Kepler-27 c,Kepler-27,0,Published Confirmed,0,31.33050622,,7.17,,5294,0.85
Kepler-27 c,Kepler-27,0,Kepler Project Candidate (q1_q17_dr25_koi),0,31.33046135,0.1898,6.5,,5251,0.82
Kepler-27 c,Kepler-27,0,Published Confirmed,0,31.33046537,,,,5399,0.78
Kepler-27 c,Kepler-27,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,31.33046135,,,,5399,0.78
Kepler-27 c,Kepler-27,0,Published Confirmed,0,31.33,,7.17,21.2,,0.86
Kepler-27 c,Kepler-27,0,Kepler Project Candidate (q1_q16_koi),0,31.33050622,0.1934,7.24,,5325,0.86
Kepler-27 c,Kepler-27,1,Published Confirmed,0,31.3309,0.191,4.9,4385.87,5400,0.59
Kepler-27 c,Kepler-27,0,Kepler Project Candidate (q1_q8_koi),0,31.330554,0.194,7.34,,5399,0.92
Kepler-27 c,Kepler-27,0,Kepler Project Candidate (q1_q12_koi),0,31.33050622,0.1934,7.24,,5325,0.86
Kepler-27 c,Kepler-27,0,Published Confirmed,0,,,6.056,,5264,0.76
Kepler-27 c,Kepler-27,0,Kepler Project Candidate (q1_q17_dr24_koi),0,31.33050622,0.1934,7.24,,5325,0.86
Kepler-27 d,Kepler-27,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,6.54626149,,,,5399,0.78
Kepler-27 d,Kepler-27,0,Published Confirmed,0,6.54625953,,,,5399,0.78
Kepler-27 d,Kepler-27,0,Kepler Project Candidate (q1_q12_koi),0,6.54626058,0.0681,2.83,,5325,0.86
Kepler-27 d,Kepler-27,0,Kepler Project Candidate (q1_q17_dr25_koi),0,6.54626149,0.0668,2.19,,5251,0.82
Kepler-27 d,Kepler-27,0,Kepler Project Candidate (q1_q8_koi),0,6.546303,0.068,2.8,,5399,0.92
Kepler-27 d,Kepler-27,1,Published Confirmed,0,6.54628992,,2.706,,5251,0.82
Kepler-27 d,Kepler-27,0,Kepler Project Candidate (q1_q16_koi),0,6.54626058,0.0681,2.83,,5325,0.86
Kepler-27 d,Kepler-27,0,Kepler Project Candidate (q1_q17_dr24_koi),0,6.54626058,0.0681,2.83,,5325,0.86
Kepler-270 b,Kepler-270,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,11.47609015,,,,6142,1.26
Kepler-270 b,Kepler-270,0,Published Confirmed,0,,,1.835,,6099,1.25
Kepler-270 b,Kepler-270,1,Published Confirmed,0,11.476094,0.107,2.01,,6067,1.46
Kepler-270 b,Kepler-270,0,Kepler Project Candidate (q1_q17_dr25_koi),0,11.47609015,0.1045,2.07,,6071,1.41
Kepler-270 b,Kepler-270,0,Kepler Project Candidate (q1_q17_dr24_koi),0,11.4761013,0.1045,1.83,,6432,1.3
Kepler-270 b,Kepler-270,0,Published Confirmed,0,11.47598101,,,,6142,1.26
Kepler-270 b,Kepler-270,0,Kepler Project Candidate (q1_q8_koi),0,11.47613,0.105,1.87,,6419,1.28
Kepler-270 b,Kepler-270,0,Kepler Project Candidate (q1_q16_koi),0,11.4761013,0.1045,1.83,,6432,1.3
Kepler-270 b,Kepler-270,0,Kepler Project Candidate (q1_q12_koi),0,11.4761013,0.1045,1.83,,6432,1.3
Kepler-270 b,Kepler-270,0,Published Confirmed,0,11.47621175,,,,6142,1.26
Kepler-270 b,Kepler-270,0,Published Confirmed,0,11.4761013,,1.92,,6127,1.35
Kepler-270 c,Kepler-270,0,Kepler Project Candidate (q1_q8_koi),0,25.2629,0.178,1.59,,6419,1.28
Kepler-270 c,Kepler-270,0,Published Confirmed,0,25.26271648,,,,6142,1.26
Kepler-270 c,Kepler-270,0,Published Confirmed,0,25.2630268,,1.62,,6127,1.35
Kepler-270 c,Kepler-270,0,Kepler Project Candidate (q1_q12_koi),0,25.2630268,0.1768,1.5,,6432,1.3
Kepler-270 c,Kepler-270,1,Published Confirmed,0,25.262887,0.18,1.77,,6067,1.46
Kepler-270 c,Kepler-270,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,25.2630467,,,,6142,1.26
Kepler-270 c,Kepler-270,0,Published Confirmed,0,,,1.516,,6099,1.25
Kepler-270 c,Kepler-270,0,Published Confirmed,0,25.26274411,,,,6142,1.26
Kepler-270 c,Kepler-270,0,Kepler Project Candidate (q1_q17_dr24_koi),0,25.2630268,0.1768,1.5,,6432,1.3
Kepler-270 c,Kepler-270,0,Kepler Project Candidate (q1_q17_dr25_koi),0,25.2630467,0.1769,1.71,,6071,1.41
Kepler-270 c,Kepler-270,0,Kepler Project Candidate (q1_q16_koi),0,25.2630268,0.1768,1.5,,6432,1.3
Kepler-271 b,Kepler-271,0,Kepler Project Candidate (q1_q8_koi),0,10.43549,0.091,1.46,,5759,0.97
Kepler-271 b,Kepler-271,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,10.43547031,,,,5645.65,0.78
Kepler-271 b,Kepler-271,0,Published Confirmed,0,10.43541553,,,,5645.65,0.78
Kepler-271 b,Kepler-271,0,Kepler Project Candidate (q1_q12_koi),0,10.43547805,0.0875,1.32,,5516,0.9
Kepler-271 b,Kepler-271,0,Kepler Project Candidate (q1_q17_dr25_koi),0,10.43547031,0.0881,1.22,,5528,0.85
Kepler-271 b,Kepler-271,0,Published Confirmed,0,5.21773516,,,,5645.65,0.78
Kepler-271 b,Kepler-271,0,Published Confirmed,0,,,1.229,,5470,0.86
Kepler-271 b,Kepler-271,0,Kepler Project Candidate (q1_q16_koi),0,10.43547805,0.0875,1.32,,5516,0.9
Kepler-271 b,Kepler-271,1,Published Confirmed,0,10.43547805,,1.23,,5555,0.87
Kepler-271 b,Kepler-271,0,Published Confirmed,0,5.217738,0.056,0.89,,5524,0.88
Kepler-271 b,Kepler-271,0,Kepler Project Candidate (q1_q17_dr24_koi),0,10.43547805,0.0875,1.32,,5516,0.9
Kepler-271 c,Kepler-271,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.41084314,,,,5645.65,0.78
Kepler-271 c,Kepler-271,0,Published Confirmed,0,7.410935,0.071,1,,5524,0.88
Kepler-271 c,Kepler-271,0,Kepler Project Candidate (q1_q16_koi),0,7.41086267,0.0697,1.02,,5516,0.9
Kepler-271 c,Kepler-271,1,Published Confirmed,0,7.41086267,,0.95,,5555,0.87
Kepler-271 c,Kepler-271,0,Kepler Project Candidate (q1_q17_dr25_koi),0,7.41084314,0.0702,0.94,,5528,0.85
Kepler-271 c,Kepler-271,0,Published Confirmed,0,7.41084384,,,,5645.65,0.78
Kepler-271 c,Kepler-271,0,Kepler Project Candidate (q1_q17_dr24_koi),0,7.41086267,0.0697,1.02,,5516,0.9
Kepler-271 c,Kepler-271,0,Kepler Project Candidate (q1_q12_koi),0,7.41086267,0.0697,1.02,,5516,0.9
Kepler-271 c,Kepler-271,0,Published Confirmed,0,7.41091954,,,,5645.65,0.78
Kepler-271 c,Kepler-271,0,Kepler Project Candidate (q1_q8_koi),0,7.411038,0.072,1.15,,5759,0.97
Kepler-271 c,Kepler-271,0,Published Confirmed,0,,,0.942,,5470,0.86
Kepler-271 d,Kepler-271,0,Kepler Project Candidate (q1_q8_koi),0,5.24948,0.058,0.7,,5759,0.97
Kepler-271 d,Kepler-271,0,Published Confirmed,0,5.2496914,,,,5645.65,0.78
Kepler-271 d,Kepler-271,0,Kepler Project Candidate (q1_q16_koi),0,5.24972541,0.0554,0.71,,5516,0.9
Kepler-271 d,Kepler-271,0,Kepler Project Candidate (q1_q17_dr25_koi),0,5.24970432,0.0558,0.67,,5528,0.85
Kepler-271 d,Kepler-271,1,Published Confirmed,0,5.24972541,,0.66,,5555,0.87
Kepler-271 d,Kepler-271,0,Kepler Project Candidate (q1_q17_dr24_koi),0,5.24972541,0.0554,0.71,,5516,0.9
Kepler-271 d,Kepler-271,0,Published Confirmed,0,,,0.669,,5470,0.86
Kepler-271 d,Kepler-271,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,5.24970432,,,,5645.65,0.78
Kepler-271 d,Kepler-271,0,Kepler Project Candidate (q1_q12_koi),0,5.24972541,0.0554,0.71,,5516,0.9
Kepler-272 b,Kepler-272,0,Kepler Project Candidate (q1_q12_koi),0,2.9713641,0.0372,1.33,,5300,0.85
Kepler-272 b,Kepler-272,0,Kepler Project Candidate (q1_q8_koi),0,2.971365,0.037,1.3,,5289,0.84
Kepler-272 b,Kepler-272,0,Published Confirmed,0,2.971,,1.31,78,,0.85
Kepler-272 b,Kepler-272,0,Published Confirmed,0,,,1.871,,5439,1.23
Kepler-272 b,Kepler-272,1,Published Confirmed,0,2.971353,0.038,1.43,,5297,0.93
Kepler-272 b,Kepler-272,0,Kepler Project Candidate (q1_q17_dr24_koi),0,2.9713641,0.0372,1.33,,5300,0.85
Kepler-272 b,Kepler-272,0,Published Confirmed,0,2.9713483,,,,5528.34,1.18
Kepler-272 b,Kepler-272,0,Kepler Project Candidate (q1_q16_koi),0,2.9713641,0.0372,1.33,,5300,0.85
Kepler-272 b,Kepler-272,0,Published Confirmed,0,2.9713641,,1.46,,5605,0.95
Kepler-272 b,Kepler-272,0,Kepler Project Candidate (q1_q17_dr25_koi),0,2.97136658,0.0386,1.52,,5334,1
Kepler-272 b,Kepler-272,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.97136658,,,,5528.34,1.18
Kepler-272 c,Kepler-272,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,6.05729966,,,,5528.34,1.18
Kepler-272 c,Kepler-272,0,Kepler Project Candidate (q1_q8_koi),0,6.057428,0.06,1.7,,5289,0.84
Kepler-272 c,Kepler-272,0,Kepler Project Candidate (q1_q17_dr25_koi),0,6.05729966,0.062,1.94,,5334,1
Kepler-272 c,Kepler-272,0,Kepler Project Candidate (q1_q12_koi),0,6.05730524,0.0598,1.67,,5300,0.85
Kepler-272 c,Kepler-272,1,Published Confirmed,0,6.057342,0.061,1.79,,5297,0.93
Kepler-272 c,Kepler-272,0,Kepler Project Candidate (q1_q16_koi),0,6.05730524,0.0598,1.67,,5300,0.85
Kepler-272 c,Kepler-272,0,Kepler Project Candidate (q1_q17_dr24_koi),0,6.05730524,0.0598,1.67,,5300,0.85
Kepler-272 c,Kepler-272,0,Published Confirmed,0,6.05733984,,,,5528.34,1.18
Kepler-272 c,Kepler-272,0,Published Confirmed,0,6.05733165,,,,5528.34,1.18
Kepler-272 c,Kepler-272,0,Published Confirmed,0,6.05730524,,1.87,,5605,0.95
Kepler-272 c,Kepler-272,0,Published Confirmed,0,6.057,,1.63,97.8,,0.85
Kepler-272 c,Kepler-272,0,Published Confirmed,0,,,2.378,,5439,1.23
Kepler-272 d,Kepler-272,0,Published Confirmed,0,10.93735256,,,,5528.34,1.18
Kepler-272 d,Kepler-272,0,Kepler Project Candidate (q1_q16_koi),0,10.93730071,0.0887,1.76,,5300,0.85
Kepler-272 d,Kepler-272,0,Kepler Project Candidate (q1_q17_dr24_koi),0,10.93730071,0.0887,1.76,,5300,0.85
Kepler-272 d,Kepler-272,0,Kepler Project Candidate (q1_q12_koi),0,10.93730071,0.0887,1.76,,5300,0.85
Kepler-272 d,Kepler-272,0,Kepler Project Candidate (q1_q17_dr25_koi),0,10.93725572,0.092,2.41,,5334,1
Kepler-272 d,Kepler-272,0,Published Confirmed,0,,,2.962,,5439,1.23
Kepler-272 d,Kepler-272,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,10.93725572,,,,5528.34,1.18
Kepler-272 d,Kepler-272,0,Kepler Project Candidate (q1_q8_koi),0,10.93711,0.089,2,,5289,0.84
Kepler-272 d,Kepler-272,1,Published Confirmed,0,10.937304,0.091,2.25,,5297,0.93
Kepler-272 d,Kepler-272,0,Published Confirmed,0,10.93725945,,,,5528.34,1.18
Kepler-272 d,Kepler-272,0,Published Confirmed,0,10.93730071,,2,,5605,0.95
Kepler-273 b,Kepler-273,0,Published Confirmed,0,,,1.521,,5217,0.79
Kepler-273 b,Kepler-273,0,Kepler Project Candidate (q1_q17_dr24_koi),0,2.93652697,0.0369,1.55,,5627,0.81
Kepler-273 b,Kepler-273,0,Kepler Project Candidate (q1_q8_koi),0,2.936497,0.039,1.79,,5682,0.9
Kepler-273 b,Kepler-273,1,Published Confirmed,0,2.936532,0.037,1.5,,5626,0.81
Kepler-273 b,Kepler-273,0,Kepler Project Candidate (q1_q17_dr25_koi),0,2.93652734,0.0383,1.92,,5359,1
Kepler-273 b,Kepler-273,0,Kepler Project Candidate (q1_q16_koi),0,2.93652697,0.0369,1.55,,5627,0.81
Kepler-273 b,Kepler-273,0,Published Confirmed,0,2.93652697,,1.7,,5584,0.92
Kepler-273 b,Kepler-273,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.93652734,,,,5441,0.76
Kepler-273 b,Kepler-273,0,Published Confirmed,0,2.93653227,,,,5441,0.76
Kepler-273 b,Kepler-273,0,Kepler Project Candidate (q1_q12_koi),0,2.93652697,0.0369,1.55,,5627,0.81
Kepler-273 c,Kepler-273,0,Kepler Project Candidate (q1_q17_dr25_koi),0,8.01500821,0.0748,2,,5359,1
Kepler-273 c,Kepler-273,0,Kepler Project Candidate (q1_q12_koi),0,8.01494715,0.0721,1.65,,5627,0.81
Kepler-273 c,Kepler-273,0,Published Confirmed,0,8.01497514,,,,5441,0.76
Kepler-273 c,Kepler-273,0,Published Confirmed,0,,,1.584,,5217,0.79
Kepler-273 c,Kepler-273,1,Published Confirmed,0,8.014927,0.073,1.98,,5626,0.81
Kepler-273 c,Kepler-273,0,Kepler Project Candidate (q1_q8_koi),0,8.014957,0.076,1.63,,5682,0.9
Kepler-273 c,Kepler-273,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.01500821,,,,5441,0.76
Kepler-273 c,Kepler-273,0,Published Confirmed,0,8.01494715,,1.9,,5584,0.92
Kepler-273 c,Kepler-273,0,Kepler Project Candidate (q1_q16_koi),0,8.01494715,0.0721,1.65,,5627,0.81
Kepler-273 c,Kepler-273,0,Kepler Project Candidate (q1_q17_dr24_koi),0,8.01494715,0.0721,1.65,,5627,0.81
Kepler-273 c,Kepler-273,0,Published Confirmed,0,8.01497676,,,,5441,0.76
Kepler-274 b,Kepler-274,0,Kepler Project Candidate (q1_q17_dr24_koi),0,11.634864,0.1002,1.8,,6020,1.01
Kepler-274 b,Kepler-274,0,Kepler Project Candidate (q1_q17_dr25_koi),0,11.63486009,0.1011,2.61,,5570,1.55
Kepler-274 b,Kepler-274,0,Kepler Project Candidate (q1_q16_koi),0,11.634864,0.1002,1.8,,6020,1.01
Kepler-274 b,Kepler-274,0,Published Confirmed,0,,,2.137,,5684,1.27
Kepler-274 b,Kepler-274,1,Published Confirmed,0,11.634788,0.101,1.54,,6023,1.01
Kepler-274 b,Kepler-274,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,11.63486009,,,,5668.23,1.31
Kepler-274 b,Kepler-274,0,Published Confirmed,0,11.634864,,1.92,,5954,1.1
Kepler-274 b,Kepler-274,0,Published Confirmed,0,11.63505917,,,,5668.23,1.31
Kepler-274 b,Kepler-274,0,Kepler Project Candidate (q1_q12_koi),0,11.634864,0.1002,1.8,,6020,1.01
Kepler-274 c,Kepler-274,1,Published Confirmed,0,33.197861,0.204,1.84,,6023,1.01
Kepler-274 c,Kepler-274,0,Kepler Project Candidate (q1_q12_koi),0,33.1981054,0.2015,1.95,,6020,1.01
Kepler-274 c,Kepler-274,0,Published Confirmed,0,33.1981054,,2.18,,5954,1.1
Kepler-274 c,Kepler-274,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,33.1981761,,,,5668.23,1.31
Kepler-274 c,Kepler-274,0,Kepler Project Candidate (q1_q17_dr24_koi),0,33.1981054,0.2015,1.95,,6020,1.01
Kepler-274 c,Kepler-274,0,Published Confirmed,0,,,2.631,,5684,1.27
Kepler-274 c,Kepler-274,0,Kepler Project Candidate (q1_q17_dr25_koi),0,33.1981761,0.2034,3.21,,5570,1.55
Kepler-274 c,Kepler-274,0,Kepler Project Candidate (q1_q16_koi),0,33.1981054,0.2015,1.95,,6020,1.01
Kepler-274 c,Kepler-274,0,Published Confirmed,0,33.19790974,,,,5668.23,1.31
Kepler-274 c,Kepler-274,0,Published Confirmed,0,33.197205,,,,5668.23,1.31
Kepler-275 b,Kepler-275,0,Kepler Project Candidate (q1_q17_dr24_koi),0,10.30065512,0.1022,2.25,,6535,1.28
Kepler-275 b,Kepler-275,0,Kepler Project Candidate (q1_q16_koi),0,10.30065512,0.1022,2.25,,6535,1.28
Kepler-275 b,Kepler-275,1,Published Confirmed,0,10.300682,0.098,2.34,,6165,1.38
Kepler-275 b,Kepler-275,0,Published Confirmed,0,10.30080543,,,,6222,1.44
Kepler-275 b,Kepler-275,0,Published Confirmed,0,10.30065512,,2.25,,6193,1.28
Kepler-275 b,Kepler-275,0,Published Confirmed,0,,,2.423,,6179,1.47
Kepler-275 b,Kepler-275,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,10.30067919,,,,6222,1.44
Kepler-275 b,Kepler-275,0,Kepler Project Candidate (q1_q12_koi),0,10.30065512,0.1022,2.25,,6535,1.28
Kepler-275 b,Kepler-275,0,Kepler Project Candidate (q1_q8_koi),0,10.30109,0.098,1.89,,6495,1.14
Kepler-275 b,Kepler-275,0,Kepler Project Candidate (q1_q17_dr25_koi),0,10.30067919,0.0951,2.2,,6157,1.33
Kepler-275 c,Kepler-275,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,16.08832318,,,,6222,1.44
Kepler-275 c,Kepler-275,0,Kepler Project Candidate (q1_q12_koi),0,16.08831829,0.1375,3.32,,6535,1.28
Kepler-275 c,Kepler-275,0,Published Confirmed,0,16.08815621,,,,6222,1.44
Kepler-275 c,Kepler-275,0,Kepler Project Candidate (q1_q17_dr24_koi),0,16.08831829,0.1375,3.32,,6535,1.28
Kepler-275 c,Kepler-275,0,Published Confirmed,0,16.08831829,,3.36,,6193,1.28
Kepler-275 c,Kepler-275,0,Published Confirmed,0,16.08819979,,,,6222,1.44
Kepler-275 c,Kepler-275,0,Kepler Project Candidate (q1_q8_koi),0,16.08821,0.133,2.84,,6495,1.14
Kepler-275 c,Kepler-275,0,Kepler Project Candidate (q1_q17_dr25_koi),0,16.08832318,0.1281,3.42,,6157,1.33
Kepler-275 c,Kepler-275,0,Published Confirmed,0,,,3.778,,6179,1.47
Kepler-275 c,Kepler-275,1,Published Confirmed,0,16.088134,0.132,3.38,,6165,1.38
Kepler-275 c,Kepler-275,0,Kepler Project Candidate (q1_q16_koi),0,16.08831829,0.1375,3.32,,6535,1.28
Kepler-275 d,Kepler-275,0,Kepler Project Candidate (q1_q12_koi),0,35.6756963,0.2338,3.08,,6535,1.28
Kepler-275 d,Kepler-275,0,Kepler Project Candidate (q1_q16_koi),0,35.6756963,0.2338,3.08,,6535,1.28
Kepler-275 d,Kepler-275,0,Kepler Project Candidate (q1_q8_koi),0,35.6756,0.225,2.8,,6495,1.14
Kepler-275 d,Kepler-275,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,35.6757453,,,,6222,1.44
Kepler-275 d,Kepler-275,0,Published Confirmed,0,,,3.328,,6179,1.47
Kepler-275 d,Kepler-275,1,Published Confirmed,0,35.676062,0.224,3.33,,6165,1.38
Kepler-275 d,Kepler-275,0,Published Confirmed,0,35.67449258,,,,6222,1.44
Kepler-275 d,Kepler-275,0,Kepler Project Candidate (q1_q17_dr24_koi),0,35.6756963,0.2338,3.08,,6535,1.28
Kepler-275 d,Kepler-275,0,Published Confirmed,0,35.67524129,,,,6222,1.44
Kepler-275 d,Kepler-275,0,Kepler Project Candidate (q1_q17_dr25_koi),0,35.6757453,0.2178,3.02,,6157,1.33
Kepler-275 d,Kepler-275,0,Published Confirmed,0,35.6756963,,3.1,,6193,1.28
Kepler-276 b,Kepler-276,1,Published Confirmed,0,14.12841,0.119,2.87,,6105,1.05
Kepler-276 b,Kepler-276,0,Published Confirmed,0,14.12853811,,,,5746,0.91
Kepler-276 b,Kepler-276,0,Published Confirmed,0,14.12846178,,2.69,,5833,1.03
Kepler-276 b,Kepler-276,0,Kepler Project Candidate (q1_q16_koi),0,14.12846178,0.1181,2.64,,6102,1.03
Kepler-276 b,Kepler-276,0,Kepler Project Candidate (q1_q17_dr24_koi),0,14.12846178,0.1181,2.64,,6102,1.03
Kepler-276 b,Kepler-276,0,Kepler Project Candidate (q1_q17_dr25_koi),0,14.12847677,0.1159,2.73,,5779,0.97
Kepler-276 b,Kepler-276,0,Published Confirmed,0,14.12832044,,,,5746,0.91
Kepler-276 b,Kepler-276,0,Published Confirmed,0,,,2.56,,5693,0.91
Kepler-276 b,Kepler-276,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,14.12847677,,,,5746,0.91
Kepler-276 b,Kepler-276,0,Kepler Project Candidate (q1_q8_koi),0,14.12843,0.116,2.4,,6057,0.95
Kepler-276 b,Kepler-276,0,Kepler Project Candidate (q1_q12_koi),0,14.12846178,0.1181,2.64,,6102,1.03
Kepler-276 c,Kepler-276,0,Kepler Project Candidate (q1_q17_dr24_koi),0,31.8841569,0.2032,3.15,,6102,1.03
Kepler-276 c,Kepler-276,0,Published Confirmed,0,31.88355187,,,,5746,0.91
Kepler-276 c,Kepler-276,0,Kepler Project Candidate (q1_q17_dr25_koi),0,31.8841473,0.1994,3.7,,5779,0.97
Kepler-276 c,Kepler-276,0,Published Confirmed,0,,,3.469,,5693,0.91
Kepler-276 c,Kepler-276,0,Published Confirmed,0,31.884,,2.83,25.2,,1.03
Kepler-276 c,Kepler-276,1,Published Confirmed,0,31.884,,2.9,16.6,,1.03
Kepler-276 c,Kepler-276,0,Kepler Project Candidate (q1_q8_koi),0,31.88293,0.2,2.9,,6057,0.95
Kepler-276 c,Kepler-276,0,Published Confirmed,0,31.8841569,,3.15,,5833,1.03
Kepler-276 c,Kepler-276,0,Kepler Project Candidate (q1_q16_koi),0,31.8841569,0.2032,3.15,,6102,1.03
Kepler-276 c,Kepler-276,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,31.8841473,,,,5746,0.91
Kepler-276 c,Kepler-276,0,Kepler Project Candidate (q1_q12_koi),0,31.8841569,0.2032,3.15,,6102,1.03
Kepler-276 d,Kepler-276,0,Published Confirmed,0,48.64703539,,,,5746,0.91
Kepler-276 d,Kepler-276,0,Published Confirmed,0,48.6476601,,2.59,,5833,1.03
Kepler-276 d,Kepler-276,0,Kepler Project Candidate (q1_q16_koi),0,48.6476601,0.2694,2.58,,6102,1.03
Kepler-276 d,Kepler-276,0,Kepler Project Candidate (q1_q8_koi),0,48.6541,0.265,2.8,,6057,0.95
Kepler-276 d,Kepler-276,0,Kepler Project Candidate (q1_q17_dr25_koi),0,48.6478543,0.2642,4.14,,5779,0.97
Kepler-276 d,Kepler-276,0,Kepler Project Candidate (q1_q12_koi),0,48.6476601,0.2694,2.58,,6102,1.03
Kepler-276 d,Kepler-276,0,Published Confirmed,0,,,3.882,,5693,0.91
Kepler-276 d,Kepler-276,0,Kepler Project Candidate (q1_q17_dr24_koi),0,48.6476601,0.2694,2.58,,6102,1.03
Kepler-276 d,Kepler-276,1,Published Confirmed,0,48.648,,2.8,16.3,,1.03
Kepler-276 d,Kepler-276,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,48.6478543,,,,5746,0.91
Kepler-276 d,Kepler-276,0,Published Confirmed,0,48.64704652,,,,5746,0.91
Kepler-276 d,Kepler-276,0,Published Confirmed,0,48.646,,2.74,18.4,,1.03
Kepler-277 b,Kepler-277,0,Kepler Project Candidate (q1_q17_dr25_koi),0,17.32419108,0.1385,3.14,,5968,1.86
Kepler-277 b,Kepler-277,0,Published Confirmed,0,17.324,,2.92,78.1,,1.69
Kepler-277 b,Kepler-277,0,Kepler Project Candidate (q1_q17_dr24_koi),0,17.32417247,0.1363,2.96,,5941,1.69
Kepler-277 b,Kepler-277,0,Published Confirmed,0,17.3240688,,,,5914,1.83
Kepler-277 b,Kepler-277,1,Published Confirmed,0,17.324,,2.92,87.3,,1.69
Kepler-277 b,Kepler-277,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,17.32419108,,,,5914,1.83
Kepler-277 b,Kepler-277,0,Published Confirmed,0,17.32417247,,2.73,,6061,1.57
Kepler-277 b,Kepler-277,0,Published Confirmed,0,17.32405491,,,,5914,1.83
Kepler-277 b,Kepler-277,0,Kepler Project Candidate (q1_q16_koi),0,17.32417247,0.1363,2.96,,5941,1.69
Kepler-277 b,Kepler-277,0,Kepler Project Candidate (q1_q8_koi),0,17.3244,0.139,2.92,,5946,1.65
Kepler-277 b,Kepler-277,0,Published Confirmed,0,,,2.994,,6065,1.77
Kepler-277 b,Kepler-277,0,Kepler Project Candidate (q1_q12_koi),0,17.32417247,0.1363,2.96,,5941,1.69
Kepler-277 c,Kepler-277,0,Published Confirmed,0,,,2.984,,6065,1.77
Kepler-277 c,Kepler-277,1,Published Confirmed,0,33.006,,3.36,64.2,,1.69
