Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
HD 63433 c,HD 63433,1,Published Confirmed,0,20.5453,0.1458,2.67,,5640,0.91
HD 63433 c,HD 63433,0,TESS Project Candidate,0,20.54382414,,2.558,,5694.11,0.9
HD 63454 b,HD 63454,0,Published Confirmed,0,2.818049,0.0368,12.31,,4840,1.05
HD 63454 b,HD 63454,0,Published Confirmed,0,2.817822,0.036,,,4841,
HD 63454 b,HD 63454,1,Published Confirmed,0,2.81805,0.04,,,4812,0.77
HD 63765 b,HD 63765,0,Published Confirmed,0,358,0.94,,,5432,
HD 63765 b,HD 63765,1,Published Confirmed,0,358,0.94,,,5449,0.83
HD 63935 b,HD 63935,0,TESS Project Candidate,0,9.0588586,,2.727,,5560.26,0.96
HD 63935 b,HD 63935,1,Published Confirmed,0,9.058811,,2.99,10.8,5534,0.96
HD 63935 c,HD 63935,1,Published Confirmed,0,21.4023,,2.9,11.1,5534,0.96
HD 63935 c,HD 63935,0,TESS Project Candidate,0,21.40165441,,3.001,,5560.26,0.96
HD 64114 b,HD 64114,1,Published Confirmed,0,45.791,0.246,,,5676,
HD 64121 b,HD 64121,1,Published Confirmed,0,623,1.51,,,5078,5.44
HD 6434 b,HD 6434,0,Published Confirmed,0,21.998,0.14,,,5835,
HD 6434 b,HD 6434,0,Published Confirmed,0,22.017,0.148,,,5690,1.14
HD 6434 b,HD 6434,1,Published Confirmed,0,21.998,0.14,,,5769,1.12
HD 65216 b,HD 65216,0,Published Confirmed,0,613.09998,1.37,,,5645,0.88
HD 65216 b,HD 65216,0,Published Confirmed,0,572.4,1.3,,,5623.44,0.89
HD 65216 b,HD 65216,1,Published Confirmed,0,577.6,1.301,,,5612,
HD 65216 b,HD 65216,0,Published Confirmed,0,613.1,1.37,,,5666,
HD 65216 c,HD 65216,1,Published Confirmed,0,5370,5.75,,,5612,
HD 65216 c,HD 65216,0,Published Confirmed,0,152.6,0.54,,,5623.44,0.89
HD 66141 b,HD 66141,1,Published Confirmed,0,480.5,1.2,,,4323,21.4
HD 66428 b,HD 66428,0,Published Confirmed,0,1973,3.18,,,5752,
HD 66428 b,HD 66428,0,Published Confirmed,0,2293.9,3.471,,,5669,1.16
HD 66428 b,HD 66428,0,Published Confirmed,0,1973,3.14,,,5716,1.13
HD 66428 b,HD 66428,0,Published Confirmed,0,2263.12,3.467,,,5773,1.1
HD 66428 b,HD 66428,1,Published Confirmed,0,2269.817257,3.39291,,3426.60694,,
HD 66428 b,HD 66428,0,Published Confirmed,0,2288.9,3.455,,,5647.6,1.17
HD 66428 b,HD 66428,0,Published Confirmed,0,2280.4,,,,,
HD 66428 c,HD 66428,1,Published Confirmed,0,10478.84437,9.418207,,768.2868,,
HD 66428 c,HD 66428,0,Published Confirmed,0,39000,23,,,5647.6,1.17
HD 67087 b,HD 67087,1,Published Confirmed,0,352.2,1.08,,,6330,1.55
HD 67087 c,HD 67087,1,Published Confirmed,0,2374,3.86,,,6330,1.55
HD 6718 b,HD 6718,1,Published Confirmed,0,2496,3.55,,,5801,0.95
HD 6718 b,HD 6718,0,Published Confirmed,0,2496,3.56,,,5746,1.02
HD 68402 b,HD 68402,1,Published Confirmed,0,1103,2.18,,,5950,1.02
HD 68988 b,HD 68988,0,Published Confirmed,0,6.27711,0.0704,,,5960,
HD 68988 b,HD 68988,1,Published Confirmed,0,6.27711,0.07,,,5932,1.19
HD 68988 b,HD 68988,0,Published Confirmed,0,6.276,0.071,,,,
HD 68988 b,HD 68988,0,Published Confirmed,0,6.2764187,0.0702,,,5883.41,1.26
HD 68988 c,HD 68988,1,Published Confirmed,0,16000,13.2,,,5883.41,1.26
HD 69123 b,HD 69123,1,Published Confirmed,0,1193.3,2.482,,,4842,7.72
HD 69830 b,HD 69830,0,Published Confirmed,0,8.66945,0.0794,,,5420.58,0.89
HD 69830 b,HD 69830,1,Published Confirmed,0,8.667,0.0785,,,5385,
HD 69830 c,HD 69830,1,Published Confirmed,0,31.56,0.186,,,5385,
HD 69830 c,HD 69830,0,Published Confirmed,0,31.613,0.1882,,,5420.58,0.89
HD 69830 d,HD 69830,1,Published Confirmed,0,197,0.63,,,5385,
HD 69830 d,HD 69830,0,Published Confirmed,0,200.61,0.645,,,5420.58,0.89
HD 70573 b,HD 70573,1,Published Confirmed,0,851.8,1.76,,,5737,
HD 70642 b,HD 70642,0,Published Confirmed,0,2068,3.18,,,5665,1.02
HD 70642 b,HD 70642,0,Published Confirmed,0,2231,3.3,,,5670,
HD 70642 b,HD 70642,0,Published Confirmed,0,2068,3.23,,,5706,
HD 70642 b,HD 70642,1,Published Confirmed,0,2124.54,3.318,,,5732,0.98
HD 7199 b,HD 7199,1,Published Confirmed,0,615,1.36,,,5371,0.97
HD 7199 b,HD 7199,0,Published Confirmed,0,615,1.36,,,5386,0.96
HD 72490 b,HD 72490,1,Published Confirmed,0,858,1.88,,,4934,4.96
HD 72659 b,HD 72659,0,Published Confirmed,0,3658,4.75,,,5932,1.46
HD 72659 b,HD 72659,0,Published Confirmed,0,2185,3.24,,,,
HD 72659 b,HD 72659,0,Published Confirmed,0,3383,4.511,,,5920,
HD 72659 b,HD 72659,0,Published Confirmed,0,3630,4.77,,,5943.3,1.45
HD 72659 b,HD 72659,0,Published Confirmed,0,3658,4.74,,,5926,1.36
HD 72659 b,HD 72659,0,Published Confirmed,0,3506,,,,,
HD 72659 b,HD 72659,1,Published Confirmed,0,3549.398535,4.689125,,1071.53588,,
HD 72659 b,HD 72659,0,Published Confirmed,0,3570,4.652,,,5865.17,1.52
HD 72659 c,HD 72659,1,Published Confirmed,0,18207.72098,13.940621,,5948.05833,,
HD 72892 b,HD 72892,1,Published Confirmed,0,39.44603442,0.227825,,,,
HD 72892 b,HD 72892,0,Published Confirmed,0,39.475,0.228,,,5688,1.22
HD 73267 b,HD 73267,0,Published Confirmed,0,1245.36,2.187,,,5387,0.91
HD 73267 b,HD 73267,1,Published Confirmed,0,1257.99159,2.227469,,1325.38828,,
HD 73267 b,HD 73267,0,Published Confirmed,0,1260,2.198,,,5317,1.04
HD 73267 c,HD 73267,1,Published Confirmed,0,17071.78045,12.621165,,1716.49961,,
HD 73526 b,HD 73526,0,Published Confirmed,0,190.5,0.66,,,,
HD 73526 b,HD 73526,1,Published Confirmed,0,188.3,0.65,,,5601,1.53
HD 73526 b,HD 73526,0,Published Confirmed,0,188.9,0.65,,,,
HD 73526 c,HD 73526,1,Published Confirmed,0,379.1,1.03,,,,
HD 73534 b,HD 73534,1,Published Confirmed,0,1750,2.99,,,4917,2.58
HD 73534 b,HD 73534,0,Published Confirmed,0,1770,3.02,,,4973,2.63
HD 73534 b,HD 73534,0,Published Confirmed,0,1707,,,,,
HD 73534 b,HD 73534,0,Published Confirmed,0,1770,3.067,,,5041,2.39
HD 73534 b,HD 73534,0,Published Confirmed,0,1721,2.95,,,4917,2.58
HD 73583 b,HD 73583,0,TESS Project Candidate,0,6.39805964,,2.522,,4695,0.63
HD 73583 b,HD 73583,1,Published Confirmed,0,6.398042,0.0604,2.79,10.2,4511,0.65
HD 73583 c,HD 73583,1,Published Confirmed,0,18.87974,0.1242,2.39,9.7,4511,0.65
HD 73583 c,HD 73583,0,TESS Project Candidate,0,18.87974368,,2.465,,4695,0.63
HD 74156 b,HD 74156,0,Published Confirmed,0,51.63603,0.2844,,,5951.71,1.51
HD 74156 b,HD 74156,0,Published Confirmed,0,51.6385,0.2916,,,5977,1.48
HD 74156 b,HD 74156,0,Published Confirmed,0,51.638,0.29169,,,5960,1.64
HD 74156 b,HD 74156,1,Published Confirmed,0,51.63563941,0.280148,,,,
HD 74156 b,HD 74156,0,Published Confirmed,0,51.645,0.292,,,6068,
HD 74156 b,HD 74156,0,Published Confirmed,0,51.643,0.294,,,6105,
HD 74156 c,HD 74156,0,Published Confirmed,0,2448.9,3.82,,,5977,1.48
HD 74156 c,HD 74156,1,Published Confirmed,0,2448.487263,3.676463,,2894.47226,,
HD 74156 c,HD 74156,0,Published Confirmed,0,2520,3.9,,,5960,1.64
HD 74156 c,HD 74156,0,Published Confirmed,0,2460,,,,,
HD 74156 c,HD 74156,0,Published Confirmed,0,2448.6,3.726,,,5951.71,1.51
HD 74156 c,HD 74156,0,Published Confirmed,0,2473,3.85,,,6068,
HD 74156 c,HD 74156,0,Published Confirmed,0,2025,3.4,,,6105,
HD 7449 b,HD 7449,0,Published Confirmed,0,1270.5,2.33,,,6032.6,1.03
HD 7449 b,HD 7449,0,Published Confirmed,0,1275,2.3,,,6024,1.01
HD 7449 b,HD 7449,0,Published Confirmed,0,1275,2.34,,,6047,0.97
HD 7449 b,HD 7449,1,Published Confirmed,0,1270.551949,2.43855,,2652.63439,,
HD 7449 b,HD 7449,0,Published Confirmed,0,1255.5,2.38,,,6024,
HD 75289 b,HD 75289,0,Published Confirmed,0,3.5098,0.046,,,6000,
HD 75289 b,HD 75289,0,Published Confirmed,0,3.509267,0.0482,,,6095,
HD 75289 b,HD 75289,0,Published Confirmed,0,3.508,0.047,,,,
HD 75289 b,HD 75289,1,Published Confirmed,0,3.50927,0.05,,,6117,1.23
HD 75784 b,HD 75784,1,Published Confirmed,0,341.2,1.032,,,4867,3.4
HD 75784 b,HD 75784,0,Published Confirmed,0,341.7,1.073,,,4917,3.3
HD 75784 b,HD 75784,0,Published Confirmed,0,341.5,1.033,,,4867,3.4
HD 75784 c,HD 75784,0,Published Confirmed,0,3878,5.22,,,4867,3.4
HD 75784 c,HD 75784,1,Published Confirmed,0,7900,8.4,,,4867,3.4
HD 75784 c,HD 75784,0,Published Confirmed,0,5040,6.46,,,4917,3.17
HD 75898 b,HD 75898,0,Published Confirmed,0,418.20001,1.19,,,6061,1.55
HD 75898 b,HD 75898,0,Published Confirmed,0,418.2,1.19,,,6021,1.6
HD 75898 b,HD 75898,1,Published Confirmed,0,422.9,1.191,,,5963,1.58
HD 76700 b,HD 76700,0,Published Confirmed,0,3.97097,0.0511,,,5668,
HD 76700 b,HD 76700,1,Published Confirmed,0,3.97097,0.05,,,5644,1.37
HD 76700 b,HD 76700,0,Published Confirmed,0,3.971,0.049,,,,
HD 76920 b,HD 76920,1,Published Confirmed,0,415.4,1.149,,,4698,7.47
HD 77338 b,HD 77338,0,Published Confirmed,0,5.7361,0.0614,,15.9,5370,0.88
HD 77338 b,HD 77338,1,Published Confirmed,0,5.7361,0.06,,,5341,0.97
HD 79181 b,HD 79181,1,Published Confirmed,0,273.1,0.9,,,4862,11.06
HD 7924 b,HD 7924,0,Published Confirmed,0,5.39792,0.05664,,,5075,0.78
HD 7924 b,HD 7924,0,Published Confirmed,0,5.39785,0.05595,,,5171.13,0.78
HD 7924 b,HD 7924,0,Published Confirmed,0,5.3978,0.057,,,5177,0.78
HD 7924 b,HD 7924,0,Published Confirmed,0,5.39699,,,,5136,0.79
HD 7924 b,HD 7924,1,Published Confirmed,0,5.39792,0.06,,,5131,0.78
HD 7924 c,HD 7924,0,Published Confirmed,0,15.3006,0.1121,,,5171.13,0.78
HD 7924 c,HD 7924,1,Published Confirmed,0,15.299,0.1134,,,5075,0.78
HD 7924 d,HD 7924,1,Published Confirmed,0,24.451,0.1551,,,5075,0.78
HD 7924 d,HD 7924,0,Published Confirmed,0,24.4459,0.1532,,,5171.13,0.78
HD 79498 b,HD 79498,0,Published Confirmed,0,1966.1,3.13,,,5740,
HD 79498 b,HD 79498,1,Published Confirmed,0,1807,2.98,,,5748,1.05
HD 80606 b,HD 80606,0,Published Confirmed,0,111.4357,0.449,10.98,1252.2,,0.98
HD 80606 b,HD 80606,0,Published Confirmed,0,111.429,0.447,,,5573,
HD 80606 b,HD 80606,1,Published Confirmed,0,111.4367,,11.994,1392.0954,5561,1.04
HD 80606 b,HD 80606,0,Published Confirmed,0,111.4367,0.4565,11.243,1308.18828,5574,1.04
HD 80606 b,HD 80606,0,Published Confirmed,0,111.4367,0.4564,11.243,1307.55262,5574,1.04
HD 80606 b,HD 80606,0,Published Confirmed,0,111.428,0.46,,,5524,1.09
HD 80606 b,HD 80606,0,Published Confirmed,0,111.43639,0.4602,,,5565.89,1.07
HD 80653 b,HD 80653,0,TESS Project Candidate,0,0.71957121,,1.611,,5910,1.26
HD 80653 b,HD 80653,1,Published Confirmed,0,0.719573,0.0166,1.613,5.6,,1.22
HD 80653 b,HD 80653,0,Published Candidate,0,0.719597,,,,6080,1.22
HD 80869 b,HD 80869,1,Published Confirmed,0,1752.920673,2.906141,,1797.84225,,
HD 80869 b,HD 80869,0,Published Confirmed,0,1711.7,2.878,,,5837,1.06
HD 80883 b,HD 80883,1,Published Confirmed,0,6383.783522,6.497354,,1740.73691,,
HD 80913 b,HD 80913,1,Published Confirmed,0,10839.83341,9.88693,,7469.38301,,
HD 81040 b,HD 81040,0,Published Confirmed,0,1001.7,1.94,,,5700,0.86
HD 81040 b,HD 81040,0,Published Confirmed,0,1002.7,1.946,,2301.07767,,
HD 81040 b,HD 81040,1,Published Confirmed,0,1005.988539,1.988479,,2172.35017,,
HD 81040 b,HD 81040,0,Published Confirmed,0,1001.70001,1.94,,,5755,0.91
HD 81688 b,HD 81688,0,Published Confirmed,0,,0.66,,,,
HD 81688 b,HD 81688,1,Published Confirmed,0,184.02,0.81,,,4753,13
HD 81817 b,HD 81817,1,Published Confirmed,0,1021.201592,3.233953,,8433.90298,,
HD 81817 b,HD 81817,0,Published Confirmed,0,1047.1,3.3,,,4140,83.8
HD 81817 c,HD 81817,1,Published Confirmed,0,622.9780187,2.324089,,,,
HD 82886 b,HD 82886,0,Published Confirmed,0,705,1.65,,,5112,4.8
HD 82886 b,HD 82886,1,Published Confirmed,0,705,1.58,,,4953,5.26
HD 82943 b,HD 82943,1,Published Confirmed,0,441.47,1.18306,,534.25,5935,1.18
HD 82943 b,HD 82943,0,Published Confirmed,0,442.4,1.151,,,6011,1.03
HD 82943 b,HD 82943,0,Published Confirmed,0,441.2,1.18,,,5935,1.18
HD 82943 b,HD 82943,0,Published Confirmed,0,435.1,1.18,,,6005,
HD 82943 b,HD 82943,0,Published Confirmed,0,441.93,1.189,,,5918.31,1.2
HD 82943 c,HD 82943,0,Published Confirmed,0,219.3,0.747,,,5935,1.18
HD 82943 c,HD 82943,0,Published Confirmed,0,219.3,0.7209,,,6011,1.03
HD 82943 c,HD 82943,0,Published Confirmed,0,219.4,0.75,,,6005,
HD 82943 c,HD 82943,1,Published Confirmed,0,220.078,0.74345,,622.603,5935,1.18
HD 82943 c,HD 82943,0,Published Confirmed,0,219.929,0.747,,,5918.31,1.2
HD 8326 b,HD 8326,1,Published Confirmed,0,158.991,0.533,,,4914,
HD 83443 b,HD 83443,1,Published Confirmed,0,2.985628,0.0406,,,5442,0.94
HD 83443 b,HD 83443,0,Published Confirmed,0,2.98553,0.0375,,,,
HD 83443 b,HD 83443,0,Published Confirmed,0,2.9857,0.04,,,5442,0.94
HD 83443 b,HD 83443,0,Published Confirmed,0,2.98565,0.039,,,5454,
HD 83443 b,HD 83443,0,Published Confirmed,0,2.985625,0.0406,,,5429,1
HD 83443 b,HD 83443,0,Published Confirmed,0,2.98566,0.04067,,,5429.16,1.02
HD 83443 b,HD 83443,0,Published Confirmed,0,2.985698,0.0406,,,5429,1
HD 83443 c,HD 83443,1,Published Confirmed,0,8241,8,,476.74261,5442,0.94
HD 8535 b,HD 8535,1,Published Confirmed,0,1313,2.45,,,6136,1.19
HD 85390 b,HD 85390,1,Published Confirmed,0,799.52,1.373,,,5186,
HD 85390 b,HD 85390,0,Published Confirmed,0,788,1.52,,,5186,
HD 85390 b,HD 85390,0,Published Confirmed,0,788,1.52,,,5164,0.8
HD 85512 b,HD 85512,1,Published Confirmed,0,58.43,0.26,,,4300,0.71
HD 85512 b,HD 85512,0,Published Confirmed,0,58.43,0.26,,,4715,
HD 8574 b,HD 8574,1,Published Confirmed,0,227,0.76,,,6064,1.38
HD 8574 b,HD 8574,0,Published Confirmed,0,227.04,0.75,,,6004.14,1.42
HD 8574 b,HD 8574,0,Published Confirmed,0,227,0.757,,,6050,
HD 8574 b,HD 8574,0,Published Confirmed,0,227.55,0.77,,,6031,1.41
HD 86065 b,HD 86065,1,Published Confirmed,0,25775.78859,16.107189,,2801.89869,,
HD 86081 b,HD 86081,0,Published Confirmed,0,2.1375,0.035,,,,1.22
HD 86081 b,HD 86081,0,Published Confirmed,0,2.1375,0.03,,,6018,1.58
HD 86081 b,HD 86081,1,Published Confirmed,0,2.1378431,0.0346,,,5939,1.46
HD 86226 b,HD 86226,0,Published Confirmed,0,1534,2.6,,,,
HD 86226 b,HD 86226,1,Published Confirmed,0,1628,2.73,,143.0235,5863,1.05
HD 86226 b,HD 86226,0,Published Confirmed,0,1695,2.84,,,5903,1.02
HD 86226 c,HD 86226,0,TESS Project Candidate,0,3.98467677,,2.109,,5903,1.03
HD 86226 c,HD 86226,1,Published Confirmed,0,3.98442,0.049,2.16,7.25,5863,1.05
HD 86264 b,HD 86264,0,Published Confirmed,0,1475,2.86,,,6210,1.88
HD 86264 b,HD 86264,1,Published Confirmed,0,1488.791227,2.762119,,4073.50239,,
HD 8673 b,HD 8673,0,Published Confirmed,0,1634,3.02,,,6389.05,1.5
HD 8673 b,HD 8673,1,Published Confirmed,0,1644.690965,2.965265,,4259.27322,,
HD 86950 b,HD 86950,1,Published Confirmed,0,1270,2.72,,,4805,8.8
HD 87646 b,HD 87646,1,Published Confirmed,0,13.481,0.117,,,5770,1.55
HD 87883 b,HD 87883,0,Published Confirmed,0,2754,3.6,,,4980,0.76
HD 87883 b,HD 87883,1,Published Confirmed,0,3309.221176,4.051612,,1705.47518,,
HD 87883 b,HD 87883,0,Published Confirmed,0,3303,4.072,,,4989.41,0.8
HD 87883 b,HD 87883,0,Published Confirmed,0,2754,3.58,,,4915,0.79
HD 87883 b,HD 87883,0,Published Confirmed,0,3006,3.77,,2005.49725,,
HD 88072 b,HD 88072,1,Published Confirmed,0,18538.79293,13.912743,,2565.90908,,
HD 88133 b,HD 88133,0,Published Confirmed,0,3.41587,0.0472,,,5392,2.03
HD 88133 b,HD 88133,0,Published Confirmed,0,3.414887,0.0479,,,5392,2.2
HD 88133 b,HD 88133,1,Published Confirmed,0,3.414884,0.0479,,,5392,2.2
HD 88133 b,HD 88133,0,Published Confirmed,0,3.41587,0.05,,,5404,2.01
HD 88133 b,HD 88133,0,Published Confirmed,0,3.4148674,0.04691,,324.1866,5438,1.94
HD 88133 b,HD 88133,0,Published Confirmed,0,3.415,0.046,,,5494,1.93
HD 89307 b,HD 89307,0,Published Confirmed,0,2199,3.34,,,,
HD 89307 b,HD 89307,0,Published Confirmed,0,2157,3.27,,,5950,1.05
HD 89307 b,HD 89307,1,Published Confirmed,0,2166,3.27,,,5955,1.1
HD 89307 b,HD 89307,0,Published Confirmed,0,2900,3.9,,,5956.14,1.09
HD 89307 b,HD 89307,0,Published Confirmed,0,2199,3.3632,,,5906,1.01
HD 89345 b,HD 89345,0,Published Confirmed,0,11.81399,0.105,6.86,35.7,5499,1.66
HD 89345 b,HD 89345,1,Published Confirmed,0,11.8143,0.1066,7.398,34.9613,5576,1.75
HD 89345 b,HD 89345,0,TESS Project Candidate,0,11.81417262,,6.972,,5609,1.79
HD 89345 b,HD 89345,0,Published Confirmed,0,11.8143,0.1115,7.263,38.45743,5622,1.73
HD 89744 b,HD 89744,0,Published Confirmed,0,256.78,0.918,,,6291,
HD 89744 b,HD 89744,0,Published Confirmed,0,256.78,0.91,,,6249.16,2.13
HD 89744 b,HD 89744,1,Published Confirmed,0,256.78,0.917,,,6291,
HD 90156 b,HD 90156,1,Published Confirmed,0,49.77,0.25,,,5599,
HD 90156 b,HD 90156,0,Published Confirmed,0,49.609,0.2509,,,5629.62,0.92
HD 9174 b,HD 9174,1,Published Confirmed,0,1179,2.2,,,5577,1.67
HD 92788 b,HD 92788,0,Published Confirmed,0,325.705,0.949,,,5702.25,1.16
HD 92788 b,HD 92788,1,Published Confirmed,0,325.803,0.97,,,5744,1.14
HD 92788 b,HD 92788,0,Published Confirmed,0,326.7,0.95,,,5754,1.05
HD 92788 b,HD 92788,0,Published Confirmed,0,325.72,0.971,,,5744,
HD 92788 b,HD 92788,0,Published Confirmed,0,325,0.96,,,5821,
HD 92788 b,HD 92788,0,Published Confirmed,0,325.81,0.95,,,5738,1.11
HD 92788 c,HD 92788,1,Published Confirmed,0,11611.2975,10.5,,,5744,1.14
HD 92788 c,HD 92788,0,Published Confirmed,0,8360,8.26,,,5702.25,1.16
HD 93083 b,HD 93083,1,Published Confirmed,0,143.58,0.477,,,4995,
HD 93351 b,HD 93351,1,Published Confirmed,0,2.45946479,0.034915,,,,
HD 93351 c,HD 93351,1,Published Confirmed,0,14010.2941,11.342789,,4230.46976,,
HD 93385 b,HD 93385,1,Published Confirmed,0,7.3426,0.0756,,,5977,
HD 93385 c,HD 93385,1,Published Confirmed,0,13.18,0.112,,,5977,
HD 93385 d,HD 93385,1,Published Confirmed,0,45.85,0.2565,,,5977,
HD 93963 A b,HD 93963 A,1,Published Confirmed,0,1.0391353,0.02085,1.35,7.8,5987,1.04
HD 93963 A b,HD 93963 A,0,TESS Project Candidate,0,1.0376109,,1.537,,5922,1.05
HD 93963 A c,HD 93963 A,1,Published Confirmed,0,3.6451398,0.04813,3.228,19.2,5987,1.04
HD 93963 A c,HD 93963 A,0,TESS Project Candidate,0,3.6451549,,2.993,,5922,1.05
HD 9446 b,HD 9446,1,Published Confirmed,0,30.052,0.189,,,5793,1
HD 9446 c,HD 9446,1,Published Confirmed,0,192.9,0.654,,,5793,1
HD 94834 b,HD 94834,1,Published Confirmed,0,1576,2.74,,,4798,4.2
HD 95086 b,HD 95086,0,Published Confirmed,0,,,,1748.065,7595,1.49
HD 95086 b,HD 95086,0,Published Confirmed,0,,56,,1589,,
HD 95086 b,HD 95086,1,Published Confirmed,0,,55.7,,1589,,
HD 95086 b,HD 95086,0,Published Confirmed,0,,,,1430.235,7595,1.49
HD 95089 b,HD 95089,1,Published Confirmed,0,464.4,1.36,,,4918,5.08
HD 95089 b,HD 95089,0,Published Confirmed,0,507,1.51,,,5002,4.9
HD 95089 c,HD 95089,1,Published Confirmed,0,1785,3.33,,,4918,5.08
HD 95089 c,HD 95089,0,Published Confirmed,0,1860,,,,,
HD 95127 b,HD 95127,1,Published Confirmed,0,482,1.28,,,4218,41.01
HD 95127 b,HD 95127,0,Published Confirmed,0,482,1.28,,,4218,20
HD 95338 b,HD 95338,1,Published Confirmed,0,55.087,0.262,3.89,42.44,5212,0.87
HD 95338 b,HD 95338,0,TESS Project Candidate,0,55.087,,4.064,,5175,0.87
HD 95544 b,HD 95544,0,Published Confirmed,0,2172,3.386,,,5722,1.09
HD 95544 b,HD 95544,1,Published Confirmed,0,2041.541518,3.167126,,2108.25626,,
HD 95735 c,GJ 411,1,Published Confirmed,0,2946,2.94,,,3719,0.37
HD 95735 c,GJ 411,0,Published Confirmed,0,3190,3.1,,,3719.95,0.37
HD 95872 b,HD 95872,0,Published Confirmed,0,4375,5.2,,,5312,
HD 95872 b,HD 95872,1,Published Confirmed,0,4375,5.15,,,5312,0.84
HD 96063 b,HD 96063,0,Published Confirmed,0,361.1,0.99,,,5148,4.5
HD 96063 b,HD 96063,1,Published Confirmed,0,362.5,1.11,,,5020,4.75
HD 96127 b,HD 96127,0,Published Confirmed,0,647.3,1.4,,,4152,35
HD 96127 b,HD 96127,1,Published Confirmed,0,647.29999,1.42,,,3943,51.1
HD 96167 b,HD 96167,1,Published Confirmed,0,498.04,1.332,,,5733,1.94
HD 96167 b,HD 96167,0,Published Confirmed,0,498.9,1.3,,,5770,1.86
HD 96167 b,HD 96167,0,Published Confirmed,0,498.1,1.332,,,5733,1.94
HD 96167 b,HD 96167,0,Published Confirmed,0,498.89999,1.35,,,5807,1.85
HD 96700 b,HD 96700,1,Published Confirmed,0,8.1245,0.0777,,,5845,
HD 96700 c,HD 96700,1,Published Confirmed,0,19.88,0.141,,,5845,
HD 96700 d,HD 96700,1,Published Confirmed,0,103.5,0.424,,,5845,
HD 96992 b,HD 96992,1,Published Confirmed,0,514,1.24,,,4725,7.43
HD 97037 b,HD 97037,1,Published Confirmed,0,6449.083373,6.91483,,6674.04272,,
HD 97048 b,HD 97048,1,Published Confirmed,0,,130,,794.575,10000,2.25
HD 97658 b,HD 97658,0,Published Confirmed,0,9.494,0.0831,,,5170,0.68
HD 97658 b,HD 97658,0,TESS Project Candidate,0,9.4893231,,2.43,,5120,0.77
HD 97658 b,HD 97658,0,Published Confirmed,0,9.48908,0.0805,,,5194.04,0.75
HD 97658 b,HD 97658,0,Published Confirmed,0,9.4957,,,,5120,0.77
HD 97658 b,HD 97658,0,Published Confirmed,0,9.4903,0.08,2.247,7.55,5170,0.74
HD 97658 b,HD 97658,0,Published Confirmed,0,9.489264,,,,5170,
HD 97658 b,HD 97658,0,Published Confirmed,0,9.4909,0.0796,2.341,7.86,5119,0.7
HD 97658 b,HD 97658,1,Published Confirmed,0,9.4897116,,2.12,8.3,5212,0.73
HD 97658 b,HD 97658,0,Published Confirmed,0,9.4909,,2.354,8.88263,5175,0.74
HD 98219 b,HD 98219,0,Published Confirmed,0,436.89999,1.32,,,4946,3.85
HD 98219 b,HD 98219,1,Published Confirmed,0,433.8,1.26,,,4925,4.6
HD 98219 b,HD 98219,0,Published Confirmed,0,436.9,1.23,,,4992,4.5
HD 98649 b,HD 98649,1,Published Confirmed,0,5697.304303,6.29367,,2665.27978,,
HD 98649 b,HD 98649,0,Published Confirmed,0,6022.9725,6.57,,,5790,1.01
HD 98649 b,HD 98649,0,Published Confirmed,0,5384,5.97,,3082.93555,,
HD 98649 b,HD 98649,0,Published Confirmed,0,4951,5.6,,,5759,1
HD 98736 b,HD 98736,1,Published Confirmed,0,968.8,1.864,,,5271,0.93
HD 99109 b,HD 99109,0,Published Confirmed,0,439.3,1.105,,,5272,
HD 99109 b,HD 99109,0,Published Confirmed,0,441,1.122,,,5323.91,0.99
HD 99109 b,HD 99109,1,Published Confirmed,0,439.29999,1.11,,,5282,0.98
HD 99283 b,HD 99283,1,Published Confirmed,0,310.4,1.08,,,4886,11.21
HD 99492 b,HD 99492,1,Published Confirmed,0,17.0431,0.12,,,4815,0.83
HD 99492 b,HD 99492,0,Published Confirmed,0,17.054,0.123,,,4929,0.78
HD 99492 b,HD 99492,0,Published Confirmed,0,17.054,0.12186,,,4740,0.96
HD 99492 b,HD 99492,0,Published Confirmed,0,17.0431,0.1232,,,5069.61,0.75
HD 99492 b,HD 99492,0,Published Confirmed,0,17.038,0.119,,,4954,
HD 99492 b,HD 99492,0,Published Confirmed,0,17.0495,0.1231,,,4936.48,0.82
HD 99706 b,HD 99706,0,Published Confirmed,0,868,2.14,,,4932,5.4
HD 99706 b,HD 99706,0,Published Confirmed,0,868,2.13,,,4891,6.29
HD 99706 b,HD 99706,1,Published Confirmed,0,841,1.98,,,4862,5.52
HD 99706 c,HD 99706,1,Published Confirmed,0,1278,,,,,
HIP 105854 b,HIP 105854,1,Published Confirmed,0,184.2,0.81,,,4780,
HIP 107772 b,HIP 107772,1,Published Confirmed,0,55.199,0.243,,,,
HIP 107773 b,HIP 107773,1,Published Confirmed,0,144.3,0.72,,,4945,11.6
HIP 109384 b,HIP 109384,1,Published Confirmed,0,499.48,1.134,,,5180,
HIP 109600 b,HIP 109600,1,Published Confirmed,0,232.08,0.706,,,5530,
HIP 114933 b,HIP 114933,1,Published Confirmed,0,1481.6,2.84,,,4823,5.27
HIP 116454 b,HIP 116454,0,Published Confirmed,0,9.1205,0.0906,2.53,11.82,5089,0.72
HIP 116454 b,HIP 116454,1,Published Confirmed,0,9.1205,,2.466,12.7132,5089,0.72
