,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityToTitan
1986,WASP-80 b,WASP-80,0,0.034,10.65,174.8,0.0,,800.0,4150.0,,,,,,,,,,,,,,0.0002574039382803317
1987,HATS-3 b,HATS-3,0,,11.097,174.8065,0.0,,,6351.0,1.0,0.44,,4.22,,,,,,,,,,0.00025739436821126116
1988,OGLE-TR-111 b,OGLE-TR-111,0,0.04676,11.332,174.8065,,,1019.0,5044.0,0.82,0.85,,4.54,,,,,,,,,,0.00025739436821126116
1989,WASP-159 b,WASP-159,0,0.0538,15.468,174.8065,0.0,,1850.0,6120.0,2.11,1.41,,3.94,,,,,,,,,,0.00025739436821126116
1990,WASP-60 b,WASP-60,0,,9.864,174.8065,0.0,,,5900.0,1.17,1.19,,4.2,,,,,,,,,,0.00025739436821126116
1991,WASP-15 b,WASP-15,0,0.0499,15.457,175.12433,0.087,,,6300.0,1.44,1.18,,4.35,,,,,,,,,,0.0002569272878076845
1992,WASP-80 b,WASP-80,0,0.0346,10.671,176.07,0.07,,,4145.0,0.57,0.57,,4.69,,,,,,,,,,0.00025554751054146507
1993,HD 170469 b,HD 170469,0,2.213,,176.39477,0.15,,,5765.62,1.27,1.13,,4.28,,,,,,,,,,0.00025507706813521214
1994,XO-2 N b,XO-2 N,0,0.03647,11.119,176.39565,,,1328.0,5340.0,0.97,0.95,,4.44,,,,,,,,,,0.0002550757957727745
1995,HAT-P-4 b,HAT-P-4,0,,15.323,176.71348,0.0,,,,1.62,0.56,,,,,,,,,,,,0.0002546170847612661
1996,GJ 876 c,GJ 876,0,0.13,,177.98,0.27,,,3271.0,0.35,0.34,-1.893,4.87,,(51.192583210574895+51.192583210574895j),(39.1868686657678+39.1868686657678j),(52.101840709818745+52.101840709818745j),(51.83935457448554+51.83935457448554j),(661.4951951852456+661.4951951852456j),(1418.0090070261426+1418.0090070261426j),(607.6053110104248+607.6053110104248j),(782.061695837695+782.061695837695j),0.00025280543812600254
1997,Kepler-41 b,Kepler-41,0,0.03101,14.46,177.98,0.0,,1790.0,5750.0,1.29,1.15,,4.28,,,,,,,,,,0.00025280543812600254
1998,WASP-88 b,WASP-88,0,0.06431,19.055,177.98,0.0,,1772.0,6431.0,2.08,1.45,,3.96,,,,,,,,,,0.00025280543812600254
1999,TOI-216.01,TOI-216,0,,10.1,177.98391,0.0046,,,,0.75,0.77,,,,,,,,,,,,0.00025279988512783014
2000,HATS-44 b,HATS-44,0,0.03649,11.96,177.9848,0.279,,1161.0,5080.0,0.85,0.86,-0.398,4.51,,(65.42969621082776+65.42969621082776j),(50.08508560132881+50.08508560132881j),(66.59182631292138+66.59182631292138j),(66.25634044724897+66.25634044724897j),(845.4628962140778+845.4628962140778j),(1812.3699320328967+1812.3699320328967j),(776.5857556351109+776.5857556351109j),(999.5600137289988+999.5600137289988j),0.0002527986211802169
2001,HD 192263 b,HD 192263,0,0.15,,177.9848,0.05,,,4976.0,0.74,0.66,,4.51,,,,,,,,,,0.0002527986211802169
2002,HD 207832 b,HD 207832,0,0.57,,177.9848,0.13,,,5710.0,0.9,0.94,-0.112,,,(12.057524286938447+12.057524286938447j),(9.229786641611755+9.229786641611755j),(12.271684106440366+12.271684106440366j),(12.209860053945373+12.209860053945373j),(155.8037098622439+155.8037098622439j),(333.9874053822567+333.9874053822567j),(143.11088315753523+143.11088315753523j),(184.20105609164432+184.20105609164432j),0.0002527986211802169
2003,HD 207832 b,HD 207832,0,0.586,,177.9848,0.197,,,5726.0,0.89,1.05,-0.11,,,(11.838329695263655+11.838329695263655j),(9.061997693730877+9.061997693730877j),(12.048596288173465+12.048596288173465j),(11.98789613952638+11.98789613952638j),(152.9713431382002+152.9713431382002j),(327.9158245829883+327.9158245829883j),(140.5092602330087+140.5092602330087j),(180.85245199056766+180.85245199056766j),0.0002527986211802169
2004,Kepler-41 b,Kepler-41,0,0.02396,11.657,177.9848,,,1770.0,5620.0,1.02,1.12,,4.47,,,,,,,,,,0.0002527986211802169
2005,Kepler-8 b,Kepler-8,0,0.04835,15.906,177.9848,0.18,,,6210.0,1.49,1.21,,,,,,,,,,,,0.0002527986211802169
2006,WASP-22 b,WASP-22,0,0.0468,12.554,177.9848,0.023,,1430.0,6000.0,1.13,1.1,,4.37,,,,,,,,,,0.0002527986211802169
2007,WASP-34 b,WASP-34,0,,11.209,177.9848,0.04,,,5700.0,0.91,0.96,,4.5,,,,,,,,,,0.0002527986211802169
2008,WASP-60 b,WASP-60,0,0.05548,13.731,177.9848,,,1479.0,6105.0,1.4,1.23,,4.24,,,,,,,,,,0.0002527986211802169
2009,WASP-169 b,WASP-169,0,0.0681,14.617,178.30263,0.0,,1604.0,6110.0,2.01,1.34,,3.96,,,,,,,,,,0.00025234805660878656
2010,WASP-80 b,WASP-80,0,0.03479,11.052,178.62046,,,825.0,,0.59,0.6,,4.67,,,,,,,,,,0.0002518990952681266
2011,XO-2 N b,XO-2 N,0,0.0368,11.164,179.566,,,,,0.98,0.97,,,,,,,,,,,,0.00025057283734764013
2012,Kepler-41 b,Kepler-41,0,0.03097,14.46,179.89178,0.21,,,5750.0,1.29,1.15,,,,,,,,,,,,0.0002501191122795676
2013,WASP-15 b,WASP-15,0,,,179.89178,0.038,,,,,1.3,,,,,,,,,,,,0.0002501191122795676
2014,XO-2 N b,XO-2 N,0,0.03684,11.018,179.89178,,,1319.0,5340.0,,,-0.162,,,(52.012773254359864+52.012773254359864j),(39.814707260951884+39.814707260951884j),(52.93659856599656+52.93659856599656j),(52.669906967658164+52.669906967658164j),(672.0934447572746+672.0934447572746j),(1440.7278619191698+1440.7278619191698j),(617.3401553059687+617.3401553059687j),(794.5916206104531+794.5916206104531j),0.0002501191122795676
2015,XO-2 N b,XO-2 N,0,0.0368,11.131,179.89178,,,,,0.99,0.97,,4.43,,,,,,,,,,0.0002501191122795676
2016,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,1.039,,180.0,,,,,,0.14,,,,,,,,,,,,0.00024996875390581597
2017,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,0.883,,180.0,,,,,,0.1,,,,,,,,,,,,0.00024996875390581597
2018,MOA-bin-29 b,MOA-bin-29,0,0.39,,180.0,,,,,,0.07,,,,,,,,,,,,0.00024996875390581597
2019,MOA-bin-29 b,MOA-bin-29,0,0.27,,180.0,,,,,,0.05,,,,,,,,,,,,0.00024996875390581597
2020,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,0,1.51,,180.0,,,,,,0.14,,,,,,,,,,,,0.00024996875390581597
2021,OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,0,1.75,,180.0,,,,,,0.51,,,,,,,,,,,,0.00024996875390581597
2022,HAT-P-25 b,HAT-P-25,0,0.0466,13.339,180.202,0.032,,1202.0,5500.0,0.96,1.01,-0.125,4.48,,(43.34366314155393+43.34366314155393j),(33.17868192028437+33.17868192028437j),(44.113511980672804+44.113511980672804j),(43.8912705949937+43.8912705949937j),(560.0738058466062+560.0738058466062j),(1200.5978381558662+1200.5978381558662j),(514.4463957820894+514.4463957820894j),(662.1548781953096+662.1548781953096j),0.00024968858285090434
2023,HAT-P-25 b,HAT-P-25,0,0.04659,13.339,180.20961,0.033,,,5500.0,0.96,1.01,,,,,,,,,,,,0.00024967804016728934
2024,WASP-62 b,WASP-62,0,0.05672,15.581,180.52744,0.075,,,6230.0,1.28,1.25,,,,,,,,,,,,0.00024923852093228227
2025,HAT-P-25 b,HAT-P-25,0,0.0466,12.722,180.84527,0.023,325.0,1182.0,5519.0,0.92,1.01,-0.152,4.52,,(45.51546732756505+45.51546732756505j),(34.8411533188248+34.8411533188248j),(46.3238906850843+46.3238906850843j),(46.09051353614156+46.09051353614156j),(588.1372076878475+588.1372076878475j),(1260.7557302589682+1260.7557302589682j),(540.2235626124289+540.2235626124289j),(695.3332168963032+695.3332168963032j),0.0002488005463882059
2026,HAT-P-39 b,HAT-P-39,0,0.05095,17.609,180.84527,0.17,,,6430.0,1.62,1.4,,,,,,,,,,,,0.0002488005463882059
2027,WASP-22 b,WASP-22,0,,,180.84527,0.0108,,,,,1.11,,,,,,,,,,,,0.0002488005463882059
2028,Kepler-56 c,Kepler-56,0,0.1652,9.8,181.0,,,,4840.0,4.23,1.32,,3.31,,,,,,,,,,0.0002485878827218624
2029,WASP-55 b,WASP-55,0,0.0533,14.572,181.155,0.2,,,5960.0,1.06,1.01,,,,,,,,,,,,0.00024837521215392844
2030,WASP-62 b,WASP-62,0,0.0567,15.581,181.155,0.21,,,6280.0,1.28,1.25,,,,,,,,,,,,0.00024837521215392844
2031,HD 161178 b,HD 161178,0,0.85,,181.16219,0.044,,,4786.0,10.95,1.06,1.751,2.38,,(27.76630814339138+0j),(21.254537323749513+0j),(28.25947966009029+0j),(28.117109995190777+0j),(358.7878999841565+0j),(769.1128786612788+0j),(329.5586047236538+0j),(424.1818769810972+0j),0.00024836535581462815
2032,OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,0,3.49,,181.16219,,,,,,0.52,,,,,,,,,,,,0.00024836535581462815
2033,HD 216770 b,HD 216770,0,0.46,,181.1631,0.37,,,5399.0,0.93,0.74,,4.37,,,,,,,,,,0.0002483641084060073
2034,HIP 14810 d,HIP 14810,0,1.89,,181.1631,0.173,,,5485.0,1.0,0.99,,4.22,,,,,,,,,,0.0002483641084060073
2035,OGLE-TR-10 b,OGLE-TR-10,0,0.04162,13.899,181.1631,0.0,,,5750.0,1.0,1.0,,4.4,,,,,,,,,,0.0002483641084060073
2036,WASP-184 b,WASP-184,0,0.0627,14.908,181.1631,0.0,,1480.0,6000.0,1.65,1.23,,4.09,,,,,,,,,,0.0002483641084060073
2037,WASP-22 b,WASP-22,0,0.047,12.98,181.1631,0.021,,,6000.0,1.22,1.11,,,,,,,,,,,,0.0002483641084060073
2038,WASP-34 b,WASP-34,0,,,181.1631,0.0109,,,,,1.01,,,,,,,,,,,,0.0002483641084060073
2039,WASP-88 b,WASP-88,0,0.06438,19.055,181.1631,0.13,,,6430.0,2.08,1.45,,,,,,,,,,,,0.0002483641084060073
2040,WASP-56 b,WASP-56,0,0.05458,12.24,181.473,0.0,,1216.0,5600.0,1.11,1.02,,4.35,,,,,,,,,,0.00024794003157113664
2041,WASP-55 b,WASP-55,0,0.05326,14.572,181.48093,0.056,,,5900.0,1.06,1.01,,,,,,,,,,,,0.00024792919891380993
2042,HD 37124 c,HD 37124,0,1.61,,182.427,0.15,,,,,0.78,,,,,,,,,,,,0.00024664359178849793
2043,HAT-P-60 b,HAT-P-60,0,0.06277,18.282,182.43351,0.25,1634.0,1772.0,6212.0,2.2,1.44,0.809,3.91,,(84.23976205295865+0j),(64.48380380466736+0j),(85.73598729844203+0j),(85.30405422931526+0j),(1088.5209213288838+0j),(2333.399368605392+0j),(999.8426258563738+0j),(1286.9186713455733+0j),0.00024663479158626433
2044,WASP-157 b,WASP-157,0,0.0529,11.938,182.43442,0.0,,1339.0,5838.0,1.13,1.26,,4.5,,,,,,,,,,0.00024663356150056437
2045,WASP-25 b,WASP-25,0,0.04738,13.675,182.43442,0.083,,,5750.0,0.92,1.0,,,,,,,,,,,,0.00024663356150056437
2046,Kepler-432 b,Kepler-432,0,0.3025,12.834,182.75225,0.4775,,,4995.0,4.12,1.35,,,,,,,,,,,,0.0002462046863694889
2047,HD 175541 b,HD 175541,0,0.99,,183.38699,0.057,,,4970.43,4.49,1.45,,3.3,,,,,,,,,,0.0002453526259738048
2048,HATS-69 b,HATS-69,0,0.03211,10.593,183.38791,0.519,466.6,1296.0,5137.0,0.88,0.89,-0.318,4.5,,(65.94436562374744+65.94436562374744j),(50.479054442623884+50.479054442623884j),(67.11563703096732+67.11563703096732j),(66.7775122364365+66.7775122364365j),(852.1132998937433+852.1132998937433j),(1826.626017922507+1826.626017922507j),(782.6943723348836+782.6943723348836j),(1007.4225439749939+1007.4225439749939j),0.0002453513952671571
2049,K2-30 b,K2-30,0,0.04839,11.646,184.02357,0.0,,1092.0,5425.0,0.84,0.9,-0.256,4.54,,(50.883063144255956+50.883063144255956j),(38.94993742636602+38.94993742636602j),(51.78682310022662+51.78682310022662j),(51.52592400584583+51.52592400584583j),(657.4956697883499+657.4956697883499j),(1409.4354556565977+1409.4354556565977j),(603.9316140729975+603.9316140729975j),(777.3332025134672+777.3332025134672j),0.0002445039983739461
2050,HD 44219 b,HD 44219,0,1.19,,184.33,0.61,,,5752.0,1.32,1.0,0.26,4.21,,(14.56719459199984+0j),(11.150887599425948+0j),(14.825929941830443+0j),(14.751237742857544+0j),(188.2329162859249+0j),(403.5040203693272+0j),(172.89818652466553+0j),(222.54092666813787+0j),0.0002440975847900484
2051,WASP-25 b,WASP-25,0,0.0473,13.675,184.334,0.0,,,5703.0,0.92,1.0,,,,,,,,,,,,0.00024409228858224274
2052,HAT-P-64 b,HAT-P-64,0,0.05387,19.089,184.34048,0.101,1611.0,1766.0,6457.0,1.74,1.3,0.668,4.07,,(86.68155491958251+0j),(66.35294598059163+0j),(88.22115008969824+0j),(87.77669691057413+0j),(1120.0730358659682+0j),(2401.0358124223067+0j),(1028.8242911895181+0j),(1324.2215881040654+0j),0.00024408370921324973
2053,CoRoT-26 b,CoRoT-26,0,0.0525,14.123,184.3414,0.41,,,5590.0,1.79,1.09,,,,,,,,,,,,0.00024408249120366765
2054,HAT-P-17 b,HAT-P-17,0,,11.769,184.3414,0.35,,,5246.0,0.87,0.99,,4.53,,,,,,,,,,0.00024408249120366765
2055,HAT-P-17 b,HAT-P-17,0,,,184.3414,0.342,,,,,0.86,,,,,,,,,,,,0.00024408249120366765
2056,HAT-P-55 b,HAT-P-55,0,0.04604,13.249,184.3414,0.17,,,5808.0,1.01,1.01,,,,,,,,,,,,0.00024408249120366765
2057,WASP-25 b,WASP-25,0,0.0473,13.675,184.3414,0.0,,,5750.0,0.92,1.0,,,,,,,,,,,,0.00024408249120366765
2058,WASP-62 b,WASP-62,0,0.0571,15.02,184.3414,0.0,,1475.0,6230.0,1.29,1.28,,4.32,,,,,,,,,,0.00024408249120366765
2059,HAT-P-40 b,HAT-P-40,0,0.06076,19.392,184.65923,0.12,,,6080.0,2.21,1.51,,,,,,,,,,,,0.00024366243482787375
2060,HAT-P-55 b,HAT-P-55,0,0.04604,13.249,184.97706,0.139,,1313.0,5808.0,1.01,1.01,,4.43,,,,,,,,,,0.00024324382176921233
2061,HD 11964 b,HD 11964,0,,,185.29489,0.073,,,,,1.08,,,,,,,,,,,,0.0002428266446015126
2062,WASP-34 b,WASP-34,0,0.0521,13.675,185.29489,0.025,,,5700.0,0.93,1.01,,,,,,,,,,,,0.0002428266446015126
2063,HAT-P-3 b,HAT-P-3,0,0.03842,10.615,185.61272,,,1189.0,5185.0,0.87,0.9,,4.51,,,,,,,,,,0.00024241089594967402
2064,HATS-10 b,HATS-10,0,0.04493,10.862,185.93055,0.28,,,5880.0,1.1,1.1,,,,,,,,,,,,0.00024199656848877815
2065,WASP-22 b,WASP-22,0,0.04698,12.98,186.876,0.0,,,5958.0,1.22,1.11,,,,,,,,,,,,0.00024077239785236237
2066,K2-30 b,K2-30,0,0.0419,11.982,187.20187,0.08,,1203.0,5575.0,0.84,0.92,-0.27,4.6,,(55.4147013620157+55.4147013620157j),(42.41881319982849+42.41881319982849j),(56.39895004848095+56.39895004848095j),(56.11481531862509+56.11481531862509j),(716.0521387017347+716.0521387017347j),(1534.9595727525245+1534.9595727525245j),(657.7176759593967+657.7176759593967j),(846.562384696483+846.562384696483j),0.00024035332579841473
2067,WASP-34 b,WASP-34,0,0.0524,13.675,187.51,0.038,,1250.0,5700.0,0.93,1.01,,,,,,,,,,,,0.00023995840720947292
2068,WASP-70 A b,WASP-70 A,0,0.04853,13.047,187.512,0.0,,1387.0,5763.0,1.22,1.11,,4.31,,,,,,,,,,0.00023995584812408488
2069,BD-10 3166 b,BD-10 3166,0,0.04,,187.5197,0.02,,,5393.0,0.91,1.47,,4.69,,,,,,,,,,0.0002399459961545114
2070,HIP 14810 d,HIP 14810,0,1.94,,187.5197,0.185,,,5544.0,1.07,1.01,-0.01,,,(3.5726477838321866+3.5726477838321866j),(2.734788336783094+2.734788336783094j),(3.6361033976316346+3.6361033976316346j),(3.617784913764011+3.617784913764011j),(46.16468235980755+46.16468235980755j),(98.96056066495841+98.96056066495841j),(42.40379429373364+42.40379429373364j),(54.57882390817537+54.57882390817537j),0.0002399459961545114
2071,Kepler-8 b,Kepler-8,0,0.0485,15.48,187.5197,,,1662.0,6213.0,1.5,1.23,,4.18,,,,,,,,,,0.0002399459961545114
2072,Kepler-8 b,Kepler-8,0,0.0474,15.872,187.5197,,,1680.0,6213.0,1.49,1.21,,4.17,,,,,,,,,,0.0002399459961545114
2073,WASP-54 b,WASP-54,0,,17.71,187.5197,0.07,,,6100.0,1.76,1.08,,4.0,,,,,,,,,,0.0002399459961545114
2074,HAT-P-3 b,HAT-P-3,0,0.03866,9.27,187.83,0.0,,,5185.0,0.8,0.92,-0.362,4.59,,(62.07793835748019+62.07793835748019j),(47.51938395938755+47.51938395938755j),(63.180536184141076+63.180536184141076j),(62.86223620576564+62.86223620576564j),(802.1524872375716+802.1524872375716j),(1719.527912206172+1719.527912206172j),(736.8037062601503+736.8037062601503j),(948.3556933679035+948.3556933679035j),0.00023954964666439427
2075,HAT-P-3 b,HAT-P-3,0,0.03871,,187.83753,0.0,,,5084.0,0.8,0.92,-0.36,,,(61.951968015616146+61.951968015616146j),(47.4229562557473+47.4229562557473j),(63.05232841898564+63.05232841898564j),(62.73467434410107+62.73467434410107j),(800.5247362890378+800.5247362890378j),(1716.0385966026477+1716.0385966026477j),(735.3085629416045+735.3085629416045j),(946.4312626592946+946.4312626592946j),0.00023954004478765611
2076,HATS-13 b,HATS-13,0,0.04059,13.585,188.15536,0.22,,,5523.0,0.89,0.96,,,,,,,,,,,,0.00023913546471421299
2077,WASP-15 b,WASP-15,0,0.05165,15.782,188.15536,,,1676.0,6405.0,1.52,1.3,,4.19,,,,,,,,,,0.00023913546471421299
2078,Wendelstein-1 b,Wendelstein-1,0,0.0282,11.561,188.15536,0.012,,2198.0,4251.0,0.61,0.65,,,,,,,,,,,,0.00023913546471421299
2079,XO-2 N b,XO-2 N,0,0.03616,11.03,188.47319,,,1328.0,5340.0,0.96,0.92,,4.44,,,,,,,,,,0.00023873224899739753
2080,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,1.095,,189.0,,,,,,0.15,,,,,,,,,,,,0.00023806689679806148
2081,Kepler-423 b,Kepler-423,0,0.03585,13.361,189.101,0.019,,1605.0,5560.0,0.95,0.85,,4.41,,,,,,,,,,0.0002379397589407084
2082,HAT-P-3 b,HAT-P-3,0,0.03878,10.211,189.10885,,,1170.0,5190.0,0.85,0.93,,4.54,,,,,,,,,,0.00023792988312099084
2083,HATS-53 b,HATS-53,0,0.04753,15.02,189.10885,0.33,,1312.0,5644.0,1.1,0.96,0.045,4.34,,(47.01379255229352+0j),(35.98809043583891+0j),(47.84882842595182+0j),(47.60776872666593+0j),(607.4981165309473+0j),(1302.2585912374811+0j),(558.0072005355461+0j),(718.2229148306221+0j),0.00023792988312099084
2084,XO-2 N b,XO-2 N,0,0.03665,11.422,189.10885,0.006,,,5332.0,1.0,0.96,,,,,,,,,,,,0.00023792988312099084
2085,HAT-P-3 b,HAT-P-3,0,0.03882,10.077,189.42668,,,1127.0,5185.0,0.83,0.93,-0.348,4.56,,(61.34202561497469+61.34202561497469j),(46.95605790351328+46.95605790351328j),(62.43155252124151+62.43155252124151j),(62.11702588032255+62.11702588032255j),(792.6432436574894+792.6432436574894j),(1699.1434964995908+1699.1434964995908j),(728.0691501439388+728.0691501439388j),(937.1132607478295+937.1132607478295j),0.0002375307193202003
2086,XO-2 N b,XO-2 N,0,0.03673,11.422,189.737,0.006,,,5332.0,1.01,0.97,-0.155,4.44,,(51.518537745453244+51.518537745453244j),(39.436380152553845+39.436380152553845j),(52.433584688922465+52.433584688922465j),(52.16942724613047+52.16942724613047j),(665.7070818521862+665.7070818521862j),(1427.0377849730824+1427.0377849730824j),(611.4740688288249+611.4740688288249j),(787.0412561631503+787.0412561631503j),0.0002371422774618548
2087,WASP-70 A b,WASP-70 A,0,0.04855,13.047,189.74451,0.053,,,5700.0,1.22,1.11,,,,,,,,,,,,0.00023713289259297277
2088,MOA-bin-29 b,MOA-bin-29,0,0.48,,190.0,,,,,,0.03,,,,,,,,,,,,0.00023681406149278494
2089,HD 175541 b,HD 175541,0,0.975,,190.06234,0.11,,,5013.0,4.19,1.39,,3.33,,,,,,,,,,0.0002367363962324509
2090,WASP-25 b,WASP-25,0,0.04819,13.978,190.06234,,,1210.0,5736.0,0.92,1.05,,4.53,,,,,,,,,,0.0002367363962324509
2091,HAT-P-39 b,HAT-P-39,0,0.0509,17.609,190.372,0.0,,1752.0,6430.0,1.62,1.4,0.607,,,(87.06514887645592+0j),(66.646579258427+0j),(88.61155725387782+0j),(88.16513722547668+0j),(1125.029721843898+0j),(2411.6611735932775+0j),(1033.3771719165773+0j),(1330.0816975498326+0j),0.00023635136519184474
2092,HAT-P-3 b,HAT-P-3,0,,9.976,190.38017,,,,,0.83,,,,,,,,,,,,,0.0002363412235764084
2093,HAT-P-3 b,HAT-P-3,0,0.03894,9.976,190.38017,0.0,,,5185.0,0.82,0.94,-0.355,4.61,,(61.55313571850915+61.55313571850915j),(47.11765834213918+47.11765834213918j),(62.64641225866366+62.64641225866366j),(62.3308031665041+62.3308031665041j),(795.3711450522808+795.3711450522808j),(1704.9911410119748+1704.9911410119748j),(730.5748181933097+730.5748181933097j),(940.3383592918804+940.3383592918804j),0.0002363412235764084
2094,WASP-56 b,WASP-56,0,0.05614,12.24,190.38017,0.082,,,5600.0,1.11,1.11,,,,,,,,,,,,0.0002363412235764084
2095,HD 37124 c,HD 37124,0,1.64,,190.69,0.14,,,,,0.78,,,,,,,,,,,,0.00023595726551750573
2096,HD 43197 b,HD 43197,0,0.92,,190.69,0.83,,,5508.0,1.0,0.96,-0.137,4.31,,(9.981074463931499+9.981074463931499j),(7.64030704511385+7.64030704511385j),(10.15835340235722+10.15835340235722j),(10.107176190772998+10.107176190772998j),(128.97244847986042+128.97244847986042j),(276.47078154731304+276.47078154731304j),(118.46547826917526+118.46547826917526j),(152.47943221455031+152.47943221455031j),0.00023595726551750573
2097,HD 207832 b,HD 207832,0,0.57,,190.698,0.13,,,5761.0,0.96,1.02,,4.48,,,,,,,,,,0.0002359473680071389
2098,WASP-124 b,WASP-124,0,0.0449,13.899,190.698,0.017,,1400.0,6050.0,1.02,1.07,,4.44,,,,,,,,,,0.0002359473680071389
2099,HATS-56 b,HATS-56,0,0.06043,18.921,191.33366,0.019,,1902.0,6536.0,2.2,1.57,0.898,3.95,,(88.12494367454681+0j),(67.45783036084983+0j),(89.69017560622969+0j),(89.23832155939559+0j),(1138.724072135536+0j),(2441.0169606046643+0j),(1045.9558875725636+0j),(1346.2720295286983+0j),0.00023516358187802844
2100,Kepler-8 b,Kepler-8,0,0.0483,15.906,191.643,0.0,,1764.0,6213.0,1.49,1.21,0.605,4.17,,(89.30408881781507+0j),(68.36044169571964+0j),(90.89026414592323+0j),(90.43236412070237+0j),(1153.9606317654639+0j),(2473.6786926150958+0j),(1059.951173736477+0j),(1364.2856594834507+0j),0.00023478403781596047
2101,Kepler-74 b,Kepler-74,0,0.07813,10.761,191.96932,0.32,,,6000.0,1.12,1.18,,,,,,,,,,,,0.00023438498577710298
2102,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,1.083,,192.0,,,,,,0.15,,,,,,,,,,,,0.0002343475373980386
2103,Kepler-423 b,Kepler-423,0,0.03582,13.361,192.60498,0.079,,,5560.0,0.95,0.85,,,,,,,,,,,,0.00023361152832412913
2104,WASP-54 b,WASP-54,0,0.04988,18.528,192.60498,0.06,,,6100.0,1.83,1.21,,,,,,,,,,,,0.00023361152832412913
2105,HAT-P-3 b,HAT-P-3,0,0.03899,10.077,193.55847,0.01,,,5185.0,0.83,0.93,,,,,,,,,,,,0.00023246086637551677
2106,HD 175541 b,HD 175541,0,1.03,,193.87,0.33,,,5060.0,3.8,1.65,0.934,3.52,,(21.556297668071434+0j),(16.50090213584722+0j),(21.93917003124177+0j),(21.828641729833144+0j),(278.5440085091583+0j),(597.098687630744+0j),(255.8519247791393+0j),(329.3124443618944+0j),0.00023208736800039986
2107,HD 37124 b,HD 37124,0,0.53,,193.87,0.055,,,,,0.78,,,,,,,,,,,,0.00023208736800039986
2108,TOI-2669 b,TOI-2669,0,,19.728,193.87533,0.09,,,4800.0,4.1,1.19,,3.29,,,,,,,,,,0.0002320809882194741
2109,OGLE-TR-10 b,OGLE-TR-10,0,,13.675,193.8763,,,,5960.0,1.14,1.1,,,,,,,,,,,,0.00023207982720896414
2110,WASP-55 b,WASP-55,0,,14.908,193.8763,0.0,,,5900.0,1.09,1.11,,4.3,,,,,,,,,,0.00023207982720896414
2111,HD 11964 b,HD 11964,0,3.34,,193.9,0.06,,,5349.0,,1.12,,4.03,,,,,,,,,,0.00023205146385807396
2112,HD 114783 c,HD 114783,0,,,194.19413,0.0,,,,,0.85,,,,,,,,,,,,0.00023170003516181925
2113,HD 181433 d,HD 181433,0,6.6,,194.51099,0.469,,,4962.0,,0.78,-0.511,4.37,,(5.178742588921733+5.178742588921733j),(3.9642208491634197+3.9642208491634197j),(5.2707248691723985+5.2707248691723985j),(5.244171254511851+5.244171254511851j),(66.91815737411886+66.91815737411886j),(143.44858523654162+143.44858523654162j),(61.46655050481452+61.46655050481452j),(79.11490214782506+79.11490214782506j),0.0002313226375572075
2114,HATS-25 b,HATS-25,0,0.05163,14.123,194.82979,0.176,,1277.0,5715.0,1.11,0.99,0.068,4.35,,(50.01292224502827+0j),(38.28386247956192+0j),(50.90122718606508+0j),(50.64478967395871+0j),(646.2519702546567+0j),(1385.332986996024+0j),(593.6039025464395+0j),(764.040185740538+0j),0.00023094416801572315
2115,K2-29 b,K2-29,0,0.04097,11.209,194.82979,0.084,,1076.0,5222.0,0.75,0.86,-0.427,4.63,,(62.84417861872446+62.84417861872446j),(48.10592510657468+48.10592510657468j),(63.96038602825975+63.96038602825975j),(63.63815721034748+63.63815721034748j),(812.0536139122238+812.0536139122238j),(1740.752385046722+1740.752385046722j),(745.8982200167029+745.8982200167029j),(960.0614351091021+960.0614351091021j),0.00023094416801572315
2116,Kepler-56 c,Kepler-56,0,,,195.0,0.0,,,4819.44,4.22,,,,,,,,,,,,,0.00023074260662236945
2117,HAT-P-63 b,HAT-P-63,0,0.04294,12.543,195.14664,0.069,387.4,1237.0,5400.0,0.97,0.93,-0.146,4.43,,(46.94055946186644+46.94055946186644j),(35.932032012595265+35.932032012595265j),(47.77429460537035+47.77429460537035j),(47.533610403269385+47.533610403269385j),(606.5518205167999+606.5518205167999j),(1300.23007117998+1300.23007117998j),(557.1379962115102+557.1379962115102j),(717.1041434911245+717.1041434911245j),0.00023056923855901967
2118,HAT-P-40 b,HAT-P-40,0,0.0608,19.392,195.457,0.0,,1770.0,6080.0,2.21,1.51,0.778,,,(84.76160564488922+0j),(64.88326433231721+0j),(86.26709961973995+0j),(85.83249083668933+0j),(1095.2640275964525+0j),(2347.854175673294+0j),(1006.0363929626263+0j),(1294.8908004875725+0j),0.0002302031670841087
