,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin
743,TOI-763 c,TOI-763,0,15165000.0,2.63,9.32,5450.0,626707.8,0.5121840721860259,1.880122428127191,808.8972558508159,1733.9862827483937,742.9990002861272,804.1742903955882,0.1360975651865499,0.03351061557442998,0.1491677623570167,0.38799504303534815,0.0014133384253705846
745,Kepler-107 c,Kepler-107,0,9096000.0,1.597,9.39,5854.0,1009695.9,2.3047734673877702,2.421789468746675,1423.9944799979583,3052.5346416569887,1307.9862336021788,1415.6801030003614,0.0916522603666321,0.004692449910856088,0.08769573954002481,0.22124877047518032,0.0027757678123004224
753,TOI-125 b,TOI-125,0,7779000.000000001,2.726,9.5,5320.0,591890.7,0.4688386995415996,1.8644679622757308,1071.4108049543609,2296.721401317142,984.126415584801,1065.1550831262102,0.10137346225041938,0.028381780089429393,0.11205141306714612,0.2938919687265894,0.0010270411949503293
762,K2-285 b,K2-285,0,5725500.0,2.59,9.68,4975.0,550110.18,0.5569977834317299,1.9308291413908365,1125.8920009614922,2413.50959148689,1034.1692039301686,1119.3181759319275,0.11080943892327243,0.02376929195846942,0.12204524936766456,0.33311025003430894,0.0011500878654149885
763,HD 73583 c,HD 73583,0,18630000.0,2.39,9.7,4511.0,452622.3,0.7103222739112631,2.012069440061268,513.3574752646047,1100.4547410893215,471.5358942710485,510.3600987692333,0.23388317534823902,0.0377539742263725,0.2510115633233565,0.6787730213706493,0.0028262268385358816
765,Kepler-20 b,Kepler-20,0,6945000.0,1.868,9.7,5495.0,668488.32,1.4877108159384076,2.275901591072015,1244.6980256360625,2668.1871980722754,1143.2964842153854,1237.4305194914336,0.12863110016638185,0.008576242960782686,0.12409532641801496,0.366238236600809,0.002329846122348482
768,TOI-763 b,TOI-763,0,9000000.0,2.28,9.79,5450.0,626707.8,0.8257632531142908,2.0695692867642195,1050.0097086842682,2250.845108500341,964.4687977369309,1043.8789429462224,0.15470808557272553,0.01792676264275605,0.16831288189364282,0.47458976761226324,0.0017168402208843393
769,HD 3167 c,HD 3167,0,26925000.0,3.01,9.8,5261.0,598854.12,0.35925596745216254,1.802128845954807,572.8441519858961,1227.9728908851362,526.1763829296169,569.4994464358534,0.1259094149123227,0.06079414444072782,0.13792170517006258,0.33878053401022135,0.0014417015552941573
774,K2-38 c,K2-38,0,14460000.0,2.42,9.9,5757.0,765976.2000000001,0.6983393245252287,2.0200678769475924,967.3981175752272,2073.755416647665,888.5873070258484,961.7497019603734,0.1461269164972485,0.022609789401713314,0.1594243712747688,0.4481395823880215,0.0016196182704140876
775,TOI-431 d,TOI-431,0,14700000.0,3.29,9.9,4850.0,508329.66,0.2779232646356023,1.7325097867669943,658.4780668829977,1411.541363513263,604.833978438716,654.633364554712,0.0903239712469253,0.06517351378584818,0.09986005040436823,0.23802055401871286,0.0010237760040655297
779,Kepler-20 d,Kepler-20,0,52590000.0,2.744,10.07,5495.0,668488.32,0.48725303316059776,1.913280873479304,452.322863260797,969.6183719188572,415.4735756345709,449.6818538589992,0.18695745991508653,0.058847638341977704,0.20189009503978572,0.5206490464938283,0.002326348862725192
781,TOI-1634 b,TOI-1634,0,2235000.0,1.749,10.14,3472.0,313353.9,1.8947238784942984,2.4048064108653193,949.1700412448072,2034.6809432343591,871.8442133972318,943.6280551847592,0.1374702644660912,0.008693080681340516,0.1310219842433422,0.358843410197702,0.0036670882056336587
782,TOI-1062 b,TOI-1062,0,7800000.0,2.265,10.15,5328.0,584927.28,0.873250463944605,2.1142433156148863,1065.2544822986767,2283.5244483544307,978.4716287184505,1059.0347058257905,0.15611342281267435,0.017109688094233497,0.16958485605237847,0.48056063244636643,0.001810612309672534
784,EPIC 249893012 d,EPIC 249893012,0,33000000.0,3.94,10.18,5430.0,1190744.82,0.16639356029397223,1.605394705404058,753.0741274373092,1614.3214696599753,691.7236024478028,748.6771004188765,0.049059344683993554,0.05545324982929495,0.05491753628111294,0.1226350306438189,0.0005800971668693773
787,HD 73583 b,HD 73583,0,9060000.0,2.79,10.2,4511.0,452622.3,0.46953174886580495,1.9096511225818587,736.1430547062081,1578.027307879113,676.1718497103699,731.8448843361946,0.13036400915032068,0.04087578101865006,0.1427796295303541,0.3790668423566726,0.0014988886303409022
793,K2-32 d,K2-32,0,27930000.0,3.43,10.3,5275.0,584927.28,0.25517155865697405,1.730723141157401,557.3441558102664,1194.7464451816888,511.93912154736825,554.0899511810318,0.09160658543860084,0.08078632717530661,0.10096889213219591,0.239058873327441,0.001117980011973043
796,HD 191939 b,HD 191939,0,11700000.0,3.39,10.4,5348.0,654561.48,0.2668773069512173,1.7493345302550707,923.5474359979921,1979.7552456814324,848.3089993197832,918.1550544502334,0.06638302370470388,0.051258171043255904,0.07403574564535245,0.18257449550946106,0.0007514886551351235
797,Kepler-21 b,Kepler-21,0,6376050.000000001,1.635,10.4,6131.0,1295196.12,2.3787974821752447,2.518916895380542,2017.4777029422075,4324.750315752969,1853.1202888170865,2005.6981135953924,0.06379692586388384,0.0034555152760581357,0.06129021296224843,0.16228778535850172,0.002166758328915133
806,KOI-94 b,KOI-94,0,7678500.0,1.71,10.5,6182.0,1058439.84,2.0993186777619006,2.4748714323257794,1675.7507128739314,3592.209923339312,1539.2326965981515,1665.9663890043294,0.08039922263914957,0.0047292459686729535,0.07724853914054892,0.21293697680638698,0.002379957355899542
811,Kepler-538 b,Kepler-538,0,70035000.0,2.215,10.6,5547.0,605817.54,0.9751290068038964,2.1848524630197064,376.66653600826356,807.4382770920661,345.98072582285187,374.4672665400588,0.33427582472290557,0.037457286878032944,0.32438487355491036,0.8465006716158687,0.004962477845813515
813,K2-285 e,K2-285,0,27061499.999999996,1.95,10.7,4975.0,550110.18,1.4426379263952587,2.3395408431927853,517.8780575221563,1110.1452519272962,475.68819924399486,514.8542863843436,0.23761577424579508,0.019873901297858678,0.22449816444029597,0.6668402115177819,0.0052397607550021645
818,TOI-1759 b,TOI-1759,0,17655000.0,3.14,10.8,4065.0,417805.2,0.34874839140238545,1.852264921049402,456.5613320133747,978.7041323459922,419.36674998166006,453.89557516515316,0.13551989736878767,0.07838436903702704,0.14749892532783437,0.37118916102618865,0.001791094624578139
821,K2-290 b,K2-290,0,13844999.999999998,3.06,10.9,6302.0,1051476.42,0.38031164218686275,1.8849879747700604,1267.9940185240243,2718.125471219514,1164.6946275534074,1260.5904924227702,0.06966216630325749,0.030774258855171686,0.0775787397447894,0.21053678225179098,0.000790613003700895
824,Kepler-79 b,Kepler-79,0,17550000.0,3.47,10.9,6174.0,905244.6,0.2608047371086673,1.7701275434749184,1023.756219798872,2194.567022164541,940.3540960800992,1017.778742157909,0.05868399794061576,0.048628606258444444,0.06560617977303786,0.16543216144051345,0.0006877902431195748
837,HD 183579 b,HD 183579,0,19500000.0,3.53,11.2,5706.0,675451.74,0.2545489490685818,1.7790072046196688,775.3488394962266,1662.0704821371,712.1836654183826,770.8217555455709,0.06984455129782477,0.0639255746504256,0.0776084105708875,0.1943787001321661,0.0008766693259402315
838,HD 136352 c,HD 136352,0,25815000.0,2.916,11.24,5664.0,738122.52,0.4531908722638806,1.9608548379500061,699.2571649033657,1498.9571583855,642.2909346127539,695.1743627795221,0.125539637452769,0.04616913178731726,0.1373460256917926,0.37742569353413624,0.0016046321436584217
839,K2-233 b,K2-233,0,4962000.0,1.343,11.26,5033.0,494402.81999999995,4.647161380529158,2.891926408503265,1159.9106531445113,2486.4334094579362,1065.4164660271072,1153.1382010112798,0.06180215227377517,0.002845989669266176,0.05803833356866863,0.12358726626142198,0.005808678906635827
840,K2-266 b,K2-266,0,1959000.0,3.3,11.26782,4285.0,487439.39999999997,0.313455202873513,1.8455211584292108,1560.556297902197,3345.274315676609,1433.4227997991825,1551.4445677873782,0.04861941530002948,0.029752245290026395,0.05456951795059704,0.14676969840018234,0.0005588371076866212
841,HD 136352 c,HD 136352,0,25935000.0,2.608,11.29,5850.0,703305.42,0.6362804544486215,2.0780176198178864,703.3479714441985,1507.7263838660838,646.0484763131589,699.2412840397006,0.16275695555739922,0.0346599222155245,0.1765118774874472,0.4949278437164249,0.002141951012530254
843,Kepler-30 b,Kepler-30,0,27000000.0,3.9,11.3,5498.0,661524.9,0.1904416888816171,1.7000549789588237,628.3208457281335,1346.8950719971147,577.1335690141547,624.6522244938433,0.06080651497874892,0.07244766957565499,0.06755407724072471,0.15986693311431574,0.00081324325561508
846,K2-180 b,K2-180,0,11250000.0,2.242,11.44182,5110.0,480475.98,1.0149991728466972,2.256242625439562,771.0206267836427,1652.7923427712499,708.2080582628199,766.5188142737993,0.20455184995343748,0.020945544871072242,0.19711474420587993,0.6198518102243317,0.002929032538037803
848,HD 152843 b,HD 152843,0,15795000.0,3.41,11.56,6310.0,995769.0599999999,0.29145539512616686,1.8388985730539198,1156.7363285353158,2479.628793309812,1062.5007434255572,1149.982410555049,0.05749473796791969,0.04168965123801476,0.064267115585897,0.17047668324631124,0.0007016102340849144
860,TOI-1260 c,TOI-1260,0,9840000.0,2.82,11.8,4227.0,452622.3,0.5260319029583506,2.04301943359304,661.8936114899341,1418.8630690249395,607.9712696212868,658.0289665804705,0.14385265637635447,0.04390917182740324,0.15650879939171278,0.4392843093776532,0.00196743623263363
863,HIP 116454 b,HIP 116454,0,13590000.0,2.53,11.82,5089.0,501366.24,0.729681465327871,2.158760813103081,713.6508430067222,1529.8120539967654,655.5120060947994,709.483999499422,0.17404912556993637,0.031016433706287018,0.18806118967576793,0.530693072310287,0.002434909528222941
866,K2-38 b,K2-38,0,7590000.0,1.55,12.0,5757.0,765976.2000000001,3.221540187512205,2.778950571700356,1335.2681701640329,2862.3371807828166,1226.488170617228,1327.4718457290876,0.06978143204344844,0.003910423899907374,0.06610795886222852,0.16555630302607902,0.004248809642958015
869,K2-32 c,K2-32,0,20985000.0,3.01,12.1,5275.0,584927.28,0.4435711434868536,2.002467543287406,642.9903167861246,1378.3411690208663,590.6079654866084,639.2360438766034,0.12631929867812258,0.05232897850872105,0.1379013345162618,0.3873220298526841,0.001764437547456526
873,CoRoT-22 b,CoRoT-22,0,13800000.0,4.88,12.2,5939.0,793829.8799999999,0.10494886992194509,1.5791597009913405,1039.9752891828264,2229.3349035330343,955.2518500911128,1033.9031121176013,0.021732140323128528,0.03573644104860975,0.024630417894599764,0.05612556276092286,0.00031103874062081546
878,K2-199 c,K2-199,0,9930000.0,2.85,12.4,4491.0,473512.56000000006,0.5355062044302358,2.0832647279981895,716.0110085897005,1534.8714045092042,657.6798965851907,711.8303846171603,0.13483895648643462,0.04149864523310314,0.14688071631888902,0.41649770355845,0.0019173052544575037
884,HD 106315 b,HD 106315,0,13605000.0,2.44,12.6,6327.0,905244.6,0.8671185318141037,2.2695847656460746,1191.5631118980841,2554.284955370557,1094.4903008564338,1184.6058483216377,0.12859808757084945,0.017389557220228245,0.13983364339419316,0.40840997286114633,0.0018345298893089417
889,Kepler-20 c,Kepler-20,0,14235000.0,3.047,12.75,5495.0,668488.32,0.4505782500109182,2.043030798001218,869.403511489719,1863.6900449251755,798.5760060499508,864.3272638924877,0.10041929895360964,0.04095780039333671,0.11036992626304677,0.31720401908283613,0.001410946407099787
893,K2-233 c,K2-233,0,9999000.0,1.281,12.81,5033.0,494402.81999999995,6.092270000004072,3.158319401982682,817.0989134456379,1751.5677019735856,750.5324952381311,812.3280603937892,0.06198447511921088,0.0030393884835768644,0.05749127260839525,0.11582593318451136,0.00992343302511513
896,K2-138 e,K2-138,0,11730000.0,3.39,12.97,5356.3,598854.12,0.3328267953035855,1.953557448917359,883.6126512635227,1894.149356388057,811.6275729461167,878.4534397597944,0.0757465824423621,0.051186898900086875,0.08387140976861265,0.23621730171647146,0.0010743983340198192
915,Kepler-11 c,Kepler-11,0,15900000.0,3.15,13.5,5680.0,765976.2000000001,0.43179688895266943,2.0676053897761855,910.2127790576413,1951.1705125123185,836.0606739556206,904.898255511787,0.09110223445709296,0.04186564433711515,0.10030195383571702,0.2907831523818696,0.0013459003952992546
918,TOI-1064 b,TOI-1064,0,9228000.0,2.587,13.5,4734.0,508329.66,0.7795103468584592,2.2815223007375547,811.2088932148233,1738.9416061233774,745.1223159953332,806.4724306394902,0.15600799916828834,0.027974457573697573,0.16864083195768398,0.4867106875160406,0.002474342916003697
919,TOI-1266 b,TOI-1266,0,11040000.0,2.37,13.5,3600.0,292463.64,1.0138323207166857,2.3836844287737877,427.7986617725005,917.0472590012648,392.94728189723577,425.3008435555021,0.28033577769365287,0.03702224022362507,0.2655524774793068,0.8211734918664382,0.005300731619109621
921,AU Mic c,AU Mic,0,16515000.0,3.24,13.6,3700.0,522256.5,0.39974337935703,2.046223166835288,480.38548786063404,1029.7745978944952,441.2500285428612,477.58062723346814,0.13259849682453625,0.07637227387120414,0.14384407023710202,0.4019434267233211,0.0021978787838175533
924,TOI-125 d,TOI-125,0,20550000.0,2.93,13.6,5320.0,591890.7,0.5405220922349009,2.1517494085291085,659.1921007449238,1413.0719966227737,605.4898422604117,655.3432293367712,0.13780840012808931,0.04626934192060596,0.14966551314242096,0.42677163784598177,0.002185961295939913
928,GJ 3470 b,GJ 3470,0,4650000.0,3.88,13.73,3652.0,334244.16,0.23499182943154126,1.8787779481156102,714.8611962216979,1532.406618209795,656.6237557295217,710.6872857397213,0.06223466148663514,0.07799508639912729,0.06902152206927169,0.18579245297528224,0.0009772674568531883
929,TOI-220 b,TOI-220,0,13366500.0,3.03,13.8,5298.0,598854.12,0.49593938911263924,2.1314457197196925,818.7459045903304,1755.0982616732856,752.0453113159894,813.9654351351311,0.10937780854380907,0.04156997192437189,0.11969103807745414,0.34601333594879075,0.0016901941240661095
930,GJ 3470 b,GJ 3470,0,5335500.0,4.83,13.9,3600.0,396914.93999999994,0.12332491075125553,1.6942983308883728,716.8844809217295,1536.7438166494896,658.4822099380683,712.6987569446826,0.03204996166382794,0.0578459618175207,0.0359069881266811,0.08723064831799412,0.0005405348232923338
931,GJ 3470 b,GJ 3470,0,5324999.999999999,4.57,13.9,3600.0,382988.10000000003,0.14559404157946934,1.7418283239025028,704.8891924174276,1511.030210164088,647.464138974945,700.7735061773386,0.038621495726806905,0.06411474526538938,0.04315354825262257,0.10768523807167266,0.0006406993277337617
934,Kepler-10 c,Kepler-10,0,36150000.0,2.35,13.98,5708.0,738122.52,1.076913909644252,2.4359911312442457,595.4969736025491,1276.532434961605,546.983752089412,592.0200034253427,0.21816851125190465,0.027237452352695247,0.20821050909934502,0.6599178034262825,0.004306597658280683
935,GJ 3470 b,GJ 3470,0,5220000.0,4.2,14.0,3600.0,348171.0,0.18891113891679287,1.8234565569215189,678.8113008728211,1455.1285416959636,623.510729308803,674.8478774572374,0.05158155959488452,0.07521791955443866,0.05734463963355814,0.14963026940949542,0.0008459898859445309
938,Kepler-62 d,Kepler-62,0,18000000.0,1.95,14.0,4925.0,445658.88,1.8875636420124884,2.6761026026587804,565.7919729340632,1212.8555423579714,519.6987222039178,562.4884434392054,0.1723531391445109,0.016024706637764452,0.16182146068540998,0.49801724573614586,0.006932485820184595
939,TOI-1749 c,TOI-1749,0,6645000.0,2.12,14.0,3985.0,382988.10000000003,1.4689190216658874,2.566564220432064,698.488065797366,1497.3084850957446,641.5844915351621,694.4097542667132,0.1700235761595798,0.01745752724644045,0.16157018818174462,0.5169226113331622,0.004790153023077761
946,K2-266 e,K2-266,0,18735000.0,2.73,14.3,4285.0,487439.39999999997,0.7026280737395508,2.285823764134712,504.6262171978972,1081.7380479502374,463.51594369280065,501.67982051477196,0.19574769079469198,0.04709763508844487,0.20948715452995803,0.5915005080996181,0.0035291364918310733
955,HD 207897 b,HD 207897,0,17445000.0,2.501,14.4,5070.0,543146.76,0.9202351518173421,2.3965166378490648,653.1554969325922,1400.131678023275,599.9450211286251,649.3418718688503,0.19731933053460995,0.02978452281934009,0.20600360518018251,0.6062622551462409,0.0035592501745360925
961,EPIC 249893012 c,EPIC 249893012,0,19500000.0,3.67,14.67,5430.0,1190744.82,0.29669438202315607,1.9968161155651627,979.6645466351548,2100.0502514667655,899.8544295963419,973.9445101558588,0.05942960499159812,0.05382697845450755,0.06606631792879203,0.19375570445050047,0.0009437291996682559
965,K2-263 b,K2-263,0,38594999.99999999,2.41,14.8,5368.0,591890.7,1.0570316456596482,2.4750181304932606,485.3480172803854,1040.4124853138724,445.80827666534685,482.51418158271395,0.24444720009168644,0.03371293436117384,0.23199490441722806,0.7307610900901624,0.005204330043811659
967,TOI-1246 e,TOI-1246,0,31650000.0,3.78,14.8,5151.0,598854.12,0.2739452141846496,1.9762460096383556,517.3098296770708,1108.9271747466316,475.16626309230253,514.2893762912514,0.08648996345344644,0.09822004001831401,0.09475892222009276,0.2653620002735247,0.0015432269987012536
970,K2-32 b,K2-32,0,11925000.0,5.299,15.0,5271.0,598854.12,0.10078291193976682,1.6803692208901242,862.4022092650888,1848.6817581111532,792.1450773801165,857.3668406649234,0.02172109704722034,0.045499024772141766,0.024491883369292075,0.06007822356694187,0.0003944541844531886
972,TOI-1749 d,TOI-1749,0,10605000.0,2.52,15.0,3985.0,382988.10000000003,0.9370592208174249,2.4366963198809923,552.9058009515275,1185.2322004647526,507.86234517174626,549.6775108578216,0.21913181747736496,0.03431252856394922,0.2234864379214847,0.6661145646308323,0.004262916015527579
973,TOI-2136 b,TOI-2136,0,8100000.0,2.09,15.0,3366.0,236756.28000000003,1.6425923753229859,2.675645266484773,420.15339111403256,900.6585342852458,385.92484682891086,417.70021187801063,0.21680179963612478,0.024351985764312488,0.20245100386367945,0.6325401101707667,0.008322896059240319
979,HD 106315 c,HD 106315,0,23039999.999999996,4.35,15.2,6327.0,905244.6,0.1846091484065471,1.8669522644599734,915.6406935586524,1962.8060190251756,841.046393734887,910.2944776655974,0.03889730398309626,0.05983129573189905,0.0435513968410029,0.11933372001323692,0.0006631928571493241
989,TOI-1231 b,TOI-1231,0,19320000.0,3.65,15.4,3553.0,334244.16,0.31660628314082073,2.051492702467195,341.2000432592977,731.4108070035232,313.40357407022327,339.20785450358125,0.12411436338638746,0.12520955107066198,0.1338850532823809,0.30123674093640435,0.002512810733082933
991,KOI-94 c,KOI-94,0,15195000.0,4.32,15.6,6182.0,1058439.84,0.19344199377893045,1.8979137580235532,1191.234478450612,2553.580482848432,1094.1884401180444,1184.2791336894522,0.03275124432413282,0.048887057957713656,0.03683969944432048,0.10425547567289734,0.0005521136060969948
993,K2-285 c,K2-285,0,12360000.0,3.53,15.68,4975.0,550110.18,0.3563685286960146,2.104949711447797,766.2918520946171,1642.655541854113,703.8645216256127,761.8176498150474,0.0816432881042406,0.060588549441931136,0.08983981586158796,0.2621426909772809,0.0014364288497380126
998,K2-19 c,K2-19,0,15015000.0,4.51,15.9,5390.0,633671.22,0.1732785880715715,1.8752809396300885,808.4322042536835,1732.989378525558,742.5718349455954,803.7119541280138,0.03917802676380999,0.06624312946997361,0.04376959260462932,0.12021512800266607,0.0007159267940251739
999,TOI-1266 b,TOI-1266,0,11175000.0,2.458,15.9,3573.0,292463.64,1.0703575837888495,2.5401751970112976,422.0177404931788,904.6550322660553,387.637313665546,419.5536757489536,0.2560637874096893,0.03853052186968871,0.24183630761139915,0.7611709059145604,0.0061354244832123
1002,Kepler-453 b,Kepler-453,0,118545000.0,6.204,16.0,5527.0,577963.86,0.06698568719305611,1.6039105535578895,281.76283131948844,603.9986920000745,258.8085204566187,280.11768280493527,0.026480929694875404,0.08752799260478898,0.025738692857404356,0.04379897182940634,0.0006952049096832356
1005,TOI-942 b,TOI-942,0,7470000.0,4.242,16.0,4969.0,619744.38,0.20954890316163405,1.9396827676235229,1044.9620335590928,2240.0246991547583,959.8323404555549,1038.8607400377875,0.03886504434178508,0.05761870147035999,0.04353239482149051,0.12547521841649278,0.0006791947623346674
1006,Kepler-20 c,Kepler-20,0,13950000.0,3.07,16.1,5455.0,654561.48,0.556273218360466,2.287177123497883,862.7170682625414,1849.3567031411108,792.4342858285892,857.6798612729423,0.10698643298619404,0.03898297083153219,0.11674963677510905,0.3444370065489385,0.0019382017454380694
1010,HD 219134 d,HD 219134,0,35550000.0,1.61,16.17,4699.0,543146.76,3.8735555960352994,3.1651778669584214,424.0623895801938,909.0380283069911,389.5153917732411,421.58638659914527,0.1221446470788973,0.00985866125267458,0.11190890932772653,0.28182617904059454,0.015490322495406193
1013,BD+20 594 b,BD+20 594,0,36150000.0,2.23,16.3,5766.0,647598.06,1.4694351256912903,2.700209239131451,563.4543990937216,1207.8446204581307,517.5515829796141,560.1645181561028,0.1833684651832106,0.022541525384020662,0.17308569758870315,0.5562042767770282,0.006282330540962986
1016,Kepler-18 d,Kepler-18,0,17580000.0,6.98,16.4,5345.0,772939.6200000001,0.04821198158640321,1.5309121187808545,818.2699000214207,1754.0778781980732,751.608085307033,813.4922098476683,0.009485872436919196,0.029977092664993907,0.01074778971376138,0.024126916100978432,0.00021265108869310403
1017,TOI-421 c,TOI-421,0,17835000.0,5.09,16.42,5325.0,605817.54,0.12447932011647961,1.79384012208818,716.5384402184453,1536.0020291994429,658.1643600569631,712.3547366936573,0.029845083770349647,0.0630342946727226,0.03339454037811867,0.08738060407048356,0.0005945182079839003
1019,K2-32 b,K2-32,0,12054000.0,5.13,16.5,5275.0,584927.28,0.12218256854698893,1.7911804390768833,848.3856730760178,1818.63531981791,779.270423274633,843.4321438142161,0.02580382368365301,0.054042161799167814,0.028998150339874355,0.07651827059435067,0.000504219750909308
1023,HD 219666 b,HD 219666,0,9534000.0,4.71,16.6,5527.0,717232.26,0.15882642790890533,1.8749929482443928,1106.7953237405561,2372.5731485608376,1016.6282715295284,1100.3329998270747,0.027582490237907837,0.049133979535432325,0.031064527494173048,0.08707941140153314,0.0005082814439386065
1025,K2-110 b,K2-110,0,15315000.0,2.592,16.7,5010.0,494402.81999999995,0.9587135850273439,2.5351098648066004,657.2115875992456,1408.826485091403,603.6706751453687,653.3742799528725,0.18791529746681976,0.03068254242168181,0.18794418870569404,0.5861583253826009,0.003974978218641528
1027,WASP-47 d,WASP-47,0,13200000.0,3.71,16.8,5576.0,807756.72,0.3289008188453066,2.12531708923263,1007.0745165268121,2158.8074192762774,925.0313974746086,1001.1944395232209,0.05982395271644101,0.052252621614649115,0.06633662920921213,0.19782149706592572,0.0010856267128353427
1029,AU Mic b,AU Mic,0,9675000.0,4.07,17.0,3700.0,522256.5,0.2520827311837878,2.041189399882151,627.6299814217508,1345.4141061243254,576.4989871988959,623.9653939856095,0.06571297177679329,0.09462279665819881,0.07243125703028444,0.2105021804214242,0.0013067821015087754
1030,Kepler-1661 b,Kepler-1661,0,94950000.0,3.87,17.0,5100.0,529219.92,0.2932198911303658,2.0932689256125188,277.98816074815267,595.9071489205943,255.34136014592877,276.3650516688731,0.11828055353057396,0.16038741637307477,0.11247932705068309,0.2404293209621219,0.002885449624266135
1039,Kepler-18 c,Kepler-18,0,11280000.0,5.49,17.3,5345.0,772939.6200000001,0.10452170165965291,1.772935465235064,1021.5307906632822,2189.7964983848765,938.3099654924491,1015.5663067923616,0.018503100821533804,0.04285831460171451,0.020913801605647903,0.055403672216675935,0.0003768177919425307
1067,TOI-824 b,TOI-824,0,3265500.0,2.926,18.467,4600.0,480475.98,0.7369716568291926,2.5090947513150925,1288.2624416019892,2761.5737179973644,1183.3118474479961,1280.7405728294789,0.09003193958458346,0.022777465985098035,0.09824194459596942,0.3004116475007276,0.0018416618780156234
1068,HD 28109 b,HD 28109,0,20354999.999999996,2.199,18.496,6120.0,1009695.9,1.7389197117135775,2.896558752379314,995.1686408212739,2133.285481838381,914.0954551373569,989.3580794938268,0.105185036600448,0.01237163377570418,0.10017758377131741,0.33698085231547587,0.004641320696263331
1069,HAT-P-26 b,HAT-P-26,0,7185000.0,6.333,18.751,5079.0,550110.18,0.07380289053746042,1.718555338138963,1026.0657347030458,2199.517795745084,942.4754622394418,1020.0747723345332,0.012089944846046129,0.03549331487217477,0.013708540652214616,0.035461293544444474,0.0002800715047737314
1083,TOI-2285 b,TOI-2285,0,20445000.0,1.74,19.5,3491.0,320317.32,3.7005328884947226,3.3434800008197003,319.0303641766589,683.8869476453956,293.03998737744956,317.16761908971927,0.13569585141849314,0.014098333108070862,0.12096640831354255,0.25561663971968607,0.02096543370838034
1086,HD 183579 b,HD 183579,0,20010000.0,3.55,19.7,5788.0,682415.16,0.44020864670399185,2.352745680786556,780.395629273066,1672.8889936126395,716.8193094779015,775.8390782750155,0.08641746336625675,0.05680681995464464,0.09451779454375886,0.28318663805606786,0.001926747742871318
1094,HIP 97166 b,HIP 97166,0,13350000.0,2.74,20.0,5198.0,584927.28,0.9719763750325875,2.6983343665993247,794.3869439760517,1702.8813660642868,729.6707968105821,789.7487009021071,0.15170718552485904,0.028146089490210968,0.15014746989924105,0.4896137383557921,0.0037589427373791438
1095,K2-182 b,K2-182,0,7890000.0,2.69,20.0,5170.0,550110.18,1.02718946721302,2.7232963631856077,996.695275308502,2136.5580399296305,915.4977196272021,990.8758003126085,0.1287846286858318,0.021864554448923868,0.1243451647974079,0.4221478731201166,0.003206918442667276
1096,Kepler-10 c,Kepler-10,0,36105000.0,2.227,20.0,5627.0,738122.52,1.8102841393710956,2.9930290878534134,587.4122316125885,1259.2016409593352,539.557648004297,583.9824663886153,0.14536109583376156,0.01939934505744647,0.13645219259396799,0.44943857216530964,0.007959546145062344
1097,Kepler-129 b,Kepler-129,0,19500000.0,2.4,20.0,5770.0,1148964.3,1.4463509073316954,2.883137967120235,1022.5799943991898,2192.045615776131,939.273693977417,1016.6093844684212,0.10886002883022561,0.015191011829035999,0.10418594317656248,0.35418095206373684,0.004111219799230297
1101,Kepler-20 d,Kepler-20,0,51795000.0,2.75,20.1,5455.0,654561.48,0.9662185649367093,2.700148999547307,447.72523743526403,959.7627072383057,411.2505035851205,445.1110725156214,0.2218144943355869,0.04561160536905445,0.2174847372808162,0.6814518264958274,0.006124942893990681
1108,NGTS-4 b,NGTS-4,0,2850000.0,3.18,20.6,5143.0,584927.28,0.6404176052130642,2.5420032322728896,1701.1027621824796,3646.5556457689736,1562.5193960586944,1691.1704135146258,0.06108560164495775,0.02106141209595501,0.06718595220988655,0.2101693657608644,0.0013368472113970287
1112,CoRoT-7 b,CoRoT-7,0,2580000.0,1.68,21.0,5275.0,605817.54,4.427604818362331,3.5311084387448797,1866.2466867968274,4000.5651295313046,1714.209576738968,1855.35010064955,0.03245409981288955,0.0026520489263923684,0.030633718423321545,0.08930379097614947,0.0051846927071220695
1114,K2-24 b,K2-24,0,23100000.0,5.68,21.0,5743.0,842573.82,0.11456492877518032,1.9203992503382563,800.7967905748147,1716.6217836468463,735.5584538404717,796.1211218774795,0.022299404411858043,0.061388208150135556,0.02500561007611576,0.0722419772595072,0.0005645916988123856
1135,K2-233 d,K2-233,0,22835999.999999996,2.358,21.14,5033.0,494402.81999999995,1.6119478322023004,2.990450646609383,540.6832305460838,1159.0313829076777,496.63550823233857,537.5263052362012,0.15887544707567086,0.024092413029442903,0.14918773344506073,0.49210283130116145,0.008072217399935628
1140,K2-229 c,K2-229,0,11365500.0,2.12,21.3,5185.0,550110.18,2.234855368677386,3.165759505112293,832.8462711438441,1785.3244022723165,764.9969663959776,827.9834728840203,0.09778286620434157,0.011877122932032138,0.09210690985591043,0.31133437585404083,0.00708065165970282
1141,K2-66 b,K2-66,0,8974500.0,2.49,21.3,5887.0,1162891.14,1.379300723433423,2.921098329892489,1547.1910797989244,3316.6240703093667,1421.1464029916638,1538.1573861256275,0.07711674387033687,0.011278743089663566,0.07445485574934307,0.25967548853003436,0.002796155902571281
