,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Habranah,similarityIndex_Dhrawn
576,Kepler-289 b,Kepler-289,0,31500000.0,2.15,7.3,5990.0,696342.0,0.7343191974722202,1.8403407741573898,650.2320287555411,1393.8648083060255,597.2597184932089,646.4354731516222,0.23465199943289916,0.026876978489749757,0.17230448801136158,0.6501617152057058,0.003005176703959637,0.016374666535633554,0.016989704155610897
599,HD 15337 b,HD 15337,0,7830000.000000001,1.64,7.51,5125.0,598854.12,1.7021028335610209,2.1372439320516357,1034.8062110337444,2218.2542495437524,950.5038800993874,1028.7642150296576,0.15734258012015945,0.007982285570706009,0.09802776413381033,0.39755944335757387,0.004017455727489684,0.012213826862871733,0.023254569423511808
602,HD 97658 b,HD 97658,0,12000000.0,2.247,7.55,5170.0,515293.08,0.6652963429840124,1.8307455528971117,782.1905997408536,1676.736768032159,718.4680494797532,777.6235683221425,0.18904563590264756,0.02556156038444623,0.13717156055034277,0.5344054149994494,0.002426918192003223,0.01295865400288476,0.014452059658274863
607,GJ 414 A b,GJ 414 A,0,34860000.0,2.63,7.6,4120.0,473512.56000000006,0.41766083139633015,1.6977939049793447,350.57810841978005,751.5140231158007,322.0176384504116,348.53116329362297,0.21873406898112535,0.07195281770314832,0.17246031034729206,0.40385329963382605,0.003019573680132858,0.015199104005724001,0.009805282288894867
610,Kepler-51 d,Kepler-51,0,76350000.0,9.7,7.6,6018.0,654561.48,0.008324838006955698,0.8840503028414621,406.8257201892951,872.0887766339213,373.68293835215775,404.45035816543566,0.002420548170552097,0.008480249692070976,0.002112586543671901,0.003245923989037721,5.389774159887e-05,0.00018961403058089898,0.0002476510603771647
615,TOI-178 f,TOI-178,0,15585000.000000002,2.287,7.72,4316.0,452622.3,0.6452027478821143,1.8349811873156363,537.0089494630063,1151.1550389703784,493.2605590014558,533.873477437212,0.2371781508758603,0.03637092844246563,0.17757194511141552,0.6480677072859263,0.003237276711583167,0.016431571926997054,0.017568802888466042
618,HD 5278 b,HD 5278,0,18030000.0,2.45,7.8,6203.0,828646.98,0.5302415441016451,1.7820517328038312,970.8993513085751,2081.2608089857013,891.8033065175383,965.230492793398,0.13355756910011995,0.02619444319801625,0.09601373076812172,0.3787032019347452,0.0017004045684562861,0.008939165317333197,0.010780056326641061
619,K2-36 c,K2-36,0,8100000.0,3.2,7.8,4916.0,501366.24,0.237969922721918,1.5592952662033523,892.9608640598675,1914.1885797131818,820.214216938178,887.7470704868024,0.07050922919749196,0.05028534373741502,0.05191343861161522,0.17678949478942418,0.0009042294354670007,0.004599427342688196,0.005832241885263049
621,55 Cnc e,55 Cnc,0,2316000.0,2.08,7.81,5234.0,654561.48,0.8676377327862841,1.935307134800265,2031.5390747798842,4354.892865634054,1866.0361259552114,2019.677384309642,0.10332371255191382,0.008599849806388454,0.07053243135652382,0.3320812418492608,0.0013253597721765004,0.006950633336744016,0.00922320974180551
624,HD 97658 b,HD 97658,0,11940000.0,2.341,7.86,5119.0,487439.39999999997,0.6124853521058954,1.8300654180415021,755.1423003849876,1618.7548924410346,693.6232880029571,750.7331977793073,0.17923744634321825,0.028935690926436983,0.13065409963639846,0.5080491634975183,0.002384821691858416,0.01217566060840692,0.014159784731192053
625,K2-138 d,K2-138,0,8839500.0,2.39,7.92,5356.3,598854.12,0.5799744751935262,1.8181080451289533,1017.8811722800189,2181.9730224513496,934.9576697706168,1011.937997693342,0.13704948399580727,0.02346994810445029,0.09797968687029947,0.3979228295758924,0.0017773088154520807,0.009175153546473046,0.011318323848295257
627,HD 28109 c,HD 28109,0,46200000.0,4.23,7.943,6120.0,1009695.9,0.1049157917187238,1.368605074192495,660.5584429853681,1416.000945491537,606.744872996832,656.7015938184148,0.037595252115463225,0.04428251127462255,0.028661571001576194,0.08160225042468704,0.0005535258351343117,0.0024422079392348046,0.0033949587929545093
628,K2-18 b,K2-18,0,21450000.0,2.38,7.96,3457.0,285500.22,0.5902820792648822,1.8265186187877562,291.18866950750703,624.2043163895885,267.4664659495729,289.48848568676806,0.31038379495394336,0.06335885815420329,0.24777914271148538,0.5010567920472266,0.004718309911614536,0.022008808880182064,0.01182731714172697
629,55 Cnc e,55 Cnc,0,2316000.0,1.875,7.99,5172.0,654561.48,1.2117704703559855,2.0617158128778406,2007.4742252123733,4303.306438872627,1843.9317622163458,1995.7530438764747,0.10436073336613234,0.006361556833521699,0.06341045432398301,0.3220284572263587,0.001773148217743526,0.007705632998687828,0.011942350693773742
631,K2-216 b,K2-216,0,4200000.0,1.75,8.0,4503.0,501366.24,1.4922900482204253,2.1354136643018298,1135.9006875014577,2434.9646341923744,1043.3625149960462,1129.268424047929,0.15225929857858092,0.008705357786322837,0.09460258594226353,0.4183849544854969,0.003482862673770834,0.0115606500487856,0.020867731607357203
632,Kepler-11 e,Kepler-11,0,29250000.0,4.19,8.0,5663.0,738122.52,0.10872397447616702,1.3800474859486092,656.8003438435376,1407.9449256274463,603.2929340946296,652.9654373550837,0.03909141177360799,0.04559344064469885,0.029801933167705855,0.08552403846594163,0.0005770360551171627,0.0025380585897048927,0.0035315597839854686
637,55 Cnc e,55 Cnc,0,2316000.0,1.92,8.08,5250.0,668488.32,1.1412612628164158,2.0488544827323274,2059.313444335067,4414.4311759352995,1891.547807029432,2047.2895856945152,0.10423383877319643,0.006631480930111214,0.06337036584532522,0.33083150095952113,0.001662834093027033,0.007649905890426384,0.011305928462704527
638,55 Cnc e,55 Cnc,0,2316000.0,1.91,8.08,5250.0,668488.32,1.1592808473281373,2.0542109741810664,2059.313444335067,4414.4311759352995,1891.547807029432,2047.2895856945152,0.1035372882040874,0.006529269628100087,0.06291952104516005,0.3267637126710933,0.0016834786678047572,0.007606153354561506,0.011428365946604038
639,Kepler-36 c,Kepler-36,0,19245000.0,3.679,8.08,5911.0,1135037.46,0.1622181331524628,1.4801196853958862,1048.075614145441,2246.699101852887,962.6922676542617,1041.956141141581,0.04193383946192763,0.037777211897575394,0.030743007848426266,0.10239000962232714,0.0005676487956211651,0.002684774604835959,0.0038305474135170115
645,K2-32 c,K2-32,0,20764500.0,3.134,8.1,5271.0,598854.12,0.26306643797910534,1.6056432637705969,653.5492419896201,1400.97572653852,600.3066890433366,649.733317938845,0.09553817689797993,0.0634521952817598,0.07185214556492875,0.23954436674752497,0.0013069943167443128,0.006289532594220352,0.007802025519879222
648,TOI-1246 b,TOI-1246,0,7350000.0,3.01,8.1,5151.0,598854.12,0.2969360547308689,1.6383825354169685,1073.4799032822227,2301.156807782202,986.0269511323941,1067.212100463742,0.07404313737300325,0.03805136119670132,0.053609710564864674,0.19822444543836437,0.0009605802227757338,0.004803163668737188,0.006390996327169305
649,HD 15337 c,HD 15337,0,19020000.0,2.39,8.11,5125.0,598854.12,0.5938880042701387,1.839786911420368,663.9488935009473,1423.268858250331,609.8591144228897,660.0722482714573,0.1891620128941924,0.03368837763749615,0.1393672841921724,0.5342067149450954,0.00262663729326105,0.01283490900601843,0.015141066062475188
651,GJ 1214 b,GJ 1214,0,2235000.0,2.742,8.17,3250.0,146231.82,0.3961841592406957,1.723984477926033,606.947402338095,1301.0780570605955,557.5013512552165,603.4035757350886,0.14468345949798883,0.05067516070603359,0.10849444835287453,0.3833304167858612,0.0020003456469634383,0.009672523468600612,0.011523126559456826
663,Kepler-68 b,Kepler-68,0,9255000.0,2.31,8.3,5793.0,863464.08,0.6731619418307957,1.8931677797071726,1291.8823711637565,2769.333551720644,1186.6368730010502,1284.3393664532184,0.12392676679808581,0.017040284384996697,0.08697520901752895,0.3827596638160858,0.001679023035558608,0.008236891265445408,0.011089232088627936
664,HD 3167 c,HD 3167,0,27090000.0,2.74,8.33,5286.0,577963.86,0.40482816020107276,1.7414189557452602,563.7136029480506,1208.4002607753541,517.7896703303176,560.4222085786072,0.1534543248623005,0.05349444791260676,0.11572334352274737,0.4080604501077313,0.0021835573027506197,0.010270422832099396,0.012324919421276871
665,EPIC 220674823 b,EPIC 220674823,0,1739999.9999999998,1.52,8.36,5470.0,605817.54,2.3798682519529835,2.342272357074884,2356.509207068015,5051.512550785358,2164.531987656419,2342.7500905678585,0.06196763492083068,0.0027636843438994755,0.03677753860972477,0.15411339900577617,0.00258104527992151,0.00474028584265453,0.01628288742080311
666,55 Cnc e,55 Cnc,0,2374500.0,2.173,8.37,5250.0,668488.32,0.8154994657713517,1.9601482270433335,2033.7878354301458,4359.71340383286,1868.101687314138,2021.9130149625012,0.09606880515445135,0.009440402280322946,0.06565861723505757,0.31568410341087866,0.0013093655994805193,0.006370845798128819,0.009157046843259227
671,Kepler-11 e,Kepler-11,0,29100000.0,4.52,8.4,5680.0,765976.2000000001,0.0909371592796516,1.3615276764214017,672.8139635601799,1442.272396421745,618.0019757613774,668.8855572209259,0.030965155891794095,0.041143487899365755,0.023600022350097116,0.06750243265654965,0.0004915144277924565,0.001992609334900005,0.0030369249230769394
683,K2-111 b,K2-111,0,9315000.0,1.9,8.6,5730.0,856500.66,1.253473192224806,2.1248509598072998,1268.5645196429873,2719.3484214859654,1165.2186517826722,1261.1576625166153,0.1466042741600191,0.009772875067150133,0.09089453349776011,0.4471742283062513,0.0028814777844050963,0.010844629792177748,0.017970976049621504
684,Kepler-107 e,Kepler-107,0,18958500.0,2.903,8.6,5854.0,1009695.9,0.35142669288968587,1.7190232711538198,986.3511271088477,2114.3838874582502,905.996275883187,980.5920492205687,0.08955470668115564,0.03754390261729216,0.06492088768552122,0.2503467345302039,0.0012401409804126612,0.00580620486042126,0.008051955371673506
686,LTT 3780 c,LTT 3780,0,11509500.000000002,2.3,8.6,3331.0,257646.54,0.7066304450949245,1.9312627140595828,363.8681799979575,780.0031812216282,334.22501067833525,361.74363719359434,0.30491164720623115,0.04797914585856897,0.23603315071240324,0.6677034289584814,0.004940130938067486,0.021259527637648896,0.01630524105931815
687,TOI-1260 b,TOI-1260,0,5490000.0,2.34,8.6,4227.0,452622.3,0.6710089005170055,1.9146850450256052,886.1343388312516,1899.5549522411668,813.9438267451061,880.9604037724795,0.16357776733854362,0.024373195915630575,0.11749570475889756,0.4964602014018087,0.0023708085397261404,0.010943567396954417,0.014512350891806688
690,K2-18 b,K2-18,0,23865000.0,2.61,8.63,3457.0,306390.48,0.4852512642387002,1.8161059966811932,285.98404912442606,613.0474725680791,262.6858492352406,284.31425388777376,0.25442116447617036,0.07886063926084516,0.20812892990431592,0.41316940538246216,0.004226128711166312,0.018000123600394487,0.010467443691499158
697,Kepler-20 b,Kepler-20,0,6805500.0,1.91,8.7,5455.0,654561.48,1.248235565811237,2.131567014112718,1235.1664166743346,2647.7548389900658,1134.5413847531759,1227.9545634071674,0.1493224679194576,0.010115489718012734,0.0927209706662822,0.4575230439619674,0.002960450554877563,0.011031318118178996,0.01837990930838704
699,LHS 1815 b,LHS 1815,0,6060000.0,1.088,8.7,3643.0,348171.0,6.7532055446848425,2.8242375755878153,637.5359419689839,1366.6489410580673,585.5979410279906,633.8135159023774,0.08118660906584191,0.0028246123141460874,0.05098180753384766,0.12648379793351508,0.015337120405895261,0.006956567822313961,0.0453968558907858
701,EPIC 249893012 b,EPIC 249893012,0,7050000.0,1.95,8.75,5430.0,1190744.82,1.1797272762578053,2.1156448691765792,1629.296553022012,3492.628826510019,1496.5630076117498,1619.7834643317176,0.12137849860171326,0.008327287006097316,0.07442012553248617,0.38851472364459977,0.0022161268333136925,0.008861374615564754,0.014512154327352578
702,HD 15337 c,HD 15337,0,18525000.0,2.522,8.79,5131.0,584927.28,0.5478113552058173,1.8645667899212166,665.6705776996904,1426.9595331317844,611.4405385521247,661.7838799512473,0.17114170643689344,0.03755509528946937,0.12626254024939623,0.4952939317016104,0.002561102228772839,0.011426453962161246,0.014843302300177715
707,TOI-1246 c,TOI-1246,0,9150000.0,2.51,8.8,5151.0,598854.12,0.5563382365143943,1.8700814554502407,962.1151224084592,2062.430565333432,883.7347004691647,956.4975529900689,0.1321916268613807,0.027003650132944885,0.09488656351374937,0.3977538975756113,0.0019111680493692693,0.008708634050573462,0.012054786226579434
708,TOI-269 b,TOI-269,0,5175000.0,2.77,8.8,3514.0,278536.8,0.4139241511159124,1.7801536938825906,595.2143433202133,1275.9265767650109,546.7241467863809,591.7390233563686,0.14708320806209826,0.051744193579192334,0.11030059476448041,0.4043602542073058,0.002199905778741817,0.009749002258560605,0.012580473613381984
711,HD 136352 d,HD 136352,0,63750000.0,2.562,8.82,5664.0,738122.52,0.5243347131151046,1.8531082012756743,444.97221665358484,953.8612157484724,408.72176254445145,442.37412599053704,0.21457134138207345,0.054062048226476186,0.16417943457002523,0.5699780225098137,0.0033722822585238745,0.014548748826459179,0.014692026145076458
712,HD 213885 b,HD 213885,0,3018000.0,1.745,8.83,5978.0,765976.2000000001,1.66131433134806,2.2466668869220716,2198.8188325854876,4713.480811529974,2019.6881403719735,2185.9804339959383,0.0790842715972082,0.004455126306167878,0.04744905382047691,0.22875883596260455,0.002196557139360222,0.005855675838790855,0.014435174418785574
717,K2-266 d,K2-266,0,15525000.0,2.93,8.9,4285.0,487439.39999999997,0.35372401624195715,1.7406731942792102,554.345918473957,1188.3192971403516,509.1851409554137,551.1092198645085,0.13391948004782464,0.06211036975665385,0.10141125842189642,0.358948772310516,0.002039241669992125,0.008838071708806464,0.011528878330040574
719,K2-18 b,K2-18,0,21435000.0,2.37,8.92,3457.0,285500.22,0.6698803185772471,1.9376007880562607,291.2905371578184,624.4226841823065,267.5600347703291,289.5897585552454,0.3237780500060678,0.06017164828482112,0.25727831047074723,0.5596285519018143,0.005597488204888709,0.02269490083975244,0.013916388025589853
724,EPIC 220674823 b,EPIC 220674823,0,1968000.0,1.82,9.0,5496.0,661524.9,1.4924704713174024,2.2209644598942386,2326.445012480409,4987.065674943316,2136.9170262241373,2312.861433913469,0.07881339364448425,0.0047675661604933296,0.04731740886457788,0.23977317843170626,0.001943953929073248,0.005770692214767938,0.013032885764606069
728,Kepler-62 b,Kepler-62,0,8295000.0,1.31,9.0,4925.0,445658.88,4.002266689528587,2.617831294671894,833.4601484792013,1786.6403356261512,765.5608331209164,828.5937659304858,0.09930025032054483,0.004169799018326074,0.061541178821572715,0.19526205694869694,0.009523761614388363,0.008027361713798791,0.04596554004088787
735,WASP-47 e,WASP-47,0,2595000.0,1.82,9.1,5576.0,807756.72,1.5090534765542623,2.233269066294995,2271.328189796465,4868.9149286138445,2086.2903936612115,2258.066425709244,0.07967158314947655,0.00484970342713176,0.04785557701686877,0.24228509685670757,0.002017547846514984,0.0058302280058686205,0.013468177039682344
743,TOI-763 c,TOI-763,0,15165000.0,2.63,9.32,5450.0,626707.8,0.5121840721860259,1.880122428127191,808.8972558508159,1733.9862827483937,742.9990002861272,804.1742903955882,0.13748794054507055,0.03468803892925947,0.10006128930763394,0.41251908861998265,0.002129524274212712,0.009002941839577951,0.012984517053102275
745,Kepler-107 c,Kepler-107,0,9096000.0,1.597,9.39,5854.0,1009695.9,2.3047734673877702,2.421789468746675,1423.9944799979583,3052.5346416569887,1307.9862336021788,1415.6801030003614,0.09270973837576854,0.004867663446692174,0.05621127582109815,0.23783693220619523,0.004290831787924458,0.0070230634710121125,0.025266682570365906
753,TOI-125 b,TOI-125,0,7779000.000000001,2.726,9.5,5320.0,591890.7,0.4688386995415996,1.8644679622757308,1071.4108049543609,2296.721401317142,984.126415584801,1065.1550831262102,0.10248107776904315,0.029413536341940622,0.07334013458602369,0.314283537930216,0.001569511307830869,0.006601623694974775,0.0102205625272902
762,K2-285 b,K2-285,0,5725500.0,2.59,9.68,4975.0,550110.18,0.5569977834317299,1.9308291413908365,1125.8920009614922,2413.50959148689,1034.1692039301686,1119.3181759319275,0.11203283153152406,0.02463785700640345,0.07956821081959317,0.3565647551574475,0.0017614087708123442,0.00723947086549136,0.01147017105970749
763,HD 73583 c,HD 73583,0,18630000.0,2.39,9.7,4511.0,452622.3,0.7103222739112631,2.012069440061268,513.3574752646047,1100.4547410893215,471.5358942710485,510.3600987692333,0.23595601011972595,0.0389837616640302,0.17661278803860228,0.7142539354406295,0.004133598598929327,0.015896669834038573,0.02118417705288963
765,Kepler-20 b,Kepler-20,0,6945000.0,1.868,9.7,5495.0,668488.32,1.4877108159384076,2.275901591072015,1244.6980256360625,2668.1871980722754,1143.2964842153854,1237.4305194914336,0.1300797288126663,0.008892715285653708,0.08029421464534997,0.39276155013117925,0.0035832050802440435,0.00955207073841597,0.02183516526468247
768,TOI-763 b,TOI-763,0,9000000.0,2.28,9.79,5450.0,626707.8,0.8257632531142908,2.0695692867642195,1050.0097086842682,2250.845108500341,964.4687977369309,1043.8789429462224,0.15639109329689374,0.01857703559503292,0.11034449526708892,0.5073180894620034,0.0026212486407024226,0.01031116279034005,0.01637366954139393
769,HD 3167 c,HD 3167,0,26925000.0,3.01,9.8,5261.0,598854.12,0.35925596745216254,1.802128845954807,572.8441519858961,1227.9728908851362,526.1763829296169,569.4994464358534,0.12706897031713335,0.06281634744430553,0.09585063827702682,0.3574051119210894,0.0021255454368538937,0.008261575946941699,0.012111035599653546
774,K2-38 c,K2-38,0,14460000.0,2.42,9.9,5757.0,765976.2000000001,0.6983393245252287,2.0200678769475924,967.3981175752272,2073.755416647665,888.5873070258484,961.7497019603734,0.14768757458248982,0.023422393458115715,0.10523434066571763,0.47825833357836395,0.0024632469336173996,0.009662843511520736,0.015319002417206268
775,TOI-431 d,TOI-431,0,14700000.0,3.29,9.9,4850.0,508329.66,0.2779232646356023,1.7325097867669943,658.4780668829977,1411.541363513263,604.833978438716,654.633364554712,0.0911940070035799,0.0673941334570485,0.0683689152952672,0.2519120567172234,0.0015236286376898477,0.0058384049559057965,0.00909195055772829
779,Kepler-20 d,Kepler-20,0,52590000.0,2.744,10.07,5495.0,668488.32,0.48725303316059776,1.913280873479304,452.322863260797,969.6183719188572,415.4735756345709,449.6818538589992,0.18853712237027226,0.06071425504038236,0.14417493980757204,0.5351368025136606,0.00336893769663139,0.012486158266429997,0.015045611143409509
781,TOI-1634 b,TOI-1634,0,2235000.0,1.749,10.14,3472.0,313353.9,1.8947238784942984,2.4048064108653193,949.1700412448072,2034.6809432343591,871.8442133972318,943.6280551847592,0.1389319597053682,0.009004813588585004,0.0866277440159333,0.38281199834721014,0.005571992994269027,0.010385276533057992,0.031184921318102788
782,TOI-1062 b,TOI-1062,0,7800000.0,2.265,10.15,5328.0,584927.28,0.873250463944605,2.1142433156148863,1065.2544822986767,2283.5244483544307,978.4716287184505,1059.0347058257905,0.15781702342467277,0.017731289219084106,0.11104858207897353,0.5138461966148902,0.0027662342525594016,0.010375643104445451,0.01724855744267102
784,EPIC 249893012 d,EPIC 249893012,0,33000000.0,3.94,10.18,5430.0,1190744.82,0.16639356029397223,1.605394705404058,753.0741274373092,1614.3214696599753,691.7236024478028,748.6771004188765,0.04955087172628947,0.057382110963628684,0.03709256161724513,0.1301831235290954,0.0008704833978303016,0.003108004309917924,0.005454825552579119
787,HD 73583 b,HD 73583,0,9060000.0,2.79,10.2,4511.0,452622.3,0.46953174886580495,1.9096511225818587,736.1430547062081,1578.027307879113,676.1718497103699,731.8448843361946,0.13166179009722137,0.04229285089327196,0.09665264838076983,0.4021959351723732,0.0022461820429219514,0.00850776693996565,0.013455953848369786
793,K2-32 d,K2-32,0,27930000.0,3.43,10.3,5275.0,584927.28,0.25517155865697405,1.730723141157401,557.3441558102664,1194.7464451816888,511.93912154736825,554.0899511810318,0.09244238294776383,0.08345995217507166,0.07038373390688867,0.252040103733473,0.001645060770150834,0.005913789320245657,0.009431105194542473
796,HD 191939 b,HD 191939,0,11700000.0,3.39,10.4,5348.0,654561.48,0.2668773069512173,1.7493345302550707,923.5474359979921,1979.7552456814324,848.3089993197832,918.1550544502334,0.06708428459751274,0.05309024319168683,0.04906700263116467,0.19465965627574042,0.0011402945645607719,0.004205465081391664,0.007377690901733724
797,Kepler-21 b,Kepler-21,0,6376050.000000001,1.635,10.4,6131.0,1295196.12,2.3787974821752447,2.518916895380542,2017.4777029422075,4324.750315752969,1853.1202888170865,2005.6981135953924,0.06457179925686714,0.0035877507158867655,0.0384868587082346,0.17539973597048916,0.003385787795612164,0.004784303930606931,0.02091582043301413
806,KOI-94 b,KOI-94,0,7678500.0,1.71,10.5,6182.0,1058439.84,2.0993186777619006,2.4748714323257794,1675.7507128739314,3592.209923339312,1539.2326965981515,1665.9663890043294,0.08135120098400572,0.004908049006509182,0.049009509087365594,0.22951164295935192,0.0036990825219941573,0.0059909463794237,0.022658191799518418
811,Kepler-538 b,Kepler-538,0,70035000.0,2.215,10.6,5547.0,605817.54,0.9751290068038964,2.1848524630197064,376.66653600826356,807.4382770920661,345.98072582285187,374.4672665400588,0.3368939260373587,0.038595007073671875,0.23689832928618607,0.8043966809332725,0.007075222747107984,0.023120337996791283,0.023771263835495153
813,K2-285 e,K2-285,0,27061499.999999996,1.95,10.7,4975.0,550110.18,1.4426379263952587,2.3395408431927853,517.8780575221563,1110.1452519272962,475.68819924399486,514.8542863843436,0.23972837614800907,0.020522398016662634,0.15779904250119198,0.7018420449976843,0.007668654203407979,0.017886325082098996,0.03719323607815229
818,TOI-1759 b,TOI-1759,0,17655000.0,3.14,10.8,4065.0,417805.2,0.34874839140238545,1.852264921049402,456.5613320133747,978.7041323459922,419.36674998166006,453.89557516515316,0.13666913313091128,0.08087578239516616,0.10521559621749127,0.3851779602142124,0.002595759702488131,0.008845197942469003,0.011924000659745729
821,K2-290 b,K2-290,0,13844999.999999998,3.06,10.9,6302.0,1051476.42,0.38031164218686275,1.8849879747700604,1267.9940185240243,2718.125471219514,1164.6946275534074,1260.5904924227702,0.07044944206934202,0.03191181004616591,0.05012871980746528,0.2258602244459714,0.0012168250477320797,0.004390933007720281,0.008268479655724541
824,Kepler-79 b,Kepler-79,0,17550000.0,3.47,10.9,6174.0,905244.6,0.2608047371086673,1.7701275434749184,1023.756219798872,2194.567022164541,940.3540960800992,1017.778742157909,0.059318855400445916,0.05038765202640569,0.04310028698915918,0.1767519182968461,0.0010488795575443503,0.003679117080879581,0.0069414820793767444
837,HD 183579 b,HD 183579,0,19500000.0,3.53,11.2,5706.0,675451.74,0.2545489490685818,1.7790072046196688,775.3488394962266,1662.0704821371,712.1836654183826,770.8217555455709,0.0705499885188603,0.06615845288128508,0.052270280042547294,0.20647463564548005,0.0013177432018519621,0.004400003526875942,0.008207030904894613
838,HD 136352 c,HD 136352,0,25815000.0,2.916,11.24,5664.0,738122.52,0.4531908722638806,1.9608548379500061,699.2571649033657,1498.9571583855,642.2909346127539,695.1743627795221,0.12677094460070193,0.0477573003545144,0.09345446932764229,0.3999957527892354,0.0023971530313896972,0.008083478286178926,0.014205179512642593
839,K2-233 b,K2-233,0,4962000.0,1.343,11.26,5033.0,494402.81999999995,4.647161380529158,2.891926408503265,1159.9106531445113,2486.4334094579362,1065.4164660271072,1153.1382010112798,0.06248862579669313,0.002950298643400818,0.03775158656469003,0.13236398369811467,0.008907595057260121,0.004873310031114412,0.044762741261527995
840,K2-266 b,K2-266,0,1959000.0,3.3,11.26782,4285.0,487439.39999999997,0.313455202873513,1.8455211584292108,1560.556297902197,3345.274315676609,1433.4227997991825,1551.4445677873782,0.049188862659600395,0.030871254454342037,0.03477165569763366,0.1580147138179138,0.0008665921288576641,0.0030153665119818525,0.00615395438428706
841,HD 136352 c,HD 136352,0,25935000.0,2.608,11.29,5850.0,703305.42,0.6362804544486215,2.0780176198178864,703.3479714441985,1507.7263838660838,646.0484763131589,699.2412840397006,0.16435603416686415,0.03585326028852544,0.12003320001307663,0.524593149280617,0.0032010026725707887,0.010625961844663454,0.01861568761312147
843,Kepler-30 b,Kepler-30,0,27000000.0,3.9,11.3,5498.0,661524.9,0.1904416888816171,1.7000549789588237,628.3208457281335,1346.8950719971147,577.1335690141547,624.6522244938433,0.061383716040798814,0.0748970037544999,0.046479568585067174,0.1690161902262111,0.0012066000254917601,0.0038320427386628396,0.0072025621333072125
846,K2-180 b,K2-180,0,11250000.0,2.242,11.44182,5110.0,480475.98,1.0149991728466972,2.256242625439562,771.0206267836427,1652.7923427712499,708.2080582628199,766.5188142737993,0.20661467686951193,0.02167657746130072,0.1328311458482999,0.6583437415810085,0.0044012815877640735,0.013816001770355949,0.025214642760682825
848,HD 152843 b,HD 152843,0,15795000.0,3.41,11.56,6310.0,995769.0599999999,0.29145539512616686,1.8388985730539198,1156.7363285353158,2479.628793309812,1062.5007434255572,1149.982410555049,0.058133014191700076,0.043217210898072206,0.041811929896219756,0.1825738644759794,0.0010757926164945942,0.0035731212249563655,0.007265102618557667
860,TOI-1260 c,TOI-1260,0,9840000.0,2.82,11.8,4227.0,452622.3,0.5260319029583506,2.04301943359304,661.8936114899341,1418.8630690249395,607.9712696212868,658.0289665804705,0.14524050150648107,0.0454065213745512,0.10709563920914147,0.4649767366382059,0.00292899904209732,0.009274578850965578,0.016978472847987033
863,HIP 116454 b,HIP 116454,0,13590000.0,2.53,11.82,5089.0,501366.24,0.729681465327871,2.158760813103081,713.6508430067222,1529.8120539967654,655.5120060947994,709.483999499422,0.17576642244210744,0.03208670587537659,0.1276997827066331,0.5626851307261246,0.0036420515303254536,0.011357609486366499,0.02104855270086867
866,K2-38 b,K2-38,0,7590000.0,1.55,12.0,5757.0,765976.2000000001,3.221540187512205,2.778950571700356,1335.2681701640329,2862.3371807828166,1226.488170617228,1327.4718457290876,0.07057756376799636,0.004055641143530215,0.04256029335360388,0.17777020015711908,0.00655236043647665,0.005279260196079407,0.03610268959411348
869,K2-32 c,K2-32,0,20985000.0,3.01,12.1,5275.0,584927.28,0.4435711434868536,2.002467543287406,642.9903167861246,1378.3411690208663,590.6079654866084,639.2360438766034,0.12752711767558192,0.054104991148480386,0.09464948620002267,0.4097049427751581,0.0026218614541473,0.00806875929880581,0.015229105226206168
873,CoRoT-22 b,CoRoT-22,0,13800000.0,4.88,12.2,5939.0,793829.8799999999,0.10494886992194509,1.5791597009913405,1039.9752891828264,2229.3349035330343,955.2518500911128,1033.9031121176013,0.021968060335612733,0.037031382175817515,0.016160156870740107,0.059984681579030225,0.00047468015756202446,0.0013229309890390463,0.003229849532918255
878,K2-199 c,K2-199,0,9930000.0,2.85,12.4,4491.0,473512.56000000006,0.5355062044302358,2.0832647279981895,716.0110085897005,1534.8714045092042,657.6798965851907,711.8303846171603,0.13617065153132218,0.04293134129297222,0.09970383474129645,0.4416382134384331,0.002868413708360411,0.008613891030568734,0.016933045519888733
884,HD 106315 b,HD 106315,0,13605000.0,2.44,12.6,6327.0,905244.6,0.8671185318141037,2.2695847656460746,1191.5631118980841,2554.284955370557,1094.4903008564338,1184.6058483216377,0.13003417575041104,0.018028592751301423,0.09077057986566565,0.4376347933295174,0.0028164218107244367,0.008250561323645985,0.01794795142862668
889,Kepler-20 c,Kepler-20,0,14235000.0,3.047,12.75,5495.0,668488.32,0.4505782500109182,2.043030798001218,869.403511489719,1863.6900449251755,798.5760060499508,864.3272638924877,0.10146447792396011,0.04241070173560118,0.07354304640179336,0.3377737552334268,0.0021342652160220407,0.006302367336936305,0.013311367140578177
893,K2-233 c,K2-233,0,9999000.0,1.281,12.81,5033.0,494402.81999999995,6.092270000004072,3.158319401982682,817.0989134456379,1751.5677019735856,750.5324952381311,812.3280603937892,0.06261940011886713,0.003146326580323035,0.038528377996007925,0.12317375590196612,0.01496034976442088,0.004945869681500237,0.0530390981654501
