,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Habranah,similarityIndex_Dhrawn
2950,OGLE-TR-56 b,OGLE-TR-56,0,3579000.0,13.451,413.179,6119.0,877390.92,0.1697273865250624,5.535385630473581,2211.9825113879247,4741.699028749567,2031.7794166367335,2199.067253098583,0.002866654619204348,0.08063130407169124,0.0019813282602010283,0.0137638484028379,0.0011348747379787848,0.00012316948799586007,0.009206475023506003
2951,WASP-174 b,WASP-174,0,8385000.0,14.572,413.179,6400.0,912208.02,0.13349289586872687,5.318211282869271,1541.2067441198237,3303.795795885308,1415.6495918765468,1532.2079916093019,0.0030506866943954608,0.09518068955125691,0.002148086309111878,0.014316964480617889,0.001147707658725409,0.00013193543137254146,0.008902088120546547
2955,CoRoT-13 b,CoRoT-13,0,7649999.999999999,9.92,415.704,5945.0,703305.42,0.4257224852592384,6.465354073228478,1316.0689431787914,2821.1809078557126,1208.853042851469,1308.3847186244707,0.010641968646807233,0.10849335611025718,0.007395159748488552,0.04914788033853836,0.006071036574469764,0.00046921226678028004,0.04374023881808103
2956,HATS-4 b,HATS-4,0,5434500.0,11.433,416.03947,5403.0,647598.06,0.27831161137624155,6.02480803414271,1361.737689109613,2919.07835826933,1250.801303060649,1353.7868152276371,0.0070424813297191545,0.14781448912874784,0.004930588642971338,0.032705655981596846,0.0033981243380349774,0.00030769445272353744,0.025155773941754358
2963,KELT-17 b,KELT-17,0,7321500.0,17.094,416.3573,7454.0,1148964.3,0.08333213073507788,4.929096154112495,2155.8976523111724,4621.473158769732,1980.2636104897774,2143.3098606439075,0.0013684944062005732,0.043956187028582415,0.0009548330796481266,0.006559035467691279,0.0004462385194438784,5.867346155791247e-05,0.003677201334263172
2965,CoRoT-13 b,CoRoT-13,0,7649999.999999999,14.034,416.99296,5945.0,884354.34,0.15082096256443436,5.4441448732392645,1475.7738625312372,3163.5311104822536,1355.5473165201738,1467.1571576011015,0.0035751609552634404,0.10796779270219414,0.0025185431596375252,0.01673437322021953,0.0014063421750372606,0.00015481270107332493,0.01079105799458005
2966,WASP-97 b,WASP-97,0,4954499.999999999,12.67,419.52,5640.0,738122.52,0.20620549164973836,5.747038093583759,1589.3843510101428,3407.071346493511,1459.9023242189678,1580.1043005085437,0.004602862379107137,0.12416102775255336,0.003215334366120441,0.021655441490739506,0.0019941293311657,0.0001994048849855725,0.015328188239710449
2969,OGLE-TR-113 b,OGLE-TR-113,0,3435000.0,12.218,419.5356,4750.0,536183.34,0.22995658927922963,5.852486187733017,1370.1635625778406,2937.1404160997927,1258.540747740611,1362.163491954211,0.005801984146871037,0.15216648064140575,0.0040753091863308145,0.026992982323325143,0.0026324581196090183,0.00025265164391045203,0.019659139529656068
2970,Qatar-1 b,Qatar-1,0,3514500.0,13.227,419.85343,4910.0,557073.6,0.18138068875891836,5.626965134816968,1427.2219759141017,3059.4532380618343,1310.95079581546,1418.88875430848,0.004425367910806513,0.12615648979708913,0.0031141717807008245,0.020666305801893308,0.001854192530577682,0.00019199376836078307,0.01406389877539132
2971,HATS-4 b,HATS-4,0,5430000.0,11.433,420.471,5403.0,647598.06,0.28127610475751175,6.056810281328493,1362.301828202698,2920.287670628713,1251.3194835578045,1354.3476604420134,0.007066414661496818,0.14650550468622733,0.004946010091341941,0.03283634402611709,0.0034468280610065447,0.00030860310785416463,0.02550357146373883
2972,WASP-97 b,WASP-97,0,4957500.0,12.666,420.48909,5670.0,738122.52,0.20687770173234982,5.754580536085637,1597.3549889517853,3424.1575422440765,1467.2236199452761,1588.028399724307,0.00459203645113938,0.12374037784998856,0.0032068141847065666,0.02161472588411278,0.0019939547687446353,0.0001988925879521503,0.01533688354290918
2979,Qatar-1 b,Qatar-1,0,3514500.0,13.227,422.7139,4910.0,557073.6,0.18261643909868389,5.64610091127071,1427.2219759141017,3059.4532380618343,1310.95079581546,1418.88875430848,0.004438047193408747,0.12642389686491431,0.0031226860570990316,0.02073332239764483,0.0018718037407981184,0.00019248238874447366,0.01419326858139659
2980,CoRoT-13 b,CoRoT-13,0,7660500.0,9.92,423.03173,5945.0,703305.42,0.43322681388467554,6.522088444287657,1315.1666872966014,2819.246794083005,1208.0242908516068,1307.4877308073317,0.010697603728606635,0.10683736081071682,0.007430548044196034,0.049446079334258486,0.006220732451157429,0.00047138881008595133,0.04475970893822533
2981,HATS-17 b,HATS-17,0,19620000.0,8.709,425.25654,5846.0,759012.78,0.6436111088798897,6.979067578645717,839.4974298915059,1799.5821067575382,771.1062766507875,834.5957970420292,0.020871413104144525,0.1088940340561012,0.014761457745900763,0.09240432827900874,0.015147187703649987,0.0009425131600254862,0.09690077845523201
2982,NGTS-6 b,NGTS-6,0,2515500.0,14.863,425.57437,4730.0,522256.5,0.12957864474493877,5.344296464853567,1573.5350604811715,3373.096138678492,1445.3442243699533,1564.3475503499556,0.0028546509395868526,0.09034909017862407,0.0020085954456323025,0.013439075163269752,0.0010840535104044504,0.00012317255265124582,0.008441143643663971
2988,WASP-91 b,WASP-91,0,5550000.0,11.545,425.8922,4920.0,598854.12,0.2766911550606057,6.066091023705487,1179.952838224248,2529.3966829184374,1083.825878804915,1173.0633643715157,0.00776021276895253,0.16744479848276314,0.0054765492052052415,0.03567896830196947,0.003835930732503151,0.0003399807606958018,0.027659751575843945
2991,HATS-2 b,HATS-2,0,3450000.0,13.092,427.463,5227.0,626707.8,0.19043989848968376,5.706926964562084,1626.5260368357162,3486.6898311327677,1494.01819646076,1617.0291245536696,0.004121875271058823,0.11474276664377796,0.0028798052239781824,0.01944842507609824,0.0017595706139983242,0.00017813303919943517,0.013610040033006766
2995,HAT-P-50 b,HAT-P-50,0,6795000.0,14.437,429.0705,6280.0,1183781.4,0.1425526151148539,5.444799579492192,1913.7543299301196,4102.404517566054,1757.84692511501,1902.5803575564028,0.0026563049683191796,0.0805966938439171,0.001850587415894112,0.012674344757112531,0.0010305453163272985,0.00011409436389512807,0.008240982962315728
2997,OGLE-TR-113 b,OGLE-TR-113,0,3420000.0,12.106,429.0705,4752.0,536183.34,0.24177091243364646,5.94593341734189,1373.7431945070448,2944.8138661178664,1261.8287585795074,1365.7222232340164,0.005998765414605424,0.1542627984333726,0.004208782625322235,0.027944983069407077,0.0028095873948198197,0.0002610424838511956,0.020945592008597254
2998,HAT-P-8 b,HAT-P-8,0,6744000.0,16.814,430.34182,6200.0,1100220.36,0.0905060945271716,5.052744090781174,1828.3454890042972,3919.3185229980004,1679.396067525271,1817.6701992535536,0.0016960463543563978,0.055778527837666604,0.0011900730140583318,0.008065445988835095,0.0005824249775839911,7.282854264113506e-05,0.004682142579054051
3000,HAT-P-50 b,HAT-P-50,0,6790500.0,14.437,431.93097,6280.0,1183781.4,0.14350296588228623,5.462918762948728,1914.3883383390748,4103.763604738527,1758.4292828997836,1903.2106641357473,0.0026635352122376787,0.08077204518590954,0.0018553887239969621,0.012713878967289111,0.001039846730665819,0.00011436600503942767,0.008313578198314648
3002,Kepler-28 c,Kepler-28,0,12150000.0,3.4,432.23,4590.0,487439.39999999997,10.993995569144019,11.26092440822861,671.228485898509,1438.873699619331,616.5456618610928,667.309336799494,0.007496149228734402,0.004095774054966556,0.004579386246235675,0.030327123957867727,0.14018216047436372,0.00041412928298973246,0.23344624257782076
3007,OGLE-TR-113 b,OGLE-TR-113,0,3435000.0,12.251,432.2488,4790.0,536183.34,0.23501553908903838,5.932492207798475,1381.7017820521803,2961.874230130107,1269.1389856163214,1373.6343424127726,0.005782507150132384,0.1513841582775778,0.004057824732453813,0.026963791712383,0.0026941416837885125,0.00025139468167012107,0.020125989762666035
3009,K2-237 b,K2-237,0,5337000.0,16.197,433.20012,6360.0,877390.92,0.10192065910729978,5.165151224921063,1882.741082324949,4035.9232116376734,1729.3602269594687,1871.7481891872342,0.0018742016565308868,0.06108831134934501,0.0013118259611853223,0.008935232682393128,0.0006661919530516258,8.03997678038061e-05,0.005362540267731808
3014,Kepler-447 b,Kepler-447,0,11535000.0,18.49,435.41,5493.0,731159.1,0.06885969068877099,4.846595695685105,1009.6997798033626,2164.435044388386,927.442789002836,1003.804374489932,0.002029207502180582,0.07210204584345412,0.0014728813342620073,0.00921650070717613,0.0006823757907664213,8.856891023422124e-05,0.004969753864205879
3017,HATS-77 b,HATS-77,0,5410500.0,13.058,436.69623,4071.0,445658.88,0.19607708946915195,5.7757373747272105,853.0396167962513,1828.6117099134353,783.545225181192,848.0589142250308,0.007022224180502296,0.20755194390039344,0.005091537076330127,0.03144538475790192,0.0032288202885500028,0.0003092039758754536,0.02204372134889006
3027,WASP-12 b,WASP-12,0,3468000.0000000005,20.456,441.7837,6250.0,1128074.04,0.0515970586577133,4.6414164252122845,2602.5242963217092,5578.8808747962175,2390.505019520071,2587.328754169709,0.0006542896969968175,0.021855460692811246,0.00045518242044893906,0.0031705721041303883,0.00019463670707240677,2.791637265988749e-05,0.0016556518307233592
3034,K2-22 b,K2-22,0,1320000.0,2.5,444.962,3830.0,396914.93999999994,28.469530125204518,13.324395211345992,1533.366774631149,3286.98970654306,1408.4483194649695,1524.4137979033942,0.001732369568490187,0.0005372871060266332,0.00099901151188791,0.0072781576055659086,0.03400487287743224,9.809144791270402e-05,0.0570397428495066
3036,WASP-12 b,WASP-12,0,3435000.0,20.1,448.0,6300.0,1093256.94,0.05515275910270127,4.715166430185091,2594.9190682388635,5562.577987034586,2383.519364887631,2579.7679312684295,0.000701478839053051,0.023605372469726566,0.0004878061765236484,0.0034027892817773994,0.0002140409996453994,2.989558951175792e-05,0.0018176314405241598
3038,OGLE-TR-56 b,OGLE-TR-56,0,3679500.0,19.436,448.1403,6119.0,1211635.08,0.06101979316695511,4.795783877398302,2563.642638323987,5495.532512404197,2354.7909250379626,2548.6741172506677,0.0007944085692752109,0.026705078589600667,0.0005522371528176788,0.0038535440799279813,0.0002487488859467597,3.384443856553569e-05,0.002105395314963176
3040,WASP-178 b,WASP-178,0,8175000.0,21.745,448.1403,8640.0,1253415.6,0.04357256900830358,4.534019071027927,2470.0339739721576,5294.869030412602,2268.8082572412054,2455.6120124091417,0.0005611041610909519,0.018926041404308012,0.000391422487446839,0.0027107701063025496,0.00016200521617339855,2.3972292902845482e-05,0.0013738153086660235
3045,K2-260 b,K2-260,0,6060000.0,17.396,451.3186,6367.0,1176817.98,0.08570623890706874,5.087131509452143,2048.512896928523,4391.278666869827,1881.6271454527468,2036.5521002058224,0.0014072182017514073,0.04735975973802398,0.0009832022101134918,0.006755673507557159,0.00048809704461366546,6.012235953303922e-05,0.003989632098950338
3049,WASP-12 b,WASP-12,0,3463500.0,20.456,454.4969,6250.0,1128074.04,0.05308186610110072,4.707725733447022,2604.21443025653,5582.50391720091,2392.0574636838246,2589.009019800328,0.000663972505748609,0.02252621089852539,0.00046176869828480947,0.003223222260963784,0.0002024991511421348,2.8279128447276054e-05,0.0017213037405978031
3053,TrES-2 b,TrES-2,0,5254500.0,13.025,457.6752,5850.0,661524.9,0.20706256326565048,5.920329416970461,1515.475022776033,3248.636192463602,1392.0141510392943,1506.626511881651,0.0045685469293787655,0.12615302615030452,0.003197451601541187,0.021527979358668268,0.0021052515382054926,0.00019720988460144494,0.016040993765370295
3056,WASP-72 b,WASP-72,0,5566500.0,14.235,459.58218,6250.0,1378757.16,0.1592825384209869,5.674909014974738,2271.0061912071005,4868.224678853467,2085.994627260398,2257.7463071957527,0.002462917948666098,0.07247025843872636,0.0017015919618697311,0.011915252445779132,0.0010239494204607419,0.00010509629946441968,0.008341669942478664
3060,KOI-1257 b,KOI-1257,0,57300000.0,10.54,460.83,5520.0,786866.46,0.39345612740095615,6.603985556486541,472.27809296013197,1012.395244157526,433.80311700690606,469.5205695513458,0.01967031520207474,0.27982269533924914,0.01476416632226857,0.08273305739157007,0.01290203344756619,0.0008948225288706048,0.065127783586019
3061,HATS-67 b,HATS-67,0,4548000.0,18.887,460.8535,6594.0,1002732.48,0.06838350408677296,4.933509890080879,2260.5638239966843,4845.839979967032,2076.402966092257,2247.364910571216,0.000992830599390567,0.034021038362944296,0.0006924483954324549,0.004794372289493927,0.00032757210769457314,4.2308462808806675e-05,0.002724477651757476
3065,WASP-103 b,WASP-103,0,2980500.0,17.127,462.44265,6110.0,1002732.48,0.09202194107883126,5.189724934387658,2587.466320961007,5546.601963559268,2376.673768939839,2572.3586988717097,0.0012185948886406963,0.040774586731686845,0.0008437383923617365,0.0059344255876202885,0.00043270149104229674,5.176477201131204e-05,0.0036329612783446695
3066,HATS-74 A b,HATS-74 A,0,3576000.0,11.568,464.02947,3776.9,403878.36,0.2996733515184339,6.325570345019864,926.7178759079163,1986.5515344243138,851.2211536960064,921.3069828890601,0.009600875540410203,0.19418423081301003,0.006866035380378392,0.04340945417262346,0.005279929248636909,0.0004224748618521454,0.0360761270774874
3067,WASP-50 b,WASP-50,0,4417500.0,12.924,464.0318,5400.0,584927.28,0.2148989519598369,5.9845492507213915,1434.6366989667024,3075.3477512037593,1317.7614652492266,1426.26018449467,0.00492151658401305,0.1351248118285124,0.0034515526029642103,0.02311402592461558,0.0023253524175321297,0.00021267866485639666,0.017529937194446097
3068,TOI-564 b,TOI-564,0,4101000.0,11.433,464.98529,5640.0,759012.78,0.3110541538910935,6.3693564413902015,1771.5127431834599,3797.489451442301,1627.1933025597962,1761.1692867938707,0.005862880998398145,0.10582906352074144,0.0040424850141235645,0.027902239521690866,0.0031198616799802377,0.0002533528546106069,0.02395127614895293
3069,WASP-12 b,WASP-12,0,3479999.9999999995,21.712,465.62095,6360.0,1155927.72,0.045478949389502685,4.6251134427250475,2676.198667436957,5736.812364833952,2458.177376781021,2660.5729575384403,0.0005359498257052447,0.018393492599412455,0.0003727534834575548,0.002605982584589182,0.0001596196778035699,2.2809548090900798e-05,0.001364396968965825
3070,WASP-50 b,WASP-50,0,4417500.0,12.924,466.555,5400.0,584927.28,0.21606747755567982,6.000797860422685,1434.6366989667024,3075.3477512037593,1317.7614652492266,1426.26018449467,0.004932049046478636,0.13531722389594225,0.003458550124210783,0.023170207136335715,0.002342877115325312,0.00021308403561031067,0.01765746856738201
3071,WASP-50 b,WASP-50,0,4395000.0,13.07,466.8287,5400.0,584927.28,0.20902979138877292,5.968937458848758,1438.3042891839643,3083.2097523188268,1321.1302686975935,1429.9063604942735,0.004760978466496194,0.13222255481117481,0.003340041948030406,0.02237361906249555,0.0022373970834962138,0.0002055956688446551,0.016890240251400464
3074,HATS-23 b,HATS-23,0,5095500.0,20.849,467.2101,5780.0,835610.4,0.05153875656632116,4.7279137464249095,1708.9205446590076,3663.314174095976,1569.7002889625837,1698.942549753259,0.0009144481861076713,0.032375437654322846,0.0006463094120614896,0.004337612812685631,0.00028785821356157857,3.922539385550979e-05,0.002315945878377842
3077,WASP-12 b,WASP-12,0,3510000.0,21.297,467.2101,6360.0,1155927.72,0.048354214400829945,4.677921655863865,2664.737378507561,5712.243462365263,2447.6498021664,2649.1785884450237,0.0005756868862502678,0.019808955166997533,0.000400283770054375,0.0028003377289434815,0.000174444835938957,2.4486890577721444e-05,0.0014887547146924332
3078,WASP-93 b,WASP-93,0,6316500.0,17.901,467.2101,6700.0,1058439.84,0.08142499616761391,5.10238838516358,2002.4199287071003,4292.471835657329,1839.2892229773943,1990.7282582486614,0.0013292671070992117,0.045840746884801345,0.0009298921014724552,0.006383841222481684,0.00046565649930833,5.671443794923125e-05,0.0037976210860719436
3079,KELT-3 b,KELT-3,0,6183000.0,15.076,469.415,6306.0,1023622.74,0.1369543965708994,5.573031085273542,1873.3107397713795,4015.7079315001383,1720.6981440571253,1862.3729082398074,0.002459673255500728,0.07729767394652433,0.0017154605493256753,0.011779721127908297,0.00100110373472966,0.0001051545325098304,0.007983323466602424
3080,HAT-P-53 b,HAT-P-53,0,4740000.0,14.773,469.43491,5956.0,842573.82,0.1455615567312189,5.63001291290046,1833.3906653438983,3930.1335758414093,1684.0302295890897,1822.6859179662497,0.002670971150792152,0.08248283473495993,0.0018630023208257298,0.012774307235259508,0.0011081675780450335,0.00011427933249009501,0.008794181247489808
3081,KELT-3 b,KELT-3,0,6184500.0,15.076,469.75274,6308.0,1023622.74,0.13705293406522287,5.575035598420195,1873.6776118018122,4016.4943738618754,1721.035128204213,1862.7376381886422,0.0024600624994415075,0.07730469238247889,0.0017156975087880702,0.011782203350394703,0.0010019295649280032,0.00010516698688087753,0.007989907754861424
3083,HAT-P-53 b,HAT-P-53,0,4738500.0,14.773,471.65972,5956.0,842573.82,0.1462514219289972,5.643338405890989,1833.6808276730624,3930.7555800513405,1684.29675332734,1822.9743861041588,0.0026762695852294753,0.08261308821764857,0.0018665340565414584,0.012803133526944021,0.0011153416630766972,0.00011447938892908472,0.008849638371925253
3088,WASP-103 b,WASP-103,0,2977500.0,17.127,473.547,6110.0,1002732.48,0.09423160716698019,5.251664144331301,2588.7695022679864,5549.395517986473,2377.8707842607264,2573.654271202085,0.0012324402510269432,0.04170700996840076,0.0008530325770198971,0.006010263429223777,0.00044716932673897065,5.2284719919189126e-05,0.0037516546105284434
3090,WASP-103 b,WASP-103,0,2977500.0,17.127,473.5667,6110.0,1002732.48,0.09423552729034954,5.251773380275863,2588.7695022679864,5549.395517986473,2377.8707842607264,2573.654271202085,0.0012324655712778758,0.04170869287597608,0.0008530496121886435,0.00601040135410953,0.0004471954732394406,5.2285676160048896e-05,0.0037518687007949704
3108,Kepler-28 b,Kepler-28,0,9300000.0,3.6,479.9,4590.0,487439.39999999997,10.283019265607118,11.531350498420023,767.214926597306,1644.6342833000012,704.7123962199777,762.7353346975376,0.006781759158301259,0.004011995055564791,0.004101008561903084,0.028085866898423933,0.1344597774008577,0.00036846576588714565,0.23920872755378392
3112,WASP-136 b,WASP-136,0,9915000.0,15.468,479.9233,6260.0,1538915.82,0.12964230582965705,5.5632027003863795,1800.6152466688964,3859.8748056666836,1653.924918768284,1790.1018674397526,0.0023706536380297223,0.07635984609980691,0.0016571768379510215,0.011338392446391095,0.0009655211508915228,0.00010129124377822005,0.007665780908572744
3116,Kepler-1647 b,Kepler-1647,0,408075000.0,11.874,483.0,6210.0,1246452.18,0.28842533041489105,6.369877659782068,250.5791509940314,537.1520393024099,230.1652741858836,249.11607683302404,0.017434067113716572,0.543103188703949,0.016348857016478716,0.04337200651081089,0.013314723697412047,0.0009456743974086658,0.030165596059020187
3117,HAT-P-8 b,HAT-P-8,0,7305000.0,16.81,483.08,6200.0,1100220.36,0.10167011602053294,5.3540413421791975,1756.7377558351125,3765.8171652471055,1613.6219858695008,1746.4805672061605,0.0018597294715883294,0.06435018864643963,0.0013050536357850414,0.008880434599146496,0.000711498300219882,7.942662799114321e-05,0.005663993916810762
3120,XO-4 b,XO-4,0,8212500.0,14.46,483.41943,6397.0,1065403.26,0.1598441052417258,5.774760174990432,1682.2137840590094,3606.064435390492,1545.1692421786406,1672.3917237998708,0.003113921968063782,0.09454259103834851,0.002177079837868543,0.014832482895540448,0.0013613456219025912,0.00013336414529309645,0.010632088001381329
3121,KELT-2 A b,KELT-2 A,0,8244000.0,14.415,483.717,6151.0,1274305.86,0.16144507920434598,5.7855466568545975,1765.6275338513954,3784.8736684376113,1621.7875422873135,1755.3184398485878,0.003017444947108535,0.09099080554063131,0.00210479357145616,0.014419583125946829,0.0013199088949087925,0.00012909113060448173,0.010380743041979132
3124,KELT-2 A b,KELT-2 A,0,8245500.0,14.46,485.32641,6148.0,1274305.86,0.16047465398035196,5.786139023807817,1764.605863984344,3782.683573809214,1620.849104575539,1754.3027352774427,0.0029943035834474937,0.09054784472125225,0.00208886180032851,0.014311155696557295,0.0013102519721230144,0.00012807435209686435,0.010305490021199043
3126,HATS-2 b,HATS-2,0,3447000.0,13.092,486.2799,5227.0,626707.8,0.21664353357734722,6.086900594032987,1627.233683611347,3488.2067726146424,1494.6681935315205,1617.7326395421646,0.004340440766406266,0.11889937032966388,0.0030245607894519026,0.020623363323016012,0.0021032241783281182,0.0001865099634469437,0.016172227941283684
3129,TOI-481 b,TOI-481,0,14550000.0,11.097,486.2799,5735.0,1155927.72,0.35575168227758813,6.6114453830228,1180.1923141264274,2529.9100335651665,1084.0458453762255,1173.3014420288562,0.009044101740480152,0.14005749417262756,0.00634607697826759,0.041839494950479984,0.005368509752523317,0.00039505483467609976,0.03820359544362728
3134,HAT-P-59 b,HAT-P-59,0,7596000.0,12.588,489.45575,5678.0,765976.2000000001,0.24531303974315907,6.227796291669689,1316.4248297831523,2821.9438013946783,1209.1799365197844,1308.7385272886158,0.005826234846373373,0.1521802874830383,0.004094030437917895,0.02725377302050308,0.0030006396868313785,0.0002520552574302783,0.02215697348783853
3138,WASP-65 b,WASP-65,0,5010000.0,12.464,489.4582,5600.0,703305.42,0.2527089885916062,6.258714376038932,1531.8867627519844,3283.8170906413325,1407.0888793893887,1522.9424274739667,0.005287459464170913,0.13077364129662766,0.0036846861901761265,0.02501263643383036,0.002723033231492683,0.00022791179235796984,0.020611196185064847
3140,WASP-72 b,WASP-72,0,5562000.0,14.24,491.3763,6250.0,1378757.16,0.17012245439471332,5.86689284940027,2271.924697287611,4870.193627236843,2086.838305607233,2258.659450330033,0.0025315607695225316,0.07402189920750477,0.0017468895591477398,0.012292510348684012,0.0011218766608016325,0.00010768731924272975,0.009114377514057111
3143,XO-4 b,XO-4,0,8211000.0,14.426,491.68301,6397.0,1065403.26,0.1637287023834025,5.83076697251287,1682.3674319365787,3606.3938014628225,1545.3103728582223,1672.5444745627412,0.0031595891507061125,0.0955460088875333,0.0022080979800417093,0.015063925572947912,0.0014069461593497895,0.00013522006128809642,0.010978107080318362
3144,WASP-65 b,WASP-65,0,5010000.0,12.464,492.62,5600.0,703305.42,0.2543414370420131,6.278896843115291,1531.8867627519844,3283.8170906413325,1407.0888793893887,1522.9424274739667,0.005299953379423177,0.13011528718169982,0.003692863259368475,0.025080134016386122,0.002747294152137136,0.00022839160762666468,0.02078785503763183
3146,WASP-5 b,WASP-5,0,4063500.0,12.778,494.22565,5700.0,738122.52,0.23681763065552966,6.211367809419064,1773.67673165997,3802.128268433153,1629.1809978610822,1763.320640238248,0.004358635350835477,0.11513922983502592,0.003020573471429722,0.020842674585507547,0.002188714374223247,0.0001869517103931066,0.016991141432689715
3157,WASP-5 b,WASP-5,0,4071000.0,13.047,497.40395,5700.0,752049.3600000001,0.22390028400970283,6.166735650901896,1788.6814154062588,3834.2929415172225,1642.9632983231797,1778.2377150793416,0.00408043455643658,0.11020664440898904,0.0028295240042170034,0.01953362311884866,0.0020176724570702036,0.0001748029461448362,0.01571568483535944
3162,WASP-5 b,WASP-5,0,4024500.0,12.218,502.15,5880.0,717232.26,0.2752393391801916,6.402841060823046,1812.327936347418,3884.9826213870906,1664.6834133222674,1801.7461694110104,0.004897219674649274,0.10677883508665288,0.003380847571541935,0.023457370168414707,0.0026173497834807006,0.00021021485959005402,0.020253845868512275
3163,WASP-5 b,WASP-5,0,4005000.0,12.184,502.15,5700.0,717232.26,0.2775499784103764,6.411768545005898,1761.1202883353367,3775.2117468013407,1617.6474875544623,1750.8375111047974,0.005059274147410355,0.1092594990863064,0.0034964741276853496,0.024187644247460432,0.00271668560385566,0.0002173405008476542,0.02092642165730685
3167,HATS-40 b,HATS-40,0,7495500.0,17.71,505.3497,6460.0,1573732.92,0.09095230932377298,5.335102574881442,2161.1417122024654,4632.714546784888,1985.0804537025451,2148.523301672876,0.0013395730136798796,0.047490890226178625,0.0009331090643580591,0.006492307835548846,0.0005061555682003393,5.6818639004250796e-05,0.004155986101945432
3168,WASP-5 b,WASP-5,0,4108500.0,13.171,505.3497,5770.0,759012.78,0.2211124337416915,6.186466698579626,1810.690524479678,3881.472596229589,1663.1793961285043,1800.1183180154212,0.003950705089035035,0.1075133582025297,0.002738579950045111,0.01894490742671212,0.0019642329062949508,0.00016903004256767746,0.015331446923717528
3169,WASP-5 b,WASP-5,0,4110000.0,13.171,506.93885,5770.0,759012.78,0.22180775586037613,6.196186212347339,1810.36007634763,3880.7642336730505,1662.8758685420498,1799.7897992941864,0.003956145282716134,0.10761663728973431,0.0027421923207236933,0.018973893279395432,0.001973101726144358,0.00016924147035187828,0.015397897282076882
3174,Kepler-24 b,Kepler-24,0,12000000.0,2.4,508.5,5800.0,745085.9400000001,36.773471818908355,14.537706812447118,1055.1788358430292,2261.9258675488386,969.2168127456746,1049.0178887576888,0.0017379203891706885,0.0005313207198216714,0.0010221336775942291,0.007077438807302974,0.04005473748596328,9.994251287996948e-05,0.06051911023481996
3175,Kepler-24 c,Kepler-24,0,15900000.0,2.8,508.5,5800.0,745085.9400000001,23.157638229983103,13.459301171563894,916.6807948825224,1965.0356241019808,842.001761352025,911.3285060765145,0.0029121297270846376,0.0011408252357101144,0.0017306341000854382,0.011942452835635473,0.06782515047892786,0.00016352434410208124,0.10605374410490817
3181,K2-237 b,K2-237,0,5550000.0,18.495,508.528,6257.0,995769.0599999999,0.08035802705564342,5.237045121219602,1935.0157066633572,4147.981301689276,1777.3762059269302,1923.717593989849,0.0012833484199377624,0.04654669870567556,0.0008988287322330005,0.006178669925437437,0.00047383376672404596,5.454539778552757e-05,0.003844007289831502
3182,WASP-170 b,WASP-170,0,5055000.0,12.285,508.528,5600.0,654561.48,0.2741995829770651,6.425780749100562,1471.2557943353559,3153.845988892936,1351.397320796386,1462.665469368632,0.0057798761450085666,0.12918995673527253,0.004028989541915479,0.027311007944532943,0.0031511965648839844,0.0002491807474307096,0.02360223431046992
3190,XO-4 b,XO-4,0,8286000.0,15.02,512.34196,6400.0,1086293.52,0.15115674427911155,5.833121795681203,1691.8685642835812,3626.760829587984,1554.0374785374029,1681.990131978242,0.0028249243205973234,0.08849594404057284,0.0019756760214713707,0.013504567605267493,0.0012605863202162506,0.00012055035150250519,0.009864601017314317
3200,WASP-5 b,WASP-5,0,4093499.9999999995,13.126,520.28771,5700.0,752049.3600000001,0.22999784634541412,6.287986953507109,1783.7588813080108,3823.7407897563103,1638.441787232101,1773.343922528095,0.004088124252515002,0.11049771025576596,0.00283340857204819,0.019614058183066847,0.002101478969168403,0.00017478176547524116,0.016336753994663715
3209,WASP-178 b,WASP-178,0,8370000.0,20.288,527.5978,9360.0,1162891.14,0.06316298836899059,5.09316701894636,2547.230039560782,5460.34977329388,2339.715407863248,2532.3573478853605,0.0007536902544600847,0.02772002631696095,0.0005235802855861457,0.0036881065842156485,0.00026412609106094356,3.1823887460695856e-05,0.002228838129460164
3211,WASP-77 A b,WASP-77 A,0,3502500.0,13.787,529.81995,5617.0,633671.22,0.20211399311215714,6.1913494088757774,1744.3469109152873,3739.2556273419723,1602.2405831987166,1734.162069586433,0.003627578712758652,0.10346634420936685,0.002522120171984933,0.017402477897525886,0.0018094398581878508,0.0001547940147937985,0.014084488943814097
3219,Gaia-1 b,Gaia-1,0,6070500.0,13.776,533.95172,5470.0,661524.9,0.20417849078455383,6.217924954021312,1318.3590648173267,2826.090109213886,1210.9565956520971,1310.6614687682843,0.004612488083606007,0.13442826850248252,0.0032504177670334045,0.02169477908831282,0.002363238219373014,0.0001981790723859053,0.017559971939898597
3225,HAT-P-7 b,HAT-P-7,0,5514000.0,16.713,534.59006,6441.0,1281269.28,0.1144814289610492,5.648579965641843,2266.864922253045,4859.347280015029,2082.1907341571346,2253.629218160802,0.0015925840366284286,0.053675444656032315,0.0011044751404373874,0.007766963566831937,0.0006630968313271373,6.730605807140533e-05,0.005443224025638799
