,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityIndex_Earth,similarityIndex_Venus,similarityIndex_Mars
3033,HD 5608 b,HD 5608,0,1.9,,444.962,0.19,,,4854.0,5.5,1.55,1.179,,,16.823165453494227,12.87778685550642,17.121970248842977,17.03571072828323,217.38389464577813,465.9932873795285,199.67432851559357,257.0050675075138,,,
3035,WASP-12 b,WASP-12,0,,19.392,444.962,,,2510.0,6154.0,1.75,1.17,0.597,4.02,,,,,,,,,,,,
3040,WASP-178 b,WASP-178,0,0.0545,21.745,448.1403,0.0,5550.0,2402.0,8640.0,1.8,1.93,1.215,4.21,,100.08105705451956,76.6099890406884,101.85864759502341,101.34548947252263,1293.2173806956766,2772.1953344735757,1187.8631236038484,1528.9238458495777,9.51526707952631e-07,8.280835151750725e-07,3.978436088967337e-08
3041,HD 217107 b,HD 217107,0,0.07505,,449.2338,0.1283,,,5575.0,1.2,0.98,0.098,4.27,,45.450350425111985,34.79130767040629,46.25761720821812,46.02457394131449,587.2957866186888,1258.952024557924,539.4506894092095,694.3384353876094,,,
3050,HIP 67851 b,HIP 67851,0,0.46,,457.66,0.09,,,4890.0,5.92,1.63,1.244,3.15,,34.65231428275164,26.525633277333664,35.26779165567777,35.09011451016204,447.7668045349621,959.8518122268177,411.2886843470122,529.3783976713136,,,
3051,HD 103891 b,HD 103891,0,3.27,,457.67291,0.31,,,6072.0,2.22,1.28,0.786,3.79,,11.587448729585978,8.86995347880403,11.7932592981041,11.733845522813844,149.72953459971382,320.9665470370787,137.53155140065402,177.01977973286546,,,
3061,HATS-67 b,HATS-67,0,0.03032,18.887,460.8535,0.057,3821.0,2193.0,6594.0,1.44,1.44,0.547,4.28,,109.91027600929891,84.13405381944033,111.86244830531957,111.29889159898153,1420.2275978645407,3044.4597942016017,1304.526227230441,1679.0834033955393,9.9230154975601e-07,8.678121085292968e-07,4.1392544335670785e-08
3068,TOI-564 b,TOI-564,0,0.02734,11.433,464.98529,0.072,1423.0,1714.0,5640.0,1.09,1.0,0.033,4.36,,57.36345423812067,43.910543412071185,58.382315715260745,58.088188901022974,741.2333384635114,1588.939054886064,680.8474444357729,876.3332007693161,5.530843303821241e-06,4.672549003590592e-06,2.4456879032666924e-07
3073,HD 216536 b,HD 216536,0,0.609,,467.19,0.38,,,4639.0,12.5,1.36,1.8,2.36,,33.03053022833067,25.284190967547996,33.61720227007101,33.4478407007988,426.81059774979815,914.9292032785501,392.03971226984913,504.6026370368903,,,
3074,HATS-23 b,HATS-23,0,0.03397,20.849,467.2101,0.114,,1654.0,5780.0,1.2,1.12,0.155,4.33,,75.76021814025461,57.99288748802205,77.10583389488501,76.71737905192781,978.9507999590887,2098.52023398098,899.1988295643985,1157.3779043750633,2.1408132706623874e-06,1.836709237499064e-06,9.117612399392314e-08
3075,HD 48265 b,HD 48265,0,1.81,,467.2101,0.08,,,5650.0,2.05,1.28,0.584,3.92,,14.460056494402545,11.068875591116546,14.716888910007418,14.642746053603725,186.84850994545215,400.53634853366907,171.62656331229712,220.9041934337334,,,
3077,WASP-12 b,WASP-12,0,0.0234,21.297,467.2101,0.0,,2580.0,6360.0,1.66,1.43,0.607,4.16,,128.40895433969476,98.2944112923518,130.6896910671844,130.03128377353093,1659.2619670132829,3556.863952098483,1524.0872357849016,1961.6850389941294,5.718984678035548e-07,5.033536253780319e-07,2.360322119223761e-08
3079,KELT-3 b,KELT-3,0,0.04122,15.076,469.415,0.0,,1816.0,6306.0,1.47,1.28,0.489,4.21,,91.65988044298273,70.1637516916155,93.28789818394644,92.81791901365105,1184.4014640730654,2538.9329449630104,1087.9120894261166,1400.2747477043058,1.955019152357524e-06,1.6960489603299362e-06,8.288389266897734e-08
3082,HD 86081 b,HD 86081,0,0.0346,,470.3884,0.0119,,,5939.0,1.46,1.21,0.38,,,93.93207477046847,71.90306967695784,95.60045011017863,95.1188204336899,1213.76207719111,2601.8715938847736,1114.880787906308,1434.9867320891692,,,
3083,HAT-P-53 b,HAT-P-53,0,0.03159,14.773,471.65972,0.134,,1778.0,5956.0,1.21,1.09,0.217,4.31,,85.45671334437678,65.4153549677192,86.97455348050525,86.53638058479933,1104.2460006579784,2367.1083120522335,1014.2866335921254,1305.5098603622223,2.2649287674511822e-06,1.957816396885176e-06,9.650210338351549e-08
3085,HD 20782 b,HD 20782,0,1.3649,,472.83,0.95,,,5782.13,1.13,1.04,0.107,4.35,,10.89435675506103,8.339405839367927,11.087856964617382,11.031996966503698,140.77360813115072,301.7682452336469,129.305235432034,166.43151379717602,,,
3086,HD 132563 b,HD 132563,0,2.62,,473.547,0.22,,,6289.0,1.3,1.23,0.374,4.3,,10.751605487161953,8.230132682277517,10.942570218867344,10.88744216718564,138.92901909305866,297.8141063535547,127.61091912507659,164.25072330655135,,,
3087,HD 177830 b,HD 177830,0,1.2218,,473.547,0.009,,,4949.0,2.62,1.47,0.685,3.65,,18.315916199953136,14.020456824153921,18.64123450029804,18.54732101211486,236.67277175381554,507.341738091945,217.39180289723112,279.80960494287973,,,
3088,WASP-103 b,WASP-103,0,0.01985,17.127,473.547,,,2508.0,6110.0,1.44,1.22,0.413,4.22,,126.62321107922034,96.92746158537675,128.87223031270054,128.22297928383662,1636.1871285785967,3507.399754967171,1502.8922301587509,1934.4044972626687,7.310432297746122e-07,6.434016200964962e-07,3.034092085296392e-08
3093,HD 190360 b,HD 190360,0,,,475.16,0.343,,,5549.0,1.17,0.98,0.066,4.29,,,,,,,,,,,,
3095,HD 152581 b,HD 152581,0,1.48,,476.7,0.074,,,5155.0,4.8,0.93,1.173,3.4,,19.037052636425354,14.572471921924942,19.375179407679866,19.277568346442425,245.99108034233078,527.3168574955914,225.95097888101188,290.82630207101596,,,
3098,HD 82943 b,HD 82943,0,1.151,,476.725,0.203,,,6011.0,1.03,1.04,0.161,,,13.139379989511138,10.057924912299187,13.372755198215389,13.305384011652393,169.78312454018422,363.95426843818814,155.95143992190447,200.72840932024454,,,
3099,HD 82943 c,HD 82943,0,0.7209,,476.725,0.425,,,6011.0,1.03,1.04,0.161,,,16.602558593604076,12.708916845377749,16.89744507834688,16.81231670293452,214.53327901573715,459.8825874554941,197.05594336469738,253.63488838899883,,,
3106,omi CrB b,omi CrB,0,0.83,,476.745,0.191,,,4749.0,10.5,2.13,1.709,,,27.9288166453762,21.37893423683661,28.424874558206223,28.281671643137063,360.88778607112204,773.6142830656029,331.4874198507234,426.6644958817203,,,
3117,HAT-P-8 b,HAT-P-8,0,0.0487,16.81,483.08,0.0,,1700.0,6200.0,1.58,1.28,0.519,,,85.59204921543368,65.51895179117034,87.11229312077944,86.67342630053332,1105.9947701637504,2370.8570481404868,1015.8929364756143,1307.5773669068924,2.042124858949346e-06,1.7648320721326624e-06,8.669225809176706e-08
3127,HD 10442 b,HD 10442,0,2.03,,486.2799,0.09,,,4912.0,1.97,1.01,0.31,,,11.654629446278712,8.921378934540096,11.861633245664011,11.80187500628174,150.5976236570397,322.82741936260504,138.32892003688957,178.04608983345554,,,
3129,TOI-481 b,TOI-481,0,0.097,11.097,486.2799,0.153,,1370.0,5735.0,1.66,1.14,0.435,4.06,,58.02865606439796,44.41974171713293,59.05933252939605,58.76179494262747,749.8288768074327,1607.3648135017493,688.7427319401633,886.495392940648,6.667318605796621e-06,5.639785951158514e-06,2.9482957084904097e-07
3134,HAT-P-59 b,HAT-P-59,0,0.05064,12.588,489.45575,0.03,441.4,1278.0,5678.0,1.1,1.01,0.054,4.36,,47.671372610468474,36.49145443430982,48.51808809788624,48.273656706114494,615.9951686750655,1320.4732306804121,565.8120251938007,728.2686703520806,8.323698636461205e-06,6.945527409024299e-06,3.7251736457613786e-07
3140,WASP-72 b,WASP-72,0,0.03708,14.24,491.3763,0.0,,2210.0,6250.0,1.98,1.39,0.724,3.99,,106.60334794338603,81.60266845697437,108.49678420862226,107.95018352820452,1377.496465945948,2952.859537114295,1265.2762630761995,1628.5639412187045,1.2680161849225684e-06,1.1081811712685237e-06,5.336881134765796e-08
3149,HD 190360 b,HD 190360,0,4.01,,495.79,0.313,,,5549.0,1.17,0.98,0.066,4.29,,5.6327420456741875,4.311748087882901,5.732788041112007,5.703906578248213,72.784602089814,156.0241436179552,66.85507485381936,86.05058624090425,,,
3150,HD 4113 b,HD 4113,0,1.28,,495.79,0.903,,,5688.0,,0.99,0.086,4.4,,10.651865974654317,8.15378413855689,10.84105918216556,10.786442537362278,137.64021504848583,295.0513716325803,126.42710979730838,162.7270171873877,,,
3153,HD 222076 b,HD 222076,0,1.83,,495.8148,0.08,,,4806.0,4.1,1.07,0.929,3.31,,16.150443359218833,12.36283194009429,16.43729959540598,16.354489406987835,208.6911816559362,447.359221093322,191.68978287087705,246.72798928873348,,,
3154,HD 5319 b,HD 5319,0,1.57,,495.8148,0.015,,,4871.0,4.06,1.27,0.92,,,17.39414940225363,13.31486331477121,17.70309573383277,17.613908535850875,224.76197785518767,481.8092578078568,206.4513430362488,265.7279067794855,,,
3156,HD 6718 b,HD 6718,0,3.56,,496.0,0.1,,,5746.0,1.02,0.96,0.053,4.48,,5.659134733305186,4.331951146979925,5.759649502687369,5.7306327132949475,73.12564047781869,156.75520789393516,67.1683299421682,86.45378351582025,,,
3159,HD 29399 b,HD 29399,0,1.913,,498.9906,0.05,,,4845.0,4.5,1.17,1.002,3.25,,16.09776231653724,12.322505686342888,16.383682857939668,16.301142787621284,208.01045303421614,445.8999825017715,191.06451101867853,245.92318861265514,,,
3164,HD 134987 b,HD 134987,0,0.81,,505.0,0.233,,,5585.0,1.25,1.1,0.255,,,17.57108586564447,13.450304535319933,17.883174855713143,17.79308042927036,227.04829772899964,486.71030954278336,208.55140378968755,268.4309395615152,,,
3167,HATS-40 b,HATS-40,0,0.04997,17.71,505.3497,0.312,,2101.0,6460.0,2.26,1.56,0.903,3.92,,97.04503661633075,74.28597789070376,98.76870285416899,98.27111169902233,1253.986835831684,2688.0990834764602,1151.828564945385,1482.543000352463,1.2318810654409618e-06,1.0710791913887703e-06,5.1821673343319325e-08
3172,BD+49 828 b,BD+49 828,0,4.2,,508.5,0.35,,,4943.0,7.6,1.52,1.47,2.85,,11.956684063877038,9.152595526619965,12.169052808905006,12.107745807099342,154.500682766265,331.19418152825773,141.91400948457454,182.660534576415,,,
3173,HD 2952 b,HD 2952,0,1.2,,508.5,0.129,,,4844.0,12.02,2.54,1.85,2.67,,23.69236280559191,18.136016028444242,24.113174907750892,23.99169409237239,306.14560109260543,656.2666259264007,281.2049044653363,361.9448027837675,,,
3174,Kepler-24 b,Kepler-24,0,0.08,2.4,508.5,,,,5800.0,1.07,1.03,0.064,4.34,,39.57364607634413,30.29281146138629,40.276533725504706,40.073622819897615,511.3587768717154,1096.1702468948445,469.70002340234555,604.5608722974789,,,
3175,Kepler-24 c,Kepler-24,0,0.106,2.8,508.5,,,,5800.0,1.07,1.03,0.064,4.34,,34.379386800987085,26.31671290816235,34.990016570139765,34.81373883984049,444.24011753269394,952.2918571877221,408.049305182286,525.208923973307,,,
3177,HD 180902 b,HD 180902,0,1.39,,508.507,0.09,,,5030.0,4.1,1.52,0.973,3.5,,18.746788309291556,14.350280554496546,19.079759548247107,18.983636795601967,242.24037182772273,519.2766804918045,222.50582851542282,286.3919758916613,,,
3183,kap CrB b,kap CrB,0,2.6,,508.528,0.073,,,4877.0,5.0,1.51,1.111,,,14.169284033379137,10.846295257655417,14.420951891460673,14.348299949067735,183.09123547723502,392.4820964747267,168.17538190020343,216.46210456637786,,,
3188,HD 221585 b,HD 221585,0,2.306,,511.7063,0.123,,,5620.0,,1.19,0.422,4.05,,11.81148564941605,9.041449129210095,12.021275451578722,11.960712943765705,152.62447243479227,327.1722579096609,140.19064796921805,180.4423593814026,,,
3195,HD 142415 b,HD 142415,0,1.05,,515.0,0.5,,,6045.0,,1.03,0.06,4.53,,10.748533848316097,8.227781405969658,10.939444023082174,10.88433172099854,138.88932829782138,297.72902349044074,127.57446181116121,164.20379832378757,,,
3201,47 UMa d,47 UMa,0,11.6,,521.22,0.16,,,5872.0,1.21,1.06,0.198,4.3,,4.358563406813223,3.336390568369077,4.4359780675908045,4.4136298602430095,56.32004815341305,120.73003120653213,51.73183512662331,66.58514330732854,,,
3216,HD 160691 b,HD 160691,0,1.535,,532.978,0.0001,,,5771.56,1.38,1.03,0.278,4.17,,13.04256694193687,9.983816517244767,13.274222604878613,13.20734781996433,168.5321353971243,361.27259533540155,154.80236483735044,199.2494103829628,,,
3218,16 Cyg B b,16 Cyg B,0,1.68,,533.93,0.689,,,5747.0,1.13,1.03,0.097,4.35,,9.581739469494646,7.334624327047583,9.751925616042515,9.702795964726192,123.81236153908776,265.40940149147673,113.72576700096116,146.378849212673,,,
3221,HD 19994 b,HD 19994,0,1.42,,533.9544,0.3,,,6217.0,,1.34,0.58,4.29,,16.297421264689937,12.475340501242188,16.586888050186992,16.503324243569356,210.5903860361411,451.4304357248355,193.43426518383413,248.97334951075212,,,
3223,HD 82943 b,HD 82943,0,1.18306,,534.25,0.162,,,5935.0,1.18,1.08,0.194,4.33,,13.578541139887871,10.394093732929548,13.819716513075209,13.750093560613298,175.4578331144963,376.11881313812296,161.16384825575918,207.43741075111421,,,
3230,K2-34 b,K2-34,0,0.0465,15.435,539.67534,0.054,,1715.0,6149.0,1.58,1.23,0.484,4.2,,86.07775455143123,65.8907492277972,87.60662531620625,87.1652680782363,1112.270908734774,2384.3108435540166,1021.6577782403731,1314.9974171353638,1.946650047189728e-06,1.6831465644690739e-06,8.2780199931291e-08
3231,HD 159868 b,HD 159868,0,2.0,,540.288,0.69,,,5534.0,2.06,0.97,0.556,3.8,,13.588132260564057,10.401435538377209,13.829477986522326,13.759805856307663,175.58176669717253,376.38448239435803,161.27768536840148,207.5839329156658,,,
3233,HD 100655 b,HD 100655,0,0.76,,540.3,0.085,,,4861.0,9.3,2.4,1.633,2.89,,28.856643585157087,22.08916666023665,29.369181104017656,29.22122082582268,372.87688730682027,799.3146262610019,342.4998076020991,440.83877395993704,,,
3234,HD 28678 b,HD 28678,0,1.25,,540.3,0.168,,,5076.0,6.2,1.74,1.36,3.3,,21.494917667331254,16.453917008767068,21.876699829099813,21.766486249046718,277.75087456233086,595.398492242228,255.12340490183306,328.3747509606466,,,
3236,ome Ser b,ome Ser,0,1.1,,540.3,0.106,,,4770.0,12.3,2.17,1.85,2.32,,24.7458658874964,18.94245095163923,25.185389793546154,25.058507220038095,319.7586517160933,685.4481355393359,293.70894367543013,378.0390171236735,,,
3237,BD+48 740 b,BD+48 740,0,1.7,,540.311,0.76,,,4534.0,10.33,1.09,1.64,2.48,,19.314904567785536,14.785161855893582,19.6579664084666,19.55893068226631,249.58139960423773,535.0132173309154,229.24880639001864,295.07100587385975,,,
3247,HAT-P-49 b,HAT-P-49,0,0.0438,15.838,549.823,0.0,,2131.0,6820.0,1.83,1.54,0.814,4.1,,101.00086921554865,77.31408631593543,102.79479700752252,102.27692261707354,1305.1029173659183,2797.673672297364,1198.7803838615375,1542.9756833110232,1.1624195879492784e-06,1.0129451259815693e-06,4.891788675342596e-08
3250,HD 82943 b,HD 82943,0,1.18,,556.0,0.219,,,5935.0,1.18,1.08,0.194,4.33,,13.596135815084775,10.407562094612368,13.837623696244288,13.767910528403405,175.6851862264837,376.60617686036926,161.3726796415708,207.70620206148044,,,
3252,HD 33844 c,HD 33844,0,2.24,,556.2025,0.13,,,4861.0,5.29,1.78,1.149,3.24,,15.394375064213678,11.784077223676743,15.667802386990727,15.58886888211456,198.92149407598816,426.4165066412264,182.71600028909023,235.17764320581296,,,
3253,HD 47366 b,HD 47366,0,1.214,,556.2025,0.089,,,4866.0,7.3,1.81,1.417,2.97,,22.036325795673534,16.868353786310763,22.427724182488248,22.314734572816523,284.7467878972663,610.3952272049584,261.549383697469,336.6457646981251,,,
3257,WASP-3 b,WASP-3,0,0.03151,14.5,559.357,0.0,,,6352.0,1.36,1.26,0.434,4.27,,101.75465734726221,77.89109561428965,103.56197355350662,103.04023417088212,1314.8431413601857,2818.553227364209,1207.7271031611247,1554.4911956688459,,,
3258,HD 5319 b,HD 5319,0,1.6697,,559.36,0.02,,,4958.0,3.85,1.51,0.908,3.45,,16.811571187153408,12.868911683286559,17.110170050842584,17.023969979014918,217.23407701605237,465.67213198806274,199.5367160458932,256.82794357611937,,,
3262,K2-34 b,K2-34,0,0.04419,15.132,559.3808,0.0,,1742.0,6132.0,1.53,1.28,0.471,4.17,,87.69993901729792,67.13249804430222,89.25762222517,88.80794735787684,1133.2322895164589,2429.2445436995035,1040.9115028052158,1339.7792947975795,1.8290048681688425e-06,1.583038579890578e-06,7.772338137072297e-08
3274,HAT-P-7 b,HAT-P-7,0,0.0377,15.043,564.442,0.0,,2733.0,6532.23,1.99,1.35,0.814,3.97,,108.86580580633002,83.33453337913178,110.79942673601545,110.2412254723969,1406.7312673915092,3015.5284908272806,1292.1293993558722,1663.1271830417854,8.207237329437426e-07,7.17646051090932e-07,3.444125467816524e-08
3276,HD 74156 b,HD 74156,0,0.2916,,565.078,0.638,,,5977.0,1.48,1.1,0.401,4.14,,32.794302526735635,25.103363524643953,33.37677880815811,33.20862847872888,423.7581342917227,908.3858138349472,389.23592318371294,500.9938205770269,,,
3278,HD 74156 b,HD 74156,0,0.29169,,565.71,0.63,,,5960.0,1.64,1.24,0.482,4.4,,34.33262853888372,26.280920421025158,34.94242781076897,34.76638982995574,443.63592130392857,950.9966766623963,407.4943308753487,524.4946047602178,,,
3284,HD 89307 b,HD 89307,0,3.27,,565.7374,0.241,,,5950.0,1.05,1.03,0.09,4.41,,6.740510916769418,5.159722355660571,6.860232558371235,6.825671093609116,87.09885895376352,186.70878850986858,80.00319528917267,102.97381120029611,,,
3286,HD 45350 b,HD 45350,0,1.92,,568.89,0.778,,,5566.0,1.26,0.98,0.141,4.23,,9.841475806690532,7.533447146586805,10.016275262386134,9.965813832458918,127.1685965304605,272.6039684091247,116.8085803314284,150.34680370136397,,,
3287,HIP 75092 b,HIP 75092,0,2.02,,568.91285,0.42,,,4891.0,4.53,1.28,1.02,3.09,,15.735495517820395,12.045197909064077,16.01498165441646,15.934299079969374,203.3293501928024,435.8653729683167,186.76476255711563,240.38889108004574,,,
3290,HD 154857 b,HD 154857,0,1.2,,570.0,0.47,,,5604.56,2.27,0.99,0.663,3.72,,18.33132361852352,14.032250885913074,18.656915577863547,18.56292308929589,236.87186179216334,507.76851589719763,217.57467371103277,280.0449818498444,,,
3296,HD 20782 b,HD 20782,0,1.36,,572.07,0.92,,,5758.0,,1.0,1.25,,,20.177349397356213,15.445345619796226,20.53572955916488,20.4322717117108,260.7256528357393,558.9025087027507,239.48517318450337,308.2464509028022,,,
3305,HD 158038 b,HD 158038,0,1.52,,572.1,0.291,,,4897.0,4.8,1.65,1.076,3.2,,18.383886888067057,14.072486986751613,18.71041245036321,18.616150447568735,237.55106858474213,509.22449223159924,218.19854771261134,280.847983322712,,,
3306,HD 30856 b,HD 30856,0,1.8,,572.1,0.117,,,4982.0,4.2,1.35,0.996,3.4,,16.570463156280752,12.684348448780414,16.864779577642352,16.77981576918044,214.11855140784488,458.9935598590216,196.67500227999693,253.1445710311409,,,
3307,HD 98219 b,HD 98219,0,1.23,,572.1,0.112,,,4992.0,4.5,1.3,1.049,3.5,,20.307075416491813,15.544648217078512,20.667759708085473,20.563636700186663,262.4019335187383,562.4958546924081,241.02489267626652,310.2282565503536,,,
3315,HD 12661 c,HD 12661,0,2.8145,,575.884,0.031,,,5748.0,1.11,1.02,0.063,,,6.645697609245779,5.0871447204509375,6.763735223484896,6.729659906854189,85.8737098514312,184.08250720850447,78.87785514040817,101.52536200278422,,,
3317,HD 187123 c,HD 187123,0,4.417,,577.791,0.28,,,5790.0,1.15,1.04,0.127,4.33,,6.321109243092722,4.838679007701976,6.4333816783238165,6.400970664224107,81.6794764067137,175.0915714534622,75.02531239304288,96.56667243951932,,,
3319,HD 9446 c,HD 9446,0,0.654,,578.426,0.06,,,5793.0,1.0,1.0,0.041,4.53,,12.382637391491262,9.47865403080417,12.602571710146723,12.5390806645639,160.00472381906684,342.99287612909905,146.96965403051146,189.16776200761205,,,
3320,HD 4203 b,HD 4203,0,1.1735,,578.43,0.52,,,5582.0,1.5,0.99,0.293,4.08,,15.114069798117509,11.569509312468766,15.382518476542367,15.305022215919113,195.29947355897244,418.6521906580643,179.38905412418094,230.89546016274036,,,
3323,HD 216437 b,HD 216437,0,2.32,,578.4506,0.29,,,5887.0,,1.06,0.35,4.3,,11.237742694214065,8.60226070730672,11.437341956030107,11.379721272238083,145.21073817222634,311.2798643797687,133.38088677194506,171.67737116671327,,,
3326,HD 12661 c,HD 12661,0,2.86,,581.6,0.017,,,5655.0,1.21,1.0,0.133,4.27,,7.94668428213199,6.083023238176819,8.087829382154197,8.047083353821344,102.68466915728028,220.11918878374752,94.3192797066948,121.40034739811888,,,
3328,HAT-P-36 b,HAT-P-36,0,0.0238,14.168,582.24,0.063,,1823.0,5560.0,1.1,1.02,0.013,,,48.70835077052429,37.28523986998955,49.573484554293785,49.3237361346913,629.3946892182536,1349.1970082049813,578.1199299318756,744.1104358489305,4.2902411104074155e-06,3.581301120247689e-06,1.9089856910150114e-07
3331,HD 82943 b,HD 82943,0,1.18,,584.8072,0.18,,,6005.0,,1.15,0.18,4.45,,13.343912576611878,10.21449039749101,13.580920592590106,13.512500680509255,172.4260332418103,369.6197190278997,158.37903935922765,203.85302409625828,,,
3334,HD 200964 b,HD 200964,0,1.601,,587.96,0.04,,,5164.0,4.3,1.44,1.064,3.6,,17.862646612614736,13.673488285446785,18.17991416135425,18.088324779023576,230.8157581916241,494.7863967290558,212.01194137601325,272.8850709593652,,,
3336,7 CMa b,7 CMa,0,1.758,,587.9855,0.06,,,4826.0,4.87,1.34,1.063,3.19,,17.04236828409589,13.045582110116225,17.345066452372517,17.257682985720386,220.21636783076195,472.06509639295956,202.27604922803025,260.35379747348566,,,
3338,HAT-P-57 b,HAT-P-57,0,0.0406,15.838,587.9855,0.0,,2200.0,7500.0,1.5,1.47,0.806,4.25,,104.64700637470122,80.10512925677246,106.50569506263524,105.96912537705212,1352.2172073763425,2898.6698519834677,1242.0564243274134,1598.6771937859755,9.936878167209e-07,8.673424387611598e-07,4.1728307527905936e-08
3340,HD 82943 c,HD 82943,0,0.75,,587.9855,0.38,,,6005.0,,1.15,0.18,4.45,,16.737614460277488,12.81229933123713,17.034899740937362,16.949078876686304,216.27843038890688,463.6235675620627,198.65892287320028,255.69811734716598,,,
3345,HATS-1 b,HATS-1,0,0.0444,14.594,589.55,0.12,,1359.0,5870.0,1.04,0.99,0.041,,,47.52373269965082,36.3784391216963,48.36782587954512,48.124151500355694,614.0874100604685,1316.3836788311762,564.0596855323909,726.0131967700495,5.694400836506806e-06,4.747306574882568e-06,2.536769369140254e-07
3349,HD 74156 b,HD 74156,0,0.294,,591.14,0.636,,,6105.0,,1.27,0.49,4.4,,34.3385079156961,26.285420962950067,34.948411614182284,34.77234348730491,443.7118928464482,951.1595324659678,407.5641132608544,524.5844231501485,,,
3351,HD 47366 c,HD 47366,0,1.853,,591.1638,0.278,,,4866.0,7.3,1.81,1.417,2.97,,17.83654846728928,13.653510692421602,18.153352473600084,18.061896907554427,230.47852579088703,494.06349112794663,211.702182213401,272.48637336468653,,,
3354,HD 202696 c,HD 202696,0,2.342,,592.43512,0.028,,,5040.0,6.43,1.91,1.369,3.11,,15.729448000923625,12.040568659365682,16.008826724497233,15.928175158239986,203.25120599457824,435.6978597683189,186.69298451517182,240.29650403834404,,,
3359,HD 13931 b,HD 13931,0,5.15,,597.0,0.02,,,5829.0,1.23,1.02,0.196,4.3,,6.524788951370246,4.994591631710847,6.640679045460893,6.607223678915603,84.31136446417126,180.73339772540393,77.44278900260207,99.67825790900082,,,
3361,WASP-73 b,WASP-73,0,0.05512,13.002,597.5,0.0,,1790.0,6036.0,2.07,1.34,0.716,3.93,,87.19261774789827,66.74415405561271,88.74129016475733,88.29421654926718,1126.6768363418705,2415.191997718272,1034.8901012985207,1332.0290210782557,1.9386126170528696e-06,1.6780888752988174e-06,8.277986408455227e-08
3362,HATS-42 b,HATS-42,0,0.03689,15.693,597.5204,0.229,,1856.0,6060.0,1.48,1.27,0.425,4.2,,93.55111547777054,71.61145318031514,95.21272440578453,94.73304806952966,1208.8394355528815,2591.319211596622,1110.3591780361846,1429.166872027274,1.4013474024071129e-06,1.216712769598579e-06,5.9246919335802955e-08
3363,HD 47366 c,HD 47366,0,1.97,,597.5204,0.1,,,4914.0,6.2,2.19,1.389,3.1,,17.21268074695233,13.175952794608664,17.518403921477027,17.430147190430517,222.4170943578115,476.78266661882293,204.29748964913918,262.95563635658954,,,
3365,Qatar-7 b,Qatar-7,0,0.0352,19.055,597.5204,0.0,,2053.0,6387.0,1.56,1.41,0.563,4.2,,102.74526872274753,78.64938823082515,104.57017968130772,104.04336101306681,1327.6435242297891,2845.9926680957437,1219.4846800432363,1569.6246224983036,9.061103408008637e-07,7.898866305134482e-07,3.791505465381389e-08
3371,HD 190647 b,HD 190647,0,2.07,,603.85,0.18,,,5628.0,,1.1,0.297,4.18,,11.41852494454883,8.740645798596798,11.621335171831701,11.562787540594343,147.5467521506442,316.2874424937834,135.52659321125458,174.43915548012833,,,
3376,HD 210702 b,HD 210702,0,1.2,,603.877,0.094,,,4967.0,5.1,1.68,1.149,,,21.032720447428492,16.100114551104195,21.406293289370435,21.298449590937008,271.7785008117033,582.5958599126842,249.6375812153823,321.31383082458376,,,
3380,HD 142245 b,HD 142245,0,2.77,,603.9,0.09,,,4878.0,5.2,1.69,1.13,3.3,,13.785921198922283,10.552838899272356,14.030779954780408,13.960093676601621,178.13753599380243,381.86313727935254,163.6252443675486,210.60552594436882,,,
3381,HD 159243 c,HD 159243,0,0.8,,603.9,0.075,,,6123.0,1.12,1.12,0.114,4.55,,14.457303051210562,11.066767887031775,14.714086561510914,14.639957823180914,186.81293077895023,400.46007953137024,171.59388266595948,220.86212947999115,,,
3390,HD 12661 c,HD 12661,0,2.9,,610.0,0.031,,,5655.0,1.21,1.0,0.133,4.27,,7.891689266486725,6.0409256857540745,8.031857572073871,7.991393526563802,101.97404007144493,218.59585429590277,93.66654328494178,120.56019649146815,,,
3393,ups And c,ups And,0,0.832,,610.2336,0.224,,,6105.51,1.64,1.15,0.525,4.07,,20.767500427717998,15.897094085479779,21.13636256203889,21.029878759387636,268.351407320762,575.2493977260399,246.48968199921038,317.2621029105673,,,
3395,HAT-P-36 b,HAT-P-36,0,0.02402,15.211,611.82275,0.063,1821.0,1820.0,5560.0,1.11,1.05,0.022,4.37,,55.30001308258271,42.33102168274179,56.28222473220376,55.998678057908855,714.5701711777103,1531.7827646479727,656.3564395590478,844.8103084252558,3.203808967700002e-06,2.6969893536101403e-06,1.407441762089993e-07
3400,HD 5319 b,HD 5319,0,1.75,,616.56,0.12,,,5052.0,3.26,1.56,0.663,3.57,,15.179778103562569,11.619807667703821,15.449393860609788,15.371560685572884,196.14853656008881,420.4722779268441,180.16894669576084,231.89927644947875,,,
3401,HIP 114933 b,HIP 114933,0,2.84,,616.58711,0.21,,,4823.0,5.27,1.39,1.14,2.99,,13.64498643276334,10.444956236871946,13.88734197458151,13.817378328858112,176.31641924598725,377.9593145909279,161.95248813893733,208.4524858883244,,,
