,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth
1158,Kepler-56 b,Kepler-56,0,15420000.0,6.51,22.1,4840.0,2945526.66,0.08008048778031951,1.8401858665773798,1544.436905572571,3310.72010624687,1418.6166024737452,1535.4192928905677,0.008843335925445103
1164,TOI-132 b,TOI-132,0,3900000.0,3.42,22.4,5397.0,626707.8,0.5598183140698402,2.5560362243739303,1579.5674718279317,3386.0274701319236,1450.885194582843,1570.3447398311494,0.05700164851250319
1167,GJ 143 b,GJ 143,0,28725000.0,2.61,22.7,4640.0,480475.98,1.2763851330496516,2.945430117099732,438.1363840300115,939.2076365519741,402.44282319992857,435.5782062250002,0.19735830456143055
1175,Kepler-30 d,Kepler-30,0,75000000.0,8.8,23.1,5498.0,661524.9,0.03388764315938309,1.6181571707645748,376.9925074368801,808.1370431982688,346.2801414084928,374.7913346963059,0.008921367627710524
1178,GJ 436 b,GJ 436,0,4308000.0,4.222,23.1688,3350.0,320317.32,0.307769979452272,2.3396382024916376,666.9337387233928,1429.667298391414,612.6007939133872,663.0396656675962,0.0657472077190301
1181,HAT-P-11 b,HAT-P-11,0,7881000.000000001,4.36,23.4,4780.0,473512.56000000006,0.2822498965666914,2.3137729118092065,855.4379274936992,1833.7528299024866,785.7481532263675,850.4432217366686,0.050460554008584194
1184,GJ 436 b,GJ 436,0,4330500.0,4.091,23.42407,3500.0,313353.9,0.3420198565994897,2.389860147209717,687.3882310380006,1473.5144110346712,631.3889245828733,683.3747288953733,0.07044658883275648
1185,HATS-38 b,HATS-38,0,7554000.0,6.882,23.51942,5732.0,765976.2000000001,0.0721373201606029,1.8463414427658218,1332.6338683143645,2856.6901802040607,1224.0684768593392,1324.8529249634132,0.008624596229760478
1188,TOI-674 b,TOI-674,0,3750000.0,5.25,23.6,3514.0,292463.64,0.16304650526852796,2.1175437797266086,716.4857890439763,1535.8891639206456,658.1159982041921,712.3023929373138,0.03333185294002739
1189,Kepler-4 b,Kepler-4,0,6735000.0,4.125,23.83725,5857.0,1030586.16,0.3395171326631667,2.400889362732583,1672.7617690056134,3585.8026971680265,1536.487252365267,1662.9948968933704,0.03458003752234381
1199,Kepler-4 b,Kepler-4,0,6840000.0,4.002,24.472,5857.0,1037549.58,0.3816942458783758,2.4697457006949906,1665.471171996784,3570.1742658500593,1529.790596826052,1655.7468680074662,0.03799052214862644
1200,K2-25 b,K2-25,0,4305000.0,3.44,24.5,3207.0,201939.18,0.6016835783012291,2.665384508023469,507.1170278245949,1087.077454689941,465.8038359957506,504.15608786979914,0.13495390538327218
1201,K2-292 b,K2-292,0,19500000.0,2.63,24.5,5725.0,759012.78,1.3464066275276432,3.0483246374191224,824.6473101432698,1767.7487635803159,757.4659483553685,819.832383735272,0.1213406528668929
1206,Kepler-11 g,Kepler-11,0,69900000.0,3.33,25.0,5663.0,738122.52,0.6768379633777567,2.7365534543497767,424.8716162470085,910.7727207289786,390.25869334844026,422.39088837714974,0.16259222625585948
1214,GJ 436 b,GJ 436,0,4620000.0,4.1,25.4,3416.0,320317.32,0.3684338703377892,2.485884681809609,656.7084470089434,1407.7479316959405,603.2085237993306,652.8740770850188,0.07458080399314293
1221,HAT-P-11 b,HAT-P-11,0,7950000.0,4.73,25.743,4780.0,522256.5,0.2431941569904099,2.3299953603429775,894.4823519505061,1917.4501053428612,821.6117541080906,889.2596747587909,0.04037033251470846
1226,HAT-P-11 b,HAT-P-11,0,7888500.0,4.45,26.69772,4780.0,480475.98,0.30288065991417196,2.4463192329013697,861.295224924519,1846.308779778143,791.1282754903503,856.266319751893,0.05013973608310262
1228,TOI-1728 b,TOI-1728,0,5865000.0,5.05,26.78,3980.0,431732.04,0.2078805418503101,2.2999354407448167,788.3911146166823,1690.028453302318,724.1634283683294,783.7878798144742,0.037278253841553276
1229,EPIC 211945201 b,EPIC 211945201,0,22200000.0,6.12,27.0,6025.0,960951.96,0.1177570451725378,2.097791006764466,915.201913862097,1961.8654323567544,840.6433600077622,909.8582599030011,0.01848566893902375
1231,K2-24 c,K2-24,0,37050000.0,7.82,27.0,5743.0,842573.82,0.05644440597076029,1.8558144578490234,632.3160530662306,1355.459366993652,580.8032996711337,628.6241047330933,0.010721669724708763
1237,CoRoT-24 c,CoRoT-24,0,14700000.0,5.0,28.0,4950.0,598854.12,0.22393677536107762,2.3634698240439915,729.4450299820962,1563.669139509629,670.019491499348,725.1859678414177,0.0414686672781606
1240,TOI-1710 b,TOI-1710,0,24000000.0,5.34,28.3,5665.0,675451.74,0.18579758566399143,2.2992099884542205,693.8681819136518,1487.4051071026706,637.3409747198809,689.8168448248482,0.0354992190725702
1249,NGTS-14 A b,NGTS-14 A,0,6045000.0,4.977,29.24036,5187.0,584927.28,0.23711399886734358,2.4208260580559946,1178.0251185834802,2525.2643417714025,1082.0552042778813,1171.1469002433669,0.029793152479105155
1251,LTT 9779 b,LTT 9779,0,2518500.0,4.72,29.32,5443.0,661524.9,0.27875031826040236,2.489241494835562,2036.6948807150643,4365.945068745698,1870.7719049775778,2024.8030866770953,0.021912828082471403
1254,Kepler-117 b,Kepler-117,0,21675000.0,8.059,29.875,6150.0,1121110.62,0.057061324533642335,1.9229563554332754,1021.1870838548728,2189.0597139703436,937.9942593713162,1015.2246068091343,0.007253043945486707
1258,Kepler-9 c,Kepler-9,0,34050000.0,8.08,29.9,5774.0,668488.32,0.056664949732596476,1.9212592083293991,590.6778023046893,1266.2018560601916,542.5571831641023,587.2289701628117,0.010701045160275596
1259,K2-105 b,K2-105,0,12150000.0,3.59,30.0,5434.0,661524.9,0.6482093793553471,2.887150687179197,925.7423037353451,1984.4602567585364,850.3250582479325,920.3371068585352,0.08456900060174126
1264,TOI-216.02,TOI-216,0,19395000.0,7.69,30.0,5026.0,584927.28,0.06595073457069875,1.9726657564277505,637.2561680640353,1366.049205912543,585.3409594024758,633.5353755330586,0.012041717659921345
1270,LP 714-47 b,LP 714-47,0,6255000.0,4.7,30.8,3950.0,403878.36,0.29657500372892487,2.5567159308676293,732.8148270166065,1570.8927785950914,673.1147620169551,728.5360894043276,0.051436913158633066
1273,K2-27 b,K2-27,0,10053000.0,4.48,30.9,5248.0,619744.38,0.3435594028980368,2.6229878625298424,951.344476109215,2039.342153543012,873.8415040528206,945.7897940229722,0.0483964845020392
1276,HATS-37 A b,HATS-37 A,0,7369500.0,6.793,31.46517,5326.0,612780.96,0.10035121627064202,2.149514020480893,1121.2960674051624,2403.657554425994,1029.9476862861968,1114.749076976981,0.01228337972492442
1283,WASP-166 b,WASP-166,0,9615000.0,7.062,32.10083,6050.0,849537.24,0.09111933128470795,2.1293660350849217,1312.97802698289,2814.5550895010933,1206.0139336482769,1305.3118495789492,0.009635585749002808
1284,K2-98 b,K2-98,0,14145000.0,4.3,32.2,6120.0,912208.02,0.40488147531858726,2.733063714601533,1134.7035314797886,2432.398360039669,1042.2628874217742,1128.0782579455533,0.047700305755958176
1287,TOI-1338 b,TOI-1338,0,69105000.0,6.85,33.0,6050.0,926134.8600000001,0.10264070520344125,2.192137202280196,511.35590084748503,1096.1640817279729,469.69738167855127,508.370211085824,0.02160395881028934
1304,HD 89345 b,HD 89345,0,15990000.0,7.398,34.9613,5576.0,1218598.5,0.08632209937617948,2.1711642096558417,1123.8655785894389,2409.16566700108,1032.3078676656396,1117.3035853750914,0.00984588353379629
1306,KOI-94 e,KOI-94,0,45690000.0,6.56,35.0,6182.0,1058439.84,0.12394640307638925,2.3069498345697,686.9688235659061,1472.6153514838643,631.0036848874424,682.9577702472648,0.02105122681782007
1307,Kepler-62 f,Kepler-62,0,107700000.0,1.41,35.0,4925.0,445658.88,12.482112951554075,4.976001631753487,231.30508617822082,495.8353408444999,212.46140538670642,229.95454885875722,0.03642175836546129
1314,HD 89345 b,HD 89345,0,15750000.0,6.86,35.7,5499.0,1155927.72,0.11055369713657735,2.278390171232061,1087.662854886271,2331.55998117959,999.0544633246938,1081.3122410680066,0.013082340756776258
1318,Kepler-22 b,Kepler-22,0,127350000.0,2.38,36.0,5518.0,682415.16,2.669617443911527,3.8843541583692778,294.9117469558808,632.1852622741184,270.88623626294844,293.189824940274,0.13139796100455153
1320,Kepler-62 e,Kepler-62,0,64050000.0,1.61,36.0,4925.0,445658.88,8.623871456850386,4.722743517968379,299.9393646622455,642.9626756905723,275.50427013885854,298.1880875405637,0.054907828490984946
1326,TOI-942 c,TOI-942,0,13200000.0,4.793,37.0,4969.0,619744.38,0.3359362260080339,2.7749374351303366,786.0928513908182,1685.1017992940758,722.052397249284,781.503035620192,0.04983209936833139
1327,K2-280 b,K2-280,0,21915000.0,7.5,37.1,5500.0,891317.76,0.08791591921583046,2.2213263653570676,809.8297914439827,1735.9853053869672,743.8555652063844,805.10138112742,0.012514444828688374
1329,WASP-139 b,WASP-139,0,9300000.0,8.967,37.18611,5310.0,557073.6,0.05156044325107055,2.0338683504143757,948.8440809154969,2033.9822009210973,871.5448080066723,943.303998063012,0.0061053666689885894
1330,WASP-132 c,WASP-132,0,2730000.0,1.85,37.35,4714.0,522256.5,5.897294589614103,4.487613926693675,1505.3438020370374,3226.918480279702,1382.7082882411394,1496.5544450156885,0.02409738288474433
1335,HATS-7 b,HATS-7,0,6018000.0,6.311,38.1396,4985.0,564037.02,0.15169071390326677,2.455246073261031,1114.2390961388405,2388.529933105681,1023.4656237522969,1107.7333097464852,0.017322721659480417
1336,WASP-107 b,WASP-107,0,8250000.0,10.536,38.1396,4430.0,459585.72000000003,0.03260064930176361,1.9002302799682336,763.3883573902233,1636.431488115476,701.1975652883316,758.9311079499532,0.0041773543296921185
1337,WASP-107 b,WASP-107,0,8370000.0,10.626,38.1396,4430.0,459585.72000000003,0.03177928348140216,1.8921658909983112,757.8962834980636,1624.658446825048,696.152912976982,753.4711010169563,0.0040762879790852925
1339,HD 89345 b,HD 89345,0,16725000.0,7.263,38.45743,5622.0,1204671.66,0.10034818633359248,2.298201772570115,1101.6094227017616,2361.4564323154573,1011.8648491547618,1095.177378074411,0.011218408936142127
1341,TOI-849 b,TOI-849,0,2397000.0,3.444,39.09,5373.8,640634.64,0.9566512513625115,3.36478494411927,2028.3281035299883,4348.009692200906,1863.086742196812,2016.4851611840368,0.05075307675158347
1342,HATS-7 b,HATS-7,0,6018000.0,6.311,39.09309,4985.0,564037.02,0.15548298175084843,2.485747193958047,1114.2390961388405,2388.529933105681,1023.4656237522969,1107.7333097464852,0.017542658129028593
1345,K2-39 b,K2-39,0,8610000.0,5.71,39.8,4912.0,2040282.06,0.2137234367491079,2.6368142081453305,1745.7715229782036,3742.3094858604272,1603.5491367027448,1735.578363666427,0.016544042304739517
1346,HATS-72 b,HATS-72,0,9977550.000000002,8.097,39.85588,4656.1,501366.24,0.07505806889215326,2.2158490920218075,762.0323410208562,1633.524674219573,699.9520192075111,757.583009048995,0.01057852596010352
1349,Kepler-35 b,Kepler-35,0,90520500.0,8.16,40.363,5606.0,717232.26,0.07426605647342409,2.221276836658375,364.33009422618994,780.9933600481331,334.6492942413122,362.2028544106459,0.01667781197623004
1350,WASP-156 b,WASP-156,0,6795000.0,5.717,40.68224,4910.0,529219.92,0.21765952784230194,2.6642463588811967,1000.4384395550574,2144.582044722148,918.9359403319714,994.5971090820908,0.026253653273656346
1352,TOI-1670 b,TOI-1670,0,15450000.0,2.06,41.31769,6170.0,919171.4400000001,4.725108371549542,4.472913035613895,1098.7647044958585,2355.358374358601,1009.2518809838431,1092.3492695253206,0.03503729502831927
1357,HD 95338 b,HD 95338,0,39300000.0,3.89,42.44,5212.0,605817.54,0.7207820673314392,3.2988983614315286,472.45948321847266,1012.7840799676513,433.9697299848015,469.70090071359255,0.1217767564636739
1359,Kepler-129 c,Kepler-129,0,58500000.0,2.52,43.0,5770.0,1148964.3,2.6862364330099515,4.125627427667438,590.3868350342982,1265.5781263442882,542.2899200605959,586.9397017835428,0.07961139474427494
1361,Kepler-9 b,Kepler-9,0,21450000.0,8.29,43.4,5774.0,668488.32,0.07615589733098917,2.2851970130702766,744.2101008553233,1595.3201683304087,683.5816995778296,739.8648288540304,0.01045468252214866
1364,TOI-257 b,TOI-257,0,22920000.0,7.163,43.86032,6095.0,1302159.54,0.11930656564057755,2.4714081278552293,1060.6791184469628,2273.7165053801277,974.2690050314741,1054.4860564736753,0.01299190729421131
1365,HATS-8 b,HATS-8,0,7000500.000000001,9.785,43.86054,5679.0,759012.78,0.046802482133618116,2.1145240078842447,1365.2663936685983,2926.6426382281197,1254.0425354182412,1357.294916490452,0.0037523912940957975
1367,K2-19 b,K2-19,0,11430000.0,7.46,44.0,5390.0,633671.22,0.10595308243186297,2.4255653097953713,926.580505093371,1986.257060550965,851.0949740395205,921.1704141511779,0.012674410731665673
1376,HATS-8 b,HATS-8,0,7002000.0,9.785,46.08535,5679.0,759012.78,0.04917652108242483,2.1674898794344952,1365.1201490756378,2926.329142149,1253.9082049015024,1357.14952578611,0.003868369841046472
1380,WASP-182 b,WASP-182,0,6765000.0,9.528,47.03884,5638.0,933098.28,0.054366172616910485,2.219133735495686,1528.7637728111629,3277.1225176540006,1404.2203093860285,1519.8376719547614,0.0039039750326019538
1382,CoRoTID 223977153 b,CoRoTID 223977153,0,10649999.999999998,6.389,47.6745,5970.0,550110.18,0.1827531554897978,2.7282406635842937,990.6263718157503,2123.548482372551,909.9232301659854,984.8423317546894,0.020430961279340656
1387,Kepler-1656 b,Kepler-1656,0,29550000.0,5.02,48.6,5731.0,765976.2000000001,0.38406304395738006,3.107580047156305,673.6662975694221,1444.0994955615379,618.7848728625805,669.7329146474774,0.054293065978966853
1390,K2-39 b,K2-39,0,9300000.0,8.2,50.3,4881.0,2701806.96,0.09120188817908857,2.4736207457216564,1920.790542066731,4117.48763874015,1764.3099196986727,1909.575486864983,0.005522002579117783
1394,Kepler-101 b,Kepler-101,0,7110000.0,5.77,51.1,5667.0,1086293.52,0.2659321608718611,2.9722038454776047,1617.2513557140685,3466.808233407619,1485.4990937545592,1607.808596166784,0.01911548882775376
1406,GJ 414 A c,GJ 414 A,0,210000000.0,8.4,53.83,4120.0,473512.56000000006,0.09079541614188358,2.5282999444882335,142.8363807898034,306.190091727328,131.19996064232598,142.002391939748,0.013190337131648468
1411,Kepler-9 c,Kepler-9,0,33750000.0,9.225,54.347,5754.0,731159.1,0.06920761021353061,2.4241564712620565,618.3358558157323,1325.490826382171,567.9620240878737,614.7255346462351,0.009488126091986352
1420,HATS-46 b,HATS-46,0,8050500.0,10.122,54.98459,5495.0,591890.7,0.05300531184758103,2.327787744091299,1087.8337905984797,2331.9264061835793,999.2114734546772,1081.4821787258174,0.004605019278396656
1426,TOI-954 b,TOI-954,0,7444500.0,9.55,55.30242,5710.0,1316086.38,0.06347627358108565,2.403402068143175,1752.8552576497436,3757.4944783452393,1610.0557823133922,1742.6207380367598,0.0037980762190151407
1429,TOI-1696 b,TOI-1696,0,3525000.0,3.24,56.6,3168.0,201939.18,1.6636378876182283,4.174377863691438,553.6068097716586,1186.7349125451817,508.506245059874,550.374426648316,0.09454518003795073
1431,HATS-62 b,HATS-62,0,6244500.0,11.825,56.89157,5416.0,647598.06,0.03439710344500243,2.190682469898324,1273.409564219608,2729.7344634392516,1169.6689861740088,1265.9744179897696,0.002425345982337845
1434,TOI-1749 b,TOI-1749,0,4365000.0,1.39,57.0,3985.0,382988.10000000003,21.218166682398753,6.395670423802248,861.815615383088,1847.4243107189457,791.6062714134155,856.7836717699911,0.010310685873398586
1435,AU Mic b,AU Mic,0,9900000.0,4.203,57.2094,3700.0,522256.5,0.7703119315846015,3.6847671574884036,620.4568317691609,1330.0374399139675,569.9102109578747,616.8341267077826,0.0914049831851027
1437,WASP-127 b,WASP-127,0,7800000.0,15.356,57.2094,5620.0,967915.3799999999,0.01579466737924663,1.9277499166940488,1445.4172279364327,3098.457347903555,1327.6637392267048,1436.9777684296077,0.0008731674523331869
1443,K2-108 b,K2-108,0,8595000.0,5.28,59.4,5474.0,1218598.5,0.4034243233259893,3.3499035994424933,1504.8655121094548,3225.8931978132255,1382.2689630543243,1496.0789477132375,0.027360652615562257
1445,K2-261 b,K2-261,0,15510000.0,9.528,59.75174,5445.0,1142000.88,0.06905938605205304,2.501096522338192,1078.7249448203615,2312.4003000969487,990.8446960203988,1072.4265174079455,0.005973494966771588
1451,HD 221416 b,HD 221416,0,18420000.0,9.17,60.5,5080.0,2047245.48,0.07843768536329106,2.5653644240811406,1236.4864940158532,2650.5846124697055,1135.7539196430575,1229.2669331200134,0.006131281649866394
1453,TOI-532 b,TOI-532,0,4440000.0,5.82,61.5,3927.0,424768.62,0.31187715486584755,3.2466248899979777,886.8111524854794,1901.0057985432395,814.5655025696117,881.6332656670921,0.03253310809921317
1454,KELT-11 b,KELT-11,0,9343500.0,15.356,61.97685,5370.0,1894050.2400000002,0.01711088966085051,2.006465728527836,1765.2277869131087,3784.016754036498,1621.4203614452895,1754.921026940942,0.0007769568487278158
1455,HAT-P-18 b,HAT-P-18,0,8385000.0,10.615,62.29468,4870.0,501366.24,0.052067696606264396,2.4194771707398726,869.4417449935429,1863.7720038769369,798.6111247932932,864.3652741596566,0.0050125183425682365
1457,HAT-P-18 b,HAT-P-18,0,8385000.0,11.153,62.61,4803.0,522256.5,0.04511760098010167,2.366366720864323,875.1620910500552,1876.0343790090333,803.8654526705819,870.0522204282212,0.004223888044204507
1462,HAT-P-18 b,HAT-P-18,0,8394000.0,11.153,63.566,4803.0,522256.5,0.04580650732951833,2.3843644549297234,874.6927932643829,1875.0283724773087,803.434387064822,869.5856627646274,0.00426448270629402
1466,Kepler-30 b,Kepler-30,0,27000000.0,3.6,63.566,5498.0,661524.9,1.3620554337103192,4.196790011852549,628.3208457281335,1346.8950719971147,577.1335690141547,624.6522244938433,0.08990521436683341
1468,HAT-P-12 b,HAT-P-12,0,5650500.0,10.301,63.88383,4665.0,473512.56000000006,0.058429233037386334,2.487206404442218,985.960411098599,2113.5463321354687,905.6373902485643,980.2036145114444,0.00512111145068266
1478,NGTS-12 b,NGTS-12,0,11355000.0,11.747,66.10864,5690.0,1107183.78,0.04077131494715514,2.3693088427191658,1297.2213019359149,2780.7783089583586,1191.540858269412,1289.6471244337492,0.002681478406663331
1479,HAT-P-12 b,HAT-P-12,0,5757000.0,10.749,66.23577,4650.0,487439.39999999997,0.05331701199616007,2.479238523339019,987.8719875337034,2117.644068025807,907.3932367049342,982.1040296904031,0.00452025424132866
1488,Kepler-413 b,Kepler-413,0,53295000.0,4.347,67.0,4700.0,543146.76,0.8154236137346041,3.9210161357082995,346.4166347368334,742.5933125681328,318.1951866324805,344.3939875005569,0.12492301596779713
1489,HAT-P-12 b,HAT-P-12,0,5759999.999999999,10.749,67.059,4650.0,487439.39999999997,0.0539796775586741,2.4945979046887072,987.614695697712,2117.092526391755,907.1569056065895,981.8482401224001,0.0045543721257904225
1492,K2-261 b,K2-261,0,16305000.0,9.505,67.69745,5503.0,1142000.88,0.07881218142295933,2.665423011018556,1063.304979461142,2279.345411827834,976.6809456015695,1057.096585687962,0.006540307911228029
1493,TOI-1842 b,TOI-1842,0,15015000.0,11.657,68.01528,6230.0,1406610.84,0.04292630457531428,2.412492073792467,1392.1879663629884,2984.3528572014616,1278.7708942467339,1384.0593002997068,0.0026435348583387346
1495,CoRoT-8 b,CoRoT-8,0,9495000.0,7.981,68.65128,5080.0,626707.8,0.13500632280709296,2.9292181225225593,952.8714063507497,2042.6153456256704,875.2440402028211,947.3078088692188,0.01265051654621211
1497,CoRoT-8 b,CoRoT-8,0,9508500.0,6.389,69.28694,5080.0,536183.34,0.2656012526451728,3.2890107649755933,880.7443825005304,1888.000814463492,808.9929728061848,875.6019181599132,0.02638121078298151
1500,CoRoT-8 b,CoRoT-8,0,9450000.0,6.39,69.92,5080.0,536183.34,0.2679021796211269,3.3037435555610455,883.4662900885909,1893.8356103989058,811.4931353449648,878.3079331541768,0.026405668367535464
1501,Kepler-34 b,Kepler-34,0,163440000.0,8.564,69.92,5913.0,807756.72,0.11128813017327949,2.8537664555117637,303.49707455946657,650.5891327160579,278.77214486314966,301.7250247861003,0.02131688246357398
1505,K2-261 b,K2-261,0,15299999.999999998,9.528,70.87609,5537.0,1148964.3,0.08191659792953405,2.723987118390576,1107.8158962636467,2374.7608908764273,1017.5657012944228,1101.3476134613989,0.006445566322415933
1510,Kepler-425 b,Kepler-425,0,6978000.0,10.962,71.82958,5170.0,598854.12,0.05451441245082085,2.5566001667246208,1105.786029039048,2370.409581859372,1015.701200818396,1099.3295981657207,0.004061506951935333
1516,NGTS-5 b,NGTS-5,0,5730000.0,12.733,72.78307,4987.0,515293.08,0.03524646405490052,2.3878435232889044,1091.8795435383101,2340.5990528643692,1002.9276319259244,1085.5043094426312,0.0024705443568879787
1525,HATS-5 b,HATS-5,0,8130000.0,10.223,75.323,5304.0,605817.54,0.07048065450784774,2.7110072083824006,1057.0966130136767,2266.0368955974786,970.9783547836234,1050.9244684675186,0.005474634965845293
1528,HATS-5 b,HATS-5,0,8142000.0,10.223,75.64354,5304.0,605817.54,0.0707805877154463,2.7167694835915723,1056.317330480181,2264.366392682933,970.262557889593,1050.1497359859102,0.005491042973078932
1530,HATS-48 A b,HATS-48 A,0,5653500.0,8.967,77.23269,4546.0,501366.24,0.10708707444453115,2.9311162563100686,988.4024056992986,2118.781094782432,907.8804434100138,982.6313508660471,0.009008163213440808
1531,WASP-29 b,WASP-29,0,6855000.0,8.878,77.547,4800.0,564037.02,0.11078908639348653,2.9517595603743803,1005.2563605064383,2154.9099433281012,923.3613607725049,999.3868992986289,0.00920211915661988
1532,HD 332231 b,HD 332231,0,21540000.0,9.718,77.55052,6089.0,891317.76,0.08447562855453643,2.8213694405593386,904.3258012030408,1938.5509384281115,830.65328923644,899.0456503699653,0.007427404626026657
1535,WASP-29 b,WASP-29,0,6849000.0,8.878,77.86835,4800.0,564037.02,0.11124818955560173,2.9578691924973075,1005.696586654322,2155.853630670611,923.7657231132243,999.824555067056,0.009219048168787613
1542,Kepler-425 b,Kepler-425,0,6959999.999999999,10.962,79.45,5170.0,598854.12,0.06029786153862679,2.6887975278176772,1107.215001458253,2373.472787421519,1017.0137594545225,1100.7502271428837,0.004303371903916001
1546,WASP-69 b,WASP-69,0,6790500.0,11.848,79.4575,4700.0,564037.02,0.04776141246694127,2.58643145769592,988.9772537077587,2120.013363224592,908.408460401681,983.202842468899,0.003608137514509896
1550,Kepler-9 b,Kepler-9,0,21000000.000000004,9.438,80.09,5754.0,731159.1,0.09523920828205786,2.909411884837055,783.8837690907969,1680.3663172807637,720.02328177313,779.3068516447915,0.00925380274065611
1554,WASP-69 b,WASP-69,0,6787500.0,9.113,82.632,4715.0,564037.02,0.10915447758369282,3.007457475875788,992.3527959063621,2127.2493178861764,911.5090080433564,986.5586756512072,0.008833321910801913
1557,K2-329 b,K2-329,0,15240000.0,8.676,82.6358,5282.0,571000.44,0.12649897534166335,3.0823389516278654,746.4653480512196,1600.1546113620861,685.6532190443984,742.1069081790728,0.01278988780436347
1558,WASP-69 b,WASP-69,0,6787500.0,11.848,82.6358,4700.0,564037.02,0.04967186896561893,2.6376528946723456,989.1957880720895,2120.4818227073233,908.6091914748198,983.4201008612246,0.0036922615446303157
1561,HATS-43 b,HATS-43,0,7416000.0,13.227,82.95363,5099.0,564037.02,0.035836759853200374,2.5011691830782397,1026.6903339475061,2200.8567130356,943.0491773940636,1020.6957246873351,0.002460798243252551
1565,HAT-P-38 b,HAT-P-38,0,7845000.0,9.247,84.857,5330.0,640634.64,0.10729080474861949,3.0255160165432664,1112.0426939488434,2383.821632711155,1021.4481553784209,1105.549731844856,0.00781646035027108
1566,HAT-P-38 b,HAT-P-38,0,7846500.0,9.247,84.86061,5330.0,640634.64,0.1072953691311117,3.025580371850782,1111.9363953591107,2383.5937665697647,1021.3505165926148,1105.4440539081959,0.007817227526629163
1567,CoRoT-25 b,CoRoT-25,0,8670000.0,12.11,85.81,6040.0,828646.98,0.048303975386631365,2.658599554651424,1363.3196142337533,2922.469439702421,1252.2543538371995,1355.3595038539895,0.002711467127986287
1572,WASP-131 b,WASP-131,0,9105000.0,13.675,85.8141,6030.0,1065403.26,0.03354702782321612,2.5019101371333563,1505.9822907313082,3228.2871715807883,1383.2947613168062,1497.189205720991,0.0016412075697582059
1578,WASP-147 b,WASP-147,0,8235000.0,12.498,87.40325,5702.0,995769.0599999999,0.044759314087322734,2.6411896026265342,1447.6388923500997,3103.2198014664823,1329.7044117922082,1439.1864610545797,0.002341011417678823
1579,WASP-39 b,WASP-39,0,7288500.0,14.235,87.40325,5400.0,626707.8,0.03029232231381148,2.4748056757984727,1156.0929369335254,2478.249591929327,1061.9097668664638,1149.3427755691794,0.0017918871672324833
1580,WASP-117 b,WASP-117,0,14188499.999999998,11.444,87.5585,6038.0,814720.1399999999,0.05840394285077305,2.762589012148196,1056.366474509149,2264.4717398966777,970.3076983127174,1050.1985930741703,0.004083606260004196
1581,WASP-117 b,WASP-117,0,14196000.0,11.444,87.75286,6040.0,814720.1399999999,0.05853358635006182,2.765653472829874,1056.4372026611604,2264.6233557471514,970.3726644698609,1050.2689082607326,0.004088625046838642
1582,WASP-160 B b,WASP-160 B,0,6780000.0,12.218,88.35674,5298.0,605817.54,0.04843025137850443,2.685813359760029,1156.2547922927108,2478.5965519055007,1062.0584363905546,1149.5036858920641,0.0030587296139186534
1584,WASP-39 b,WASP-39,0,7290000.0,14.235,88.989,5400.0,626707.8,0.03084191343438339,2.4971548598606486,1155.9739912120383,2477.994614862761,1061.8005112700157,1149.224524344465,0.0018119204699521185
1586,WASP-126 b,WASP-126,0,6735000.0,10.761,88.9924,5800.0,884354.34,0.07139576097333515,2.8721438805524246,1534.468107426643,3289.350569985623,1409.4599302228446,1525.508700269424,0.00374302658685542
1588,WASP-39 b,WASP-39,0,7242000.000000001,14.336,89.31023,5485.0,654561.48,0.030303628462497113,2.4928299623829644,1203.9490569774493,2580.8359897709693,1105.8672028609876,1196.919474709949,0.0017148694615776183
1592,HAT-P-19 b,HAT-P-19,0,6996000.0,12.689,90.26372,4990.0,571000.44,0.04416807154702172,2.6637837394937094,1040.8289990920848,2231.1649521101476,956.036011002187,1034.7518374106044,0.00295644564077164
1597,Kepler-427 b,Kepler-427,0,13650000.0,13.79,92.17,5800.0,940061.7000000001,0.03513776959864233,2.582074144453584,1111.284775368878,2382.1969264686813,1020.7519819853978,1104.7962385775554,0.0021332188147199864
1601,WASP-148 b,WASP-148,0,12675000.0,8.093,92.48853,5460.0,717232.26,0.17443621619382488,3.3763325565519984,948.2745247804074,2032.7612763619436,871.0216517764868,942.7377674354965,0.014059816213234749
1602,HAT-P-19 b,HAT-P-19,0,6990000.0,12.689,92.802,4990.0,571000.44,0.045410109130298526,2.7009778179558674,1041.2756109981099,2232.122328233206,956.446238873888,1035.1958416521963,0.0030044540595703466
1603,Kepler-427 b,Kepler-427,0,13695000.0,13.787,92.80636,5800.0,940061.7000000001,0.03540346867988715,2.5912542662700595,1109.4575040170664,2378.2799105114846,1019.073572548566,1102.9796362438542,0.0021465349508309364
1604,CoRoT-25 b,CoRoT-25,0,8683500.0,12.106,93.12419,6040.0,828646.98,0.05247324247633956,2.770045913727606,1362.259444156958,2920.1968144002003,1251.280552403835,1354.3055238669901,0.0028498010599995625
1605,WASP-21 b,WASP-21,0,7740000.0,14.157,93.75985,5800.0,828646.98,0.03303547909581168,2.5702708105350403,1385.5678777328762,2970.1617559309807,1272.6901229270127,1377.4778648479612,0.0016458073887686583
